time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
349623	254	-2353	-863	-1.299664	-6.873354	-32.31616	0	10.32	4003	72	214	-3	0	1.166887	0.478563	3	5	0.01	190
349728	-479	320	1873	-1.354455	-6.747128	-33.49425	0	10.32	4004	-8	70	27	0	1.166887	0.5413555	3	5	0.01	190
349878	-314	271	1436	-0.3526464	-4.506411	-33.54359	0	9.64	4004	61	-79	-9	0	1.166887	0.6507607	3	5	0.01	190
349983	-304	1214	939	-1.177028	-4.933591	-33.56301	0	9.64	4002	40	-4	-6	0	1.166887	0.7082193	3	5	0.01	190
350042	548	400	1355	-0.472959	-4.5272	-33.77377	0	9.64	4003	18	-230	-22	0	1.166887	0.7321788	3	5	0.01	190
350135	-784	-4400	-1446	-0.2165413	-0.9096246	-32.59223	0	9.64	4002	21	-105	-15	0	1.166887	0.7563648	3	5	0.01	190
350240	1128	1313	1549	1.934794	-0.2894339	-32.69729	0	9.64	4002	-21	-32	-30	0	1.166887	0.797787	3	5	0.01	190
350320	127	44	-733	1.606833	-3.009116	-33.25803	0	9.64	4003	-70	257	19	0	1.166887	0.8196998	3	5	0.01	190
350445	-2181	191	-292	0.2790638	-2.629647	-33.78392	0	9.64	4003	-41	137	34	0	1.166887	0.8536196	3	5	0.01	190
350535	-119	2974	778	-0.4179246	-4.50733	-33.64298	0	9.64	4004	-3	-122	18	0	1.166887	0.8592646	3	5	0.01	190
350642	-1445	1729	-1083	-0.3120126	-8.338795	-32.44966	0	9.64	4003	-33	308	-16	0	1.166887	0.8711809	3	5	0.01	190
350785	490	1110	-10	-2.400851	-10.70162	-31.23794	0	9.47	4004	-40	322	-53	0	1.166887	0.8746054	3	5	0.01	190
350879	-520	-852	316	-0.9566737	-9.679019	-31.79815	0	9.47	4003	-2	102	-18	0	1.166887	0.9167336	3	5	0.01	190
