time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
31503	2703	2632	-947	-4.49971	-5.894877	0.9385462	0	10.89	20030	44	-69	5	5	0.02	2.893304	8	10	0.03	2000	-4.3284	40.9239	-91.39362
31598	-845	955	-161	-3.558748	-7.905029	1.664593	0	10.89	20032	40	-62	5	5	0.02	2.854005	8	10	0.03	2000	-5.571259	40.9239	-91.39362
31752	-590	1010	-48	-4.039087	-4.726607	2.756975	0	10.89	20044	40	-72	5	5	0.02	2.760839	8	10	0.03	2000	-7.122681	40.9239	-91.39362
31904	583	337	531	-2.37755	-5.994057	1.02957	0	10.89	20012	36	-65	5	5	0.02	2.682174	8	10	0.03	2000	-6.693756	40.9239	-91.39362
31999	-575	987	1022	-2.469009	-6.185905	0.4310429	0	11.74	20027	32	-57	5	5	0.02	2.645737	8	10	0.03	2000	-5.579559	40.9239	-91.39362
32106	-395	754	869	-2.665446	-3.428513	1.873457	0	11.74	20074	32	-81	5	5	0.02	2.599068	8	10	0.03	2000	-6.868958	40.9239	-91.39362
32203	605	-172	-1456	-3.201185	-4.631662	2.036298	0	11.74	20048	21	-56	5	5	0.02	2.589089	8	10	0.03	2000	-6.824402	40.9239	-91.39362
32343	585	-809	-349	-2.782048	-4.150775	1.142891	0	11.74	20012	21	-56	5	5	0.02	2.580179	8	10	0.03	2000	-6.859375	40.9239	-91.39362
32493	-117	356	-330	-1.5242	-4.715808	0.540985	0	11.74	20030	11	-49	5	5	0.02	2.568726	8	10	0.03	2000	-5.373138	40.9239	-91.39363
32551	-412	-1957	-613	-1.457963	-4.184901	0.6303111	0	11.74	20032	11	-49	5	5	0.02	2.567929	8	10	0.03	2000	-5.243073	40.9239	-91.39363
32665	1430	1256	-231	-1.148372	-4.106421	1.264383	0	11.74	20035	11	-49	5	5	0.02	2.57132	8	10	0.03	2000	-5.005859	40.9239	-91.39363
