time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
188444	-458	-627	1056	-3.156971	1.64196	335.9388	0	11.23	23745	42	42	5	5	0.02	1.460016	8	10	0.08	2800	337.2526	40.92392	-91.39365
188538	-1264	-221	472	-3.902053	2.063013	335.2617	0	11.23	23747	26	35	5	5	0.02	1.47063	8	10	0.08	2800	337.3794	40.92392	-91.39365
188720	-988	-432	608	-2.507772	1.933759	334.1298	0	11.23	23226	41	30	5	5	0.02	1.493374	8	10	0.08	2800	333.8748	40.92392	-91.39365
188847	-1280	-1020	995	-5.44171	3.689904	333.3587	0	11.23	23100	30	22	5	5	0.02	1.499839	8	10	0.08	2800	332.0092	40.92392	-91.39365
188867	787	6	473	-5.617188	3.957826	333.1378	0	11.23	23926	30	22	5	5	0.02	1.499839	8	10	0.08	2800	332.0092	40.92392	-91.39365
188960	708	2163	736	-3.419375	2.213312	332.4944	0	11.23	23760	24	17	5	5	0.02	1.494889	8	10	0.08	2800	332.3523	40.92392	-91.39365
189084	270	-1297	374	-2.9832	0.7631847	331.6379	0	11.23	23293	41	15	5	5	0.02	1.486674	8	10	0.08	2800	332.6857	40.92392	-91.39365
189173	253	-1263	509	-2.847008	1.859399	330.8469	0	11.23	24525	42	12	5	5	0.02	1.473335	8	10	0.08	2800	331.4058	40.92392	-91.39365
189261	1144	1565	1636	-1.617621	0.2135578	329.6755	0	11.23	23908	29	19	5	5	0.02	1.456558	8	10	0.08	2800	329.4908	40.92392	-91.39365
189367	340	752	850	-1.424208	-1.12261	328.9922	0	11.23	23928	22	23	5	5	0.02	1.442195	8	10	0.08	2800	330.2424	40.92392	-91.39365
189489	827	-1411	1469	-3.360029	2.144712	328.1042	0	11.23	24550	34	30	5	5	0.02	1.410767	8	10	0.08	2800	325.9602	40.92392	-91.39365
189607	-1058	1363	-338	-3.016492	0.8824626	326.9788	0	11.23	23906	29	39	5	5	0.02	1.392444	8	10	0.08	2800	324.1748	40.92392	-91.39365
189698	1063	-1506	-211	-2.266937	0.793142	326.7902	0	11.23	23732	29	44	5	5	0.02	1.382432	8	10	0.08	2800	327.3115	40.92392	-91.39365
189770	-665	-756	-257	-2.091043	1.279918	326.6284	0	11.23	23905	27	48	5	5	0.02	1.375082	8	10	0.08	2800	324.8025	40.92392	-91.39365
189895	-1220	-90	689	-3.210067	2.447812	326.2872	0	11.23	23907	38	-3	5	5	0.02	1.35216	8	10	0.08	2800	324.6677	40.92391	-91.39365
190025	1518	2284	782	-4.180013	1.95253	327.1566	0	11.29	23272	37	-18	5	5	0.02	1.320518	8	10	0.08	2800	324.2215	40.92391	-91.39365
190153	1332	24	-1774	-3.098803	-1.162716	328.7594	0	11.29	23742	48	-12	5	5	0.02	1.300375	8	10	0.08	2800	327.3433	40.92391	-91.39365
190228	-284	314	455	-3.069769	-0.1630401	329.1986	0	11.29	23774	49	-15	5	5	0.02	1.262164	8	10	0.08	2800	329.2196	40.92391	-91.39365
190291	-2445	-587	-598	-6.144164	0.9106971	330.1335	0	11.29	23707	51	-21	5	5	0.02	1.255134	8	10	0.08	2800	329.1865	40.92391	-91.39365
190362	1987	121	-3036	-4.803322	0.7455283	332.9088	0	11.29	24550	39	9	5	5	0.02	1.235828	8	10	0.08	2800	333.4509	40.92391	-91.39365
190474	2626	172	-2539	-0.7917528	0.1401721	337.4006	0	11.29	23963	39	14	5	5	0.02	1.198809	8	10	0.08	2800	334.3091	40.92391	-91.39365
190571	-3576	-493	-2750	-0.7695739	-0.5607737	340.6835	0	11.29	23751	58	29	5	5	0.02	1.173478	8	10	0.08	2800	337.7222	40.92391	-91.39365
190683	4830	2555	-2297	-1.362093	1.360389	346.4776	0	11.29	23739	59	20	5	5	0.02	1.15285	8	10	0.08	2800	344.3555	40.92391	-91.39365
190819	-2384	1200	-2451	0.8160304	-0.5271105	350.589	0	11.29	23919	63	27	5	5	0.02	1.119362	8	10	0.08	2800	350.3234	40.92391	-91.39365
190901	-1326	-2053	1733	-4.293519	1.588664	352.2195	0	11.29	23788	60	35	5	5	0.02	1.115898	8	10	0.08	2800	352.5104	40.92391	-91.39365
190974	-1770	-1967	1474	-5.99906	3.5427	351.6559	0	11.29	23748	65	36	5	5	0.02	1.119119	8	10	0.08	2800	352.885	40.92391	-91.39365
191141	1787	591	860	-6.384828	5.978167	347.1687	0	11.29	23911	62	29	5	5	0.02	1.140386	8	10	0.08	2800	347.4995	40.92391	-91.39365
191254	-347	1403	2444	-5.054794	2.72748	343.512	0	11.29	23746	66	24	5	5	0.02	1.157329	8	10	0.08	2800	345.7075	40.92391	-91.39365
