time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
30533	-53	-25	-126	-4.086844	-1.281824	348.2902	0	12.76	0	0	0	5	5	0.02	0.08583443	3	10	0.08	2800	342.642	40.92392	-91.39368
30578	-24	60	-79	-4.090679	-1.284811	348.2861	0	12.76	0	0	0	5	5	0.02	0.08678392	3	10	0.08	2800	341.94	40.92392	-91.39368
30704	-52	49	210	-4.066229	-1.244302	348.2895	0	12.76	0	0	0	5	5	0.02	0.09605927	3	10	0.08	2800	343.3312	40.92392	-91.39368
30774	148	41	-56	-4.034596	-1.235546	348.2951	0	12.76	0	0	0	5	5	0.02	0.09986759	3	10	0.08	2800	342.1791	40.92392	-91.39368
30896	32	-4	4	-4.051502	-1.255421	348.2921	0	12.76	0	0	0	5	5	0.02	0.1086886	3	10	0.08	2800	341.9289	40.92392	-91.39368
30981	9	24	-2	-4.074429	-1.261983	348.301	0	12.76	0	0	0	5	5	0.02	0.1149606	3	10	0.08	2800	342.5605	40.92392	-91.39368
31102	15	-18	-85	-4.084414	-1.260441	348.3077	0	12.76	0	0	0	5	5	0.02	0.1221851	3	10	0.08	2800	341.9405	40.92392	-91.39368
31187	-78	9	-58	-4.096959	-1.265012	348.3104	0	12.76	0	0	0	5	5	0.02	0.1308141	3	10	0.08	2800	341.3143	40.92392	-91.39368
31345	58	-3	-57	-4.092743	-1.269785	348.3081	0	12.76	0	0	0	5	5	0.02	0.1472128	3	10	0.08	2800	342.9613	40.92392	-91.39368
31464	50	-57	-56	-4.069377	-1.243602	348.3107	0	12.76	0	0	0	5	5	0.02	0.1506189	3	10	0.08	2800	342.5141	40.92392	-91.39368
31513	44	29	-140	-4.06987	-1.249956	348.3215	0	12.76	0	0	0	5	5	0.02	0.1522593	3	10	0.08	2800	342.2601	40.92392	-91.39368
31616	59	-4	83	-4.063564	-1.229877	348.325	0	12.76	0	0	0	5	5	0.02	0.151918	3	10	0.08	2800	341.9543	40.92392	-91.39368
31683	22	-52	-29	-4.079647	-1.23878	348.3256	0	12.76	0	0	0	5	5	0.02	0.1546554	3	10	0.08	2800	342.0837	40.92392	-91.39368
31837	28	12	92	-4.082958	-1.230274	348.3233	0	12.76	0	0	0	5	5	0.02	0.1646786	3	10	0.08	2800	341.8219	40.92392	-91.39368
31910	48	-18	13	-4.080005	-1.230796	348.3275	0	12.76	0	0	0	5	5	0.02	0.1647416	3	10	0.08	2800	341.9028	40.92392	-91.39368
32057	-63	83	-27	-4.089379	-1.238486	348.3398	0	12.76	0	0	0	5	5	0.02	0.1535597	3	10	0.08	2800	341.306	40.92392	-91.39368
32182	98	8	119	-4.068689	-1.228078	348.3381	0	12.76	0	0	0	5	5	0.02	0.1432205	3	10	0.08	2800	342.5084	40.92392	-91.39368
