time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
31915	-525	-222	225	0.4445636	-2.372354	0.3210875	0	11.74	4002	42	43	-3	0	1.029686	1.006726	3	80	0	0
31945	-417	-141	-96	0.4963246	-1.857759	0.1229335	0	11.74	4003	24	30	0	0	1.029686	1.00636	4	80	0	0
32039	994	-683	-701	0.5210126	-1.114351	0.1755991	0	11.74	4003	-23	-40	-11	-6	1.072764	1.005442	4	80	0	0
32215	175	662	370	-0.01944852	-0.7651115	0.1991953	0	11.74	4003	29	95	-6	-14	1.185553	1.00898	4	80	0	0
32291	54	1344	-48	0.7229619	-1.340308	0.1263837	0	11.74	4002	19	58	-1	-6	1.079303	1.004869	4	80	0	0
32385	1797	2481	-297	0.8125994	-3.0638	0.2942518	0	10.43	4003	-22	-15	8	-6	1.07144	0.9987826	4	80	0	0
32468	2443	4038	511	3.786452	-7.770923	0.4868706	0	10.43	4003	-74	-86	-11	-4	1.066895	0.9914409	4	80	0	0
32563	-829	-1604	-536	4.128609	-10.47704	0.9156691	0	10.43	4004	-45	130	-15	-6	1.076314	0.9798316	4	80	0	0
32675	497	-1916	-187	3.546096	-7.603038	0.7389072	0	10.43	4002	90	-38	-24	-8	1.115731	0.9762882	4	80	0	0
32773	-1256	-1368	97	3.385255	-5.659989	0.3342105	0	10.43	4002	-83	4	-1	-12	1.1822	0.9649758	4	80	0	0
32875	-887	-1328	482	1.504978	-2.125046	0.05066396	0	10.43	4004	-9	-17	3	-14	1.186154	0.9550387	4	80	0	0
32965	-575	1383	60	2.579484	-2.426246	0.6812233	0	10.43	4003	109	-93	-18	-11	1.140709	0.9329654	4	80	0	0
33106	-398	512	4	1.644709	-4.111107	0.1448661	0	10.43	4004	77	17	0	-16	1.226964	0.9097852	4	80	0	0
33176	-983	304	64	3.088077	-5.021634	0.2529369	0	10.43	4002	221	-65	-2	-20	1.245012	0.8992952	4	80	0	0
33316	-51	586	-511	0.932032	-6.152021	0.09984379	0	11.34	4003	36	-80	-4	-19	1.229418	0.8843621	4	80	0	0
33386	-695	736	-668	1.623457	-6.366319	0.1101363	0	11.34	4004	-117	17	4	-19	1.227486	0.8814119	4	80	0	0
33508	1050	1204	5	0.03786787	-6.39838	0.1166523	0	11.34	4004	-107	-17	-2	-17	1.214197	0.8718717	4	80	0	0
33578	230	665	933	1.228487	-7.698173	0.272677	0	11.34	4003	-1	-50	-1	-16	1.212981	0.8698373	4	80	0	0
33768	277	-1021	-69	-0.3753233	-5.031985	0.007064532	0	11.34	4003	108	-62	-6	-9	1.139358	0.8583833	4	80	0	0
33887	-391	120	-396	-0.02091061	-6.312645	0.07218731	0	11.34	4003	115	-39	-6	-14	1.176767	0.8465315	4	80	0	0
33964	-449	-1075	270	-0.2615515	-5.046944	0.2051283	0	11.34	4003	-23	17	-2	-17	1.238082	0.8368216	4	80	0	0
