time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
251862	1473	-520	-400	-10.77578	1.642658	351.5247	0	11.17	20026	0	0	5	5	0.02	2.496865	3	10	0.08	2800	354.8617	40.92395	-91.39362
251982	1533	156	-704	-7.991631	2.907748	352.0148	0	11.17	20026	0	0	5	5	0.02	2.431095	3	10	0.08	2800	351.9179	40.92395	-91.39362
252053	1449	1467	-1312	-2.625483	1.674243	353.4326	0	11.17	20026	0	0	5	5	0.02	2.390866	3	10	0.08	2800	355.3011	40.92395	-91.39362
252264	-1048	1402	-2169	-1.253027	-0.4845294	358.294	0	11.17	20026	0	0	5	5	0.02	2.299973	3	10	0.08	2800	4.267395	40.92395	-91.39363
252353	2499	2168	-1107	0.7684551	-3.321063	1.141047	0	11.17	20026	0	0	5	5	0.02	2.265158	3	10	0.08	2800	8.836731	40.92395	-91.39363
252494	-556	-751	-2029	0.3214049	-2.815159	5.286525	0	11.17	20026	0	0	5	5	0.02	2.203593	3	10	0.08	2800	14.04599	40.92395	-91.39363
252581	1292	-1471	-1283	0.6020789	0.02876101	7.798352	0	11.17	20026	0	0	5	5	0.02	2.163179	3	10	0.08	2800	13.64136	40.92395	-91.39363
252690	-1923	-982	-1623	-0.6176646	1.670693	9.703638	0	11.17	20026	0	0	5	5	0.02	2.078687	3	10	0.08	2800	17.83878	40.92395	-91.39363
252770	-690	256	-733	-1.631384	1.759966	10.8056	0	11.23	20026	0	0	5	5	0.02	2.037906	3	10	0.08	2800	20.61188	40.92394	-91.39365
252872	-277	-72	415	-2.790687	2.016019	11.33375	0	11.23	20026	0	0	5	5	0.02	1.947404	3	10	0.08	2800	19.60587	40.92394	-91.39365
