time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
5435484	3	-4	3	-4.99074	-2.03616	344.9577	0	12.82	0	0	0	5	5	0.02	0.1538437	1	10	0.08	2800	340.1129	40.92397	-91.39365
5435590	3	-4	0	-4.992496	-2.035971	344.9584	0	12.82	0	0	0	5	5	0.02	0.1506665	1	10	0.08	2800	339.9867	40.92397	-91.39365
5435685	-2	0	-4	-4.997158	-2.034631	344.9586	0	12.82	0	0	0	5	5	0.02	0.1459487	1	10	0.08	2800	339.4342	40.92397	-91.39365
5435795	0	7	0	-4.998955	-2.035168	344.9579	0	12.82	0	0	0	5	5	0.02	0.1444568	1	10	0.08	2800	339.5438	40.92397	-91.39365
5435905	5	-4	0	-4.996188	-2.031698	344.9567	0	12.82	0	0	0	5	5	0.02	0.1290098	1	10	0.08	2800	339.3397	40.92397	-91.39365
5436004	0	0	-2	-4.996789	-2.031456	344.9558	0	12.82	0	0	0	5	5	0.02	0.120735	1	10	0.08	2800	339.5515	40.92397	-91.39365
5436116	1	5	0	-4.998765	-2.032088	344.9549	0	12.76	0	0	0	5	5	0.02	0.1219611	1	10	0.08	2800	339.8788	40.92397	-91.39365
5436226	-1	-4	0	-5.00029	-2.034054	344.9541	0	12.76	0	0	0	5	5	0.02	0.1257019	1	10	0.08	2800	339.8277	40.92397	-91.39365
5436336	-2	-6	0	-5.002879	-2.033927	344.9554	0	12.76	0	0	0	5	5	0.02	0.1260522	1	10	0.08	2800	339.7019	40.92397	-91.39365
5436431	7	0	-1	-5.003891	-2.034035	344.9546	0	12.76	0	0	0	5	5	0.02	0.1279346	1	10	0.08	2800	339.9629	40.92397	-91.39365
5436541	1	-2	-1	-5.001142	-2.031708	344.9549	0	12.76	0	0	0	5	5	0.02	0.1349821	1	10	0.08	2800	339.7528	40.92397	-91.39365
5436635	2	0	-1	-5.003857	-2.034033	344.9553	0	12.76	0	0	0	5	5	0.02	0.1453027	1	10	0.08	2800	339.8187	40.92397	-91.39365
5436745	0	2	4	-4.998861	-2.036216	344.9552	0	12.76	0	0	0	5	5	0.02	0.148844	1	10	0.08	2800	339.2787	40.92397	-91.39365
5436855	0	0	0	-5.00496	-2.033789	344.9547	0	12.76	0	0	0	5	5	0.02	0.1533951	1	10	0.08	2800	339.4834	40.92397	-91.39365
5436950	0	3	-1	-5.006652	-2.034606	344.9557	0	12.76	0	0	0	5	5	0.02	0.1554209	1	10	0.08	2800	339.5779	40.92397	-91.39365
5437067	-2	-1	0	-5.009282	-2.036228	344.9549	0	12.76	0	0	0	5	5	0.02	0.1591772	1	10	0.08	2800	339.7323	40.92397	-91.39365
5437175	2	-3	2	-5.011247	-2.039675	344.955	0	12.76	0	0	0	5	5	0.02	0.1538808	1	10	0.08	2800	340.0623	40.92397	-91.39365
5437284	-4	-1	-3	-5.010186	-2.036326	344.9571	0	12.76	0	0	0	5	5	0.02	0.1480369	1	10	0.08	2800	339.2501	40.92397	-91.39365
5437385	5	0	6	-5.009751	-2.033511	344.9566	0	12.76	0	0	0	5	5	0.02	0.1415993	1	10	0.08	2800	339.7279	40.92397	-91.39365
5437488	0	1	0	-5.010772	-2.027493	344.9547	0	12.76	0	0	0	5	5	0.02	0.1414958	1	10	0.08	2800	339.3103	40.92397	-91.39365
5437582	0	3	-1	-5.00859	-2.030698	344.9547	0	12.76	0	0	0	5	5	0.02	0.1415692	1	10	0.08	2800	339.2621	40.92397	-91.39365
5437692	2	0	1	-5.004051	-2.033991	344.9541	0	12.76	0	0	0	5	5	0.02	0.1438925	1	10	0.08	2800	339.3135	40.92397	-91.39365
5437786	1	0	3	-5.00671	-2.03299	344.9552	0	12.76	0	0	0	5	5	0.02	0.1456718	1	10	0.08	2800	339.5739	40.92397	-91.39365
5437896	0	-1	0	-5.005292	-2.033445	344.9555	0	12.76	0	0	0	5	5	0.02	0.1405988	1	10	0.08	2800	339.4806	40.92397	-91.39365
5438012	-1	0	-2	-5.008285	-2.031246	344.9555	0	12.76	0	0	0	5	5	0.02	0.1262886	1	10	0.08	2800	339.5715	40.92397	-91.39365
5438121	0	-1	-1	-5.005569	-2.029999	344.9555	0	12.76	0	0	0	5	5	0.02	0.1227163	1	10	0.08	2800	339.5295	40.92397	-91.39365
5438215	4	-4	0	-5.003048	-2.028128	344.9543	0	12.76	0	0	0	5	5	0.02	0.1242782	1	10	0.08	2800	339.8697	40.92397	-91.39365
5438325	0	3	0	-5.000962	-2.027778	344.9551	0	12.76	0	0	0	5	5	0.02	0.1205378	1	10	0.08	2800	340.2807	40.92397	-91.39365
5438437	0	-1	0	-5.00195	-2.02361	344.9557	0	12.76	0	0	0	5	5	0.02	0.1150946	1	10	0.08	2800	339.7111	40.92397	-91.39365
5438529	1	5	-3	-5.000772	-2.022449	344.9544	0	12.76	0	0	0	5	5	0.02	0.1133471	1	10	0.08	2800	339.5979	40.92397	-91.39365
5438639	-2	0	0	-5.000335	-2.022521	344.9546	0	12.76	0	0	0	5	5	0.02	0.1092913	1	10	0.08	2800	339.599	40.92397	-91.39365
5438733	6	3	-3	-4.999499	-2.02189	344.9568	0	12.76	0	0	0	5	5	0.02	0.1078365	1	10	0.08	2800	339.387	40.92397	-91.39365
5438843	7	-2	2	-4.998459	-2.022578	344.956	0	12.76	0	0	0	5	5	0.02	0.1122847	1	10	0.08	2800	339.0333	40.92397	-91.39365
5438937	0	6	1	-4.999821	-2.023468	344.9579	0	12.76	0	0	0	5	5	0.02	0.1141791	1	10	0.08	2800	339.5525	40.92397	-91.39365
5439053	6	5	1	-4.997382	-2.026654	344.9582	0	12.76	0	0	0	5	5	0.02	0.1153386	1	10	0.08	2800	340.0295	40.92397	-91.39365
5439147	5	0	0	-4.993748	-2.028918	344.9576	0	12.76	0	0	0	5	5	0.02	0.1204349	1	10	0.08	2800	340.0295	40.92397	-91.39365
5439256	0	0	1	-4.995074	-2.027701	344.9563	0	12.76	0	0	0	5	5	0.02	0.1211457	1	10	0.08	2800	339.9919	40.92397	-91.39365
5439356	-3	0	-1	-4.993398	-2.025893	344.9544	0	12.76	0	0	0	5	5	0.02	0.1215741	1	10	0.08	2800	340.0352	40.92397	-91.39365
5439458	1	1	0	-4.993151	-2.021861	344.9552	0	12.76	0	0	0	5	5	0.02	0.1204789	1	10	0.08	2800	340.1194	40.92397	-91.39365
5439568	3	2	-1	-4.992074	-2.02312	344.9565	0	12.76	0	0	0	5	5	0.02	0.1141218	1	10	0.08	2800	339.9957	40.92397	-91.39365
5439662	0	2	0	-4.994613	-2.024379	344.958	0	12.76	0	0	0	5	5	0.02	0.1106293	1	10	0.08	2800	339.9479	40.92397	-91.39365
5439759	2	0	0	-4.993891	-2.023022	344.9583	0	12.76	0	0	0	5	5	0.02	0.1051896	1	10	0.08	2800	339.2571	40.92397	-91.39365
5439868	3	0	1	-4.993447	-2.021756	344.9583	0	12.76	0	0	0	5	5	0.02	0.1023986	1	10	0.08	2800	339.4031	40.92397	-91.39365
5439965	-5	1	3	-4.99688	-2.022332	344.9596	0	12.76	0	0	0	5	5	0.02	0.09346181	1	10	0.08	2800	339.6132	40.92397	-91.39365
5440074	-5	-2	-3	-4.999808	-2.023768	344.9594	0	12.76	0	0	0	5	5	0.02	0.08660503	1	10	0.08	2800	339.8834	40.92397	-91.39365
5440190	5	0	0	-5.000451	-2.021324	344.9581	0	12.76	0	0	0	5	5	0.02	0.08768078	1	10	0.08	2800	339.8315	40.92397	-91.39365
5440302	-3	-2	0	-5.000209	-2.019475	344.9593	0	12.76	0	0	0	5	5	0.02	0.09403359	1	10	0.08	2800	339.7694	40.92397	-91.39365
5440404	2	0	4	-5.001302	-2.020945	344.9577	0	12.76	0	0	0	5	5	0.02	0.1007647	1	10	0.08	2800	339.8832	40.92397	-91.39365
5440506	1	3	1	-4.997991	-2.025014	344.9577	0	12.76	0	0	0	5	5	0.02	0.102993	1	10	0.08	2800	339.6189	40.92397	-91.39365
5440600	1	2	3	-4.997931	-2.023218	344.9574	0	12.76	0	0	0	5	5	0.02	0.1041477	1	10	0.08	2800	339.8391	40.92397	-91.39365
5440688	3	3	0	-4.993009	-2.021893	344.9566	0	12.76	0	0	0	5	5	0.02	0.1049215	1	10	0.08	2800	339.5638	40.92397	-91.39365
5440782	-2	2	1	-4.993422	-2.021915	344.9555	0	12.76	0	0	0	5	5	0.02	0.1029429	1	10	0.08	2800	339.4201	40.92397	-91.39365
