time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
5836790	22	2976	592	-4.213141	7.348956	348.6006	0	11.23	20126	0	0	5	5	0.02	0.9758342	3	10	0.08	2800	346.8657	40.92392	-91.39366
5836897	192	-787	913	-3.140393	2.535	347.1332	0	11.23	20126	0	0	5	5	0.02	1.000582	3	10	0.08	2800	350.3181	40.92392	-91.39366
5837060	-1913	1214	598	-5.25388	3.658638	345.693	0	11.23	20126	0	0	5	5	0.02	1.017451	3	10	0.08	2800	345.8344	40.92392	-91.39366
5837152	-761	-558	-356	-7.076054	3.110137	344.2699	0	11.23	20126	0	0	5	5	0.02	1.03595	3	10	0.08	2800	342.959	40.92392	-91.39366
5837259	-696	1289	-534	-5.215867	1.940202	345.0006	0	11.23	20126	0	0	5	5	0.02	1.039595	3	10	0.08	2800	346.6195	40.92392	-91.39366
5837304	-696	1289	-534	-5.215867	1.940202	345.0006	0	11.23	20126	0	0	5	5	0.02	1.04261	3	10	0.08	2800	346.6195	40.92392	-91.39366
5837467	310	-888	-1262	-7.849912	-0.1293372	346.031	0	11.46	20126	0	0	5	5	0.02	1.05061	3	10	0.08	2800	349.0708	40.92392	-91.39366
5837583	-1059	-648	-1176	-7.922211	1.712875	347.0241	0	11.46	20126	0	0	5	5	0.02	1.05652	3	10	0.08	2800	350.3612	40.92392	-91.39366
5837688	2010	-881	-426	-8.554384	2.820442	348.0139	0	11.46	20126	0	0	5	5	0.02	1.06172	3	10	0.08	2800	352.9136	40.92392	-91.39366
5837774	2606	-96	-853	-5.337585	3.331008	348.3934	0	11.46	20126	0	0	5	5	0.02	1.063913	3	10	0.08	2800	351.692	40.92392	-91.39366
5837818	388	-1164	-113	-3.047325	3.928199	348.4359	0	11.46	20126	0	0	5	5	0.02	1.064495	3	10	0.08	2800	352.9409	40.92392	-91.39366
5837922	427	-675	435	-2.992296	5.032585	347.9501	0	11.46	20126	0	0	5	5	0.02	1.062744	3	10	0.08	2800	349.8904	40.92392	-91.39366
5838033	1294	-802	1307	-2.822992	5.556001	347.2372	0	11.46	20126	0	0	5	5	0.02	1.064814	3	10	0.08	2800	347.8565	40.92392	-91.39366
5838167	-8	139	346	-3.391792	4.069628	344.0478	0	11.46	20126	0	0	5	5	0.02	1.077675	3	10	0.08	2800	342.4178	40.92392	-91.39366
