time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
134	18	-4	-3	-6.843627	-1.94141	303.1456	0	12.31	20030	0	0	5	5	0.02	0.1458892	3	10	0.08	2800	308.5689	40.92394	-91.39368
246	-33	3	3	-6.82268	-1.937443	303.1431	0	12.31	20030	0	0	5	5	0.02	0.1465658	3	10	0.08	2800	308.5882	40.92394	-91.39368
312	-12	6	1	-6.83153	-1.937576	303.1422	0	12.31	20030	0	0	5	5	0.02	0.1481316	3	10	0.08	2800	308.5882	40.92394	-91.39368
523	-2	-3	-1	-6.796635	-1.934083	303.1359	0	12.31	20030	0	0	5	5	0.02	0.1495865	3	10	0.08	2800	307.9684	40.92394	-91.39368
659	-99	16	-17	-6.872066	-1.945983	303.1484	0	12.31	20030	0	0	5	5	0.02	0.1359379	3	10	0.08	2800	308.564	40.92394	-91.39368
763	60	-19	-9	-7.013117	-1.980258	303.1786	0	12.31	20030	0	0	5	5	0.02	0.1268449	3	10	0.08	2800	308.4074	40.92394	-91.39368
829	13	-5	0	-6.992242	-1.978186	303.177	0	12.31	20030	0	0	5	5	0.02	0.1222596	3	10	0.08	2800	308.5607	40.92394	-91.39368
920	14	-44	12	-6.902702	-1.939476	303.1394	0	12.31	20030	0	0	5	5	0.02	0.1246963	3	10	0.08	2800	308.4555	40.92394	-91.39368
1049	-46	23	12	-6.882689	-1.881272	303.1265	0	12.31	20030	0	0	5	5	0.02	0.1390526	3	10	0.08	2800	308.2233	40.92394	-91.39368
1142	-20	-14	5	-6.879324	-1.886776	303.126	0	12.31	20030	0	0	5	5	0.02	0.1507697	3	10	0.08	2800	307.8515	40.92394	-91.39368
1272	23	-9	-2	-6.875049	-1.87086	303.1156	0	12.31	20030	0	0	5	5	0.02	0.1540461	3	10	0.08	2800	308.4723	40.92394	-91.39368
1438	33	-41	-26	-6.851817	-1.856405	303.1199	0	12.31	20030	0	0	5	5	0.02	0.1644667	3	10	0.08	2800	308.3898	40.92394	-91.39368
1489	-534	568	966	-6.913117	-1.949999	302.8747	0	12.31	20030	0	0	5	5	0.02	0.1670191	3	10	0.08	2800	308.2412	40.92394	-91.39368
1572	532	-1129	-40	-7.100376	-2.211824	302.8575	0	12.31	20030	0	0	5	5	0.02	0.1649135	3	10	0.08	2800	308.2412	40.92394	-91.39368
1708	-59	-10	-15	-6.92732	-1.906352	303.0646	0	12.31	20030	0	0	5	5	0.02	0.1625981	3	10	0.08	2800	307.9244	40.92394	-91.39368
1780	44	-102	-1246	-6.944647	-1.869552	303.2565	0	12.31	20030	0	0	5	5	0.02	0.1627633	3	10	0.08	2800	307.9518	40.92394	-91.39368
1876	-353	768	-207	-7.06428	-2.07304	304.5243	0	12.31	20030	0	0	5	5	0.02	0.1638971	3	10	0.08	2800	308.9872	40.92394	-91.39368
2010	814	-1053	677	-9.313974	-4.023293	305.7638	0	12.31	20030	0	0	5	5	0.02	0.1622233	3	10	0.08	2800	312.1808	40.92394	-91.39368
2116	963	-3077	2124	-8.735646	-0.5943235	302.41	0	12.31	20030	0	0	5	5	0.02	0.1693772	3	10	0.08	2800	309.4378	40.92394	-91.39368
2287	2362	-931	4501	-3.303413	1.461454	295.843	0	12.31	20030	0	0	5	5	0.02	0.1848	3	10	0.08	2800	305.1071	40.92394	-91.39368
2373	1880	1275	7412	-0.4200601	0.4944712	293.1301	0	12.31	20030	0	0	5	5	0.02	0.2055364	3	10	0.08	2800	297.5817	40.92394	-91.39368
2491	1301	468	10164	1.659035	-1.883509	288.7004	0	12.31	20030	0	0	5	5	0.02	0.2327491	3	10	0.08	2800	285.4404	40.92394	-91.39368
2562	2388	-495	9716	4.341136	-0.9701003	271.6459	0	12.31	20030	0	0	5	5	0.02	0.2559783	3	10	0.08	2800	278.0798	40.92394	-91.39368
2715	1227	-2912	7151	5.221839	3.448479	267.9001	0	12.31	20030	0	0	5	5	0.02	0.3117121	3	10	0.08	2800	263.7882	40.92394	-91.39368
2788	2264	-1162	6139	5.668365	6.310492	260.6763	0	12.31	20030	0	0	5	5	0.02	0.3346204	3	10	0.08	2800	259.4947	40.92394	-91.39368
2902	780	75	5624	7.261091	6.520994	245.3553	0	12.31	20030	0	0	5	5	0.02	0.3723879	3	10	0.08	2800	250.3282	40.92394	-91.39368
3016	1227	1208	5244	7.694068	6.496976	239.4896	0	12.31	20030	0	0	5	5	0.02	0.402472	3	10	0.08	2800	245.0809	40.92393	-91.39369
3118	2421	-52	8129	8.159934	5.317132	235.8826	0	12.31	20030	0	0	5	5	0.02	0.42256	3	10	0.08	2800	233.547	40.92393	-91.39369
3249	3310	559	8686	11.26475	6.569396	221.7827	0	12.31	20030	0	0	5	5	0.02	0.4469638	3	10	0.08	2800	225.1337	40.92393	-91.39368
3328	4345	1798	8511	15.21209	7.193399	207.08	0	12.31	20030	0	0	5	5	0.02	0.465489	3	10	0.08	2800	208.0268	40.92393	-91.39368
3480	3756	2256	8812	18.82801	3.937307	190.8568	0	12.31	20030	0	0	5	5	0.02	0.4951106	3	10	0.08	2800	199.7029	40.92393	-91.39368
3547	3075	-117	6359	20.47196	5.750457	187.7216	0	12.31	20030	0	0	5	5	0.02	0.5087186	3	10	0.08	2800	183.2563	40.92393	-91.39368
3665	673	1533	5080	21.46403	6.624798	178.0216	0	12.31	20030	0	0	5	5	0.02	0.5136379	3	10	0.08	2800	178.014	40.92393	-91.39368
3708	-136	249	4346	20.84188	6.941924	175.4603	0	12.31	20030	0	0	5	5	0.02	0.5112383	3	10	0.08	2800	172.5996	40.92393	-91.39368
3862	-3125	1828	0	17.6805	10.67885	168.5832	0	12.31	20030	0	0	5	5	0.02	0.4974328	3	10	0.08	2800	168.9606	40.92393	-91.39368
