time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
101222	5	-1	6	-0.009717291	0.006903523	-5.84962	0	12.31	4003	0	0	5	5	0.02	0.3417876	1	15	0.04	1800	-0.8782349	40.92356	-91.39355
101303	-1	5	0	-0.01146651	0.01055696	-5.854573	0	12.31	4003	0	0	5	5	0.02	0.3391134	1	15	0.04	1800	-0.6581421	40.92356	-91.39355
101413	0	-2	2	-0.01444354	0.006074569	-5.864049	0	12.31	4003	0	0	5	5	0.02	0.3367118	1	15	0.04	1800	-0.871582	40.92356	-91.39355
101525	1	0	5	-0.01911995	0.005375734	-5.869857	0	12.36	4003	0	0	5	5	0.02	0.3336121	1	15	0.04	1800	-0.8773193	40.92356	-91.39355
101662	0	-1	5	-0.02389973	0.00613893	-5.878722	0	12.36	4003	0	0	5	5	0.02	0.3308777	1	15	0.04	1800	-0.867981	40.92356	-91.39355
101700	0	-2	6	-0.02266194	0.007008468	-5.8797	0	12.36	4004	0	0	5	5	0.02	0.3320456	1	15	0.04	1800	-0.8607788	40.92356	-91.39355
101855	0	-4	-2	-0.0183575	0.008134558	-5.885448	0	12.36	4003	0	0	5	5	0.02	0.3311707	1	15	0.04	1800	-0.8649597	40.92357	-91.39355
101983	3	-4	6	-0.02556941	0.01164608	-5.899936	0	12.36	4002	0	0	5	5	0.02	0.3294361	1	15	0.04	1800	-0.8636169	40.92357	-91.39355
102040	-3	0	6	-0.02459728	0.01336661	-5.902137	0	12.36	4002	0	0	5	5	0.02	0.3287582	1	15	0.04	1800	-0.6365967	40.92357	-91.39355
102189	-1	0	5	-0.0348139	0.006713251	-5.913387	0	12.36	4003	0	0	5	5	0.02	0.3300433	1	15	0.04	1800	-0.8457336	40.92358	-91.39355
102256	2	-4	4	-0.03252275	0.004667934	-5.917973	0	12.36	4004	0	0	5	5	0.02	0.3324418	1	15	0.04	1800	-0.6234436	40.92358	-91.39355
102349	0	-1	2	-0.03048447	0.008874911	-5.925613	0	12.36	4003	0	0	5	5	0.02	0.3341903	1	15	0.04	1800	-0.8503723	40.92359	-91.39355
102375	0	-1	2	-0.03048447	0.008874911	-5.925613	0	12.36	4003	0	0	5	5	0.02	0.3346607	1	15	0.04	1800	-0.8503723	40.92359	-91.39355
102492	4	2	7	-0.03030371	0.005412265	-5.932828	0	12.31	4002	0	0	5	5	0.02	0.3403227	1	15	0.04	1800	-0.8478699	40.92359	-91.39355
102660	-3	0	2	-0.02874693	0.008764206	-5.943404	0	12.31	4004	0	0	5	5	0.02	0.3383211	1	15	0.04	1800	-0.8528748	40.92359	-91.39356
102761	-3	0	8	-0.0301828	0.01167256	-5.948295	0	12.31	4004	0	0	5	5	0.02	0.3338763	1	15	0.04	1800	-0.8525696	40.92359	-91.39356
102851	0	-2	4	-0.02531224	0.018896	-5.954469	0	12.31	4002	0	0	5	5	0.02	0.3342746	1	15	0.04	1800	-0.8518066	40.92359	-91.39356
102883	0	4	2	-0.0277488	0.02055568	-5.955692	0	12.31	4003	0	0	5	5	0.02	0.334621	1	15	0.04	1800	-0.8569641	40.92359	-91.39356
103069	-1	0	1	-0.02657189	0.01746349	-5.96798	0	12.31	4004	0	0	5	5	0.02	0.3385233	1	15	0.04	1800	-0.8568726	40.92359	-91.39357
103136	0	0	6	-0.02657282	0.0157128	-5.973361	0	12.31	4003	0	0	5	5	0.02	0.3357612	1	15	0.04	1800	-0.6307983	40.92359	-91.39357
103303	-5	5	2	-0.03341138	0.01485976	-5.987422	0	12.31	4004	0	0	5	5	0.02	0.3297744	1	15	0.04	1800	-0.8473511	40.92358	-91.39356
103410	3	-2	8	-0.03545475	0.009233125	-5.995307	0	12.36	4004	0	0	5	5	0.02	0.3309664	1	15	0.04	1800	-0.8479309	40.92358	-91.39356
103517	-7	0	0	-0.03402264	0.01448274	-6.007778	0	12.36	4003	0	0	5	5	0.02	0.3363862	1	15	0.04	1800	-0.8425903	40.92358	-91.39355
103568	-1	-3	7	-0.03509684	0.01569617	-6.010101	0	12.36	4003	0	0	5	5	0.02	0.3375484	1	15	0.04	1800	-0.8425903	40.92357	-91.39355
103693	1	1	9	-0.03829159	0.01842239	-6.02245	0	12.36	4002	0	0	5	5	0.02	0.337312	1	15	0.04	1800	-0.8349915	40.92357	-91.39355
103840	-1	-5	8	-0.04125623	0.02149515	-6.030826	0	12.36	4003	0	0	5	5	0.02	0.3333291	1	15	0.04	1800	-0.8364563	40.92357	-91.39354
103892	-1	4	8	-0.04347049	0.02123833	-6.038284	0	12.36	4004	0	0	5	5	0.02	0.3332947	1	15	0.04	1800	-0.831604	40.92356	-91.39354
104042	3	-4	1	-0.03900385	0.0244052	-6.046597	0	12.36	4004	0	0	5	5	0.02	0.3290489	1	15	0.04	1800	-0.8367004	40.92356	-91.39353
104216	-4	1	2	-0.03611549	0.02435179	-6.060719	0	12.31	4003	0	0	5	5	0.02	0.3163108	1	15	0.04	1800	-0.832489	40.92356	-91.39352
104280	-1	1	5	-0.0341644	0.02156306	-6.070377	0	12.31	4004	0	0	5	5	0.02	0.3097932	1	15	0.04	1800	-0.8383179	40.92355	-91.39352
104427	-1	6	5	-0.03569173	0.02144262	-6.075023	0	12.31	4004	0	0	5	5	0.02	0.3101636	1	15	0.04	1800	-0.8441467	40.92355	-91.39352
104502	-2	3	6	-0.03930771	0.01532606	-6.086395	0	12.31	4003	0	0	5	5	0.02	0.3079166	1	15	0.04	1800	-0.8349915	40.92355	-91.39352
104569	-1	0	4	-0.04355983	0.01474614	-6.092814	0	12.31	4004	0	0	5	5	0.02	0.3024416	1	15	0.04	1800	-0.8349915	40.92355	-91.39352
