time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
275802	14	17	-5	0.03766943	-0.0785962	0.8269923	0	11.63	4004	0	0	0	0	0.6537577	-0.0315997	3
275957	12	12	-5	0.03143713	-0.0657177	0.8350018	0	11.63	4003	0	0	0	0	0.6537577	-0.02983996	3
276041	10	15	-4	0.03147468	-0.05344029	0.8401369	0	11.63	4004	0	0	0	0	0.6537577	-0.0247142	3
276170	8	8	-2	0.03531545	-0.06106907	0.8475956	0	11.63	4003	0	0	0	0	0.6537577	-0.01622639	3
276275	16	7	-4	0.03896474	-0.07621974	0.8510799	0	11.63	4003	0	0	0	0	0.6537577	-0.01529616	3
276369	23	19	-4	0.04352507	-0.06885106	0.8574988	0	11.63	4003	0	0	0	0	0.6537577	-0.02058757	3
276418	23	17	0	0.05373012	-0.05908727	0.8585381	0	11.63	4002	0	0	0	0	0.6537577	-0.02545913	3
276522	9	12	-2	0.04866912	-0.07151574	0.8623896	0	11.63	4004	0	0	0	0	0.6537577	-0.03088463	3
276677	16	7	-9	0.04507704	-0.05593787	0.872783	0	11.63	4002	0	0	0	0	0.6537577	-0.04109791	3
276727	12	17	-5	0.06033973	-0.0579342	0.8757175	0	11.63	4004	0	0	0	0	0.6537577	-0.04143131	3
276879	14	8	1	0.0479555	-0.06717187	0.8841542	0	11.63	4002	0	0	0	0	0.6537577	-0.0515272	3
276933	17	7	-17	0.07610565	-0.06881432	0.8898399	0	11.63	4003	0	0	0	0	0.6537577	-0.05564295	3
277048	16	21	36	0.08351829	-0.08294367	0.8924084	0	11.63	4003	0	0	0	0	0.6537577	-0.05525133	3
277133	20	16	-1	0.1091381	-0.1189196	0.8845243	0	11.63	4004	0	0	0	0	0.6537577	-0.04644169	3
277265	27	-3	-24	0.1215201	-0.1153223	0.8858109	0	11.63	4003	0	0	0	0	0.6537577	-0.03316559	3
277348	-2	18	5	0.06806729	-0.08433878	0.8908253	0	11.63	4002	0	0	0	0	0.6537577	-0.02921093	3
277487	-5	0	-13	0.08809738	-0.1036542	0.8994477	0	11.63	4004	2	0	0	0	0.6537577	-0.03618161	3
277599	40	11	10	0.08271471	-0.1194142	0.8977343	0	11.63	4004	0	0	0	0	0.6537577	-0.04049001	3
277718	35	2	14	0.08197015	-0.1005821	0.9076974	0	11.63	4004	-1	0	0	0	0.6537577	-0.03563498	3
277752	85	1	46	0.07860226	-0.06819998	0.9106927	0	11.63	4002	-3	-1	-1	0	0.6537577	-0.03457148	3
277860	-19	2	-5	0.08444833	-0.1036887	0.9249368	0	11.63	4003	2	0	-1	0	0.6537577	-0.03270882	3
278036	0	19	59	0.04707555	-0.14348	0.9340412	0	11.63	4003	0	0	0	0	0.6537577	-0.01645307	3
278097	2	-16	-31	0.02606384	-0.02640843	0.9417477	0	11.63	4003	0	0	0	0	0.6537577	-0.01077244	3
278204	39	25	6	0.04312075	-0.06840389	0.9433425	0	11.63	4003	0	0	0	0	0.6537577	-0.008544445	3
278321	-7	17	3	0.03059415	-0.04173787	0.9550776	0	11.63	4002	0	0	0	0	0.6537577	-0.008471296	3
278386	18	23	16	0.05297614	-0.06489297	0.9574007	0	11.63	4003	0	0	0	0	0.6537577	-0.009670092	3
278460	17	7	53	0.04836585	-0.03691213	0.9594811	0	11.68	4002	0	0	0	0	0.6537577	-0.009740561	3
278614	14	15	-48	0.03877056	-0.02450743	0.9636941	0	11.68	4002	0	0	0	0	0.6537577	-0.017564	3
278664	11	3	0	0.04360758	-0.05614842	0.9679115	0	11.68	4002	0	0	0	0	0.6537577	-0.01888194	3
278766	5	4	-19	0.02899388	-0.07618107	0.9761053	0	11.68	4003	0	0	0	0	0.6537577	-0.02433138	3
278938	26	18	9	0.04354466	-0.07139778	0.9780005	0	11.68	4004	0	0	0	0	0.6537577	-0.0201675	3
