time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
306364	321	-393	-121	0.2732753	-10.12648	-0.4268697	0	10.77	4003	-30	-17	48	25	0.6228473	0.2920198	4
306565	747	961	546	1.373161	-8.61224	-0.2092051	0	10.77	4003	6	-119	18	24	0.6843363	0.2882354	4
306631	-25	1356	871	0.424739	-10.43309	-0.1813585	0	10.77	4004	-18	94	34	24	0.698902	0.2865188	4
306702	1218	1253	344	1.510479	-11.32048	0.03533092	0	10.77	4004	-65	-91	19	24	0.70755	0.2899563	4
306790	-866	-682	-443	1.658879	-10.06076	0.3209016	0	10.77	4003	40	-114	8	23	0.647656	0.2983549	4
306902	-204	-997	-215	-0.08760412	-10.06459	1.126089	0	10.77	4003	57	-1	-7	23	0.6791475	0.3157266	4
307009	-986	-1467	1106	1.427747	-9.00072	0.9475313	0	10.77	4002	63	-13	18	23	0.675535	0.3309966	4
307110	-428	-1434	132	0.358126	-9.455797	0.4962902	0	10.77	4002	-33	-62	30	22	0.6529599	0.3430277	4
307172	1594	-324	525	4.570013	-6.540043	-0.3568455	0	10.77	4003	-53	-17	40	22	0.6371449	0.3491477	4
307276	501	444	-993	1.811662	-7.769958	-0.5887399	0	10.77	4003	-42	-67	37	22	0.5937763	0.353025	4
307392	283	-199	-559	3.821425	-7.324679	0.576614	0	10.77	4003	-40	-106	2	22	0.5489612	0.3558983	4
307520	60	1338	-1045	2.924481	-9.430852	1.540677	0	10.77	4004	-27	44	-30	23	0.4799464	0.3572895	4
307657	-1386	-1545	-276	0.7550674	-5.725373	2.741974	0	10.77	4004	45	-151	-45	23	0.4173981	0.3434229	4
307802	878	273	734	0.2062442	-7.081727	2.228804	0	10.43	4003	-62	13	-24	24	0.320933	0.3240287	4
307892	842	1503	130	2.777038	-7.457397	1.631326	0	10.43	4003	-60	76	-5	25	0.2882052	0.3084896	4
307997	205	9	-134	0.8778152	-10.08069	1.07485	0	10.43	4003	14	-130	-6	26	0.2483742	0.2806772	4
308097	-187	-619	-351	1.197688	-8.377122	1.709635	0	10.43	4002	-66	-70	-17	26	0.2272875	0.2507886	4
308216	-358	-980	76	-1.168792	-6.713025	1.146616	0	10.43	4003	51	-69	-3	27	0.2711429	0.2046911	4
308304	1153	-324	-514	-1.068913	-8.231409	1.160984	0	10.43	4002	-47	-113	-9	27	0.2922251	0.1918858	4
308430	-531	356	-313	0.0008568349	-8.081246	1.384036	0	10.43	4002	17	-111	-14	27	0.3399583	0.1828548	4
308525	-129	2002	157	1.072137	-7.515528	1.188784	0	10.43	4004	8	14	-7	27	0.3918138	0.1838332	4
308588	-450	2331	45	0.8308814	-7.250856	0.9693334	0	10.43	4004	-38	27	1	27	0.4325897	0.1850308	4
308716	1111	854	-389	2.600392	-11.30727	1.088863	0	10.09	4003	22	-55	-3	27	0.5044277	0.1873982	4
308784	-773	-558	-285	2.322396	-8.20238	1.173117	0	10.09	4004	-20	-26	-13	26	0.5379901	0.1886565	4
308900	487	991	188	0.4716668	-6.605741	1.198063	0	10.09	4004	-39	50	-5	26	0.5808671	0.1880955	4
309003	-416	-502	460	1.194547	-8.383571	0.7078863	0	10.09	4003	90	-54	14	25	0.6169401	0.1884334	4
309119	1065	183	-289	0.8986683	-11.07843	0.8718688	0	10.09	4003	-64	-76	-6	25	0.6481759	0.2034984	4
309191	-704	-556	418	2.556717	-9.403408	1.013281	0	10.09	4003	88	-86	4	25	0.6619069	0.2083749	4
309311	-378	-1130	-529	1.180056	-6.707286	1.029681	0	10.09	4003	21	-90	-11	25	0.6103937	0.2175435	4
309421	1212	655	-38	1.845729	-8.172014	0.970892	0	10.09	4002	-55	-63	1	24	0.6491358	0.2370079	4
309492	-611	-1766	-495	3.63056	-7.558359	1.249141	0	10.09	4004	-71	-25	-19	24	0.6626692	0.2518355	4
309633	766	-456	-293	3.137841	-8.138619	1.599704	0	10.38	4002	-18	-39	-15	23	0.6629452	0.2695665	4
309694	-1154	-1044	-206	2.368537	-6.12461	1.608573	0	10.38	4002	49	-12	-14	23	0.6597284	0.2723755	4
309849	-599	-406	439	1.520144	-5.227408	1.982068	0	10.38	4002	42	14	-19	23	0.6171718	0.2999184	4
309920	-2051	-529	-79	-0.5209066	-4.7763	1.592222	0	10.38	4003	17	-89	-16	23	0.6039856	0.3221131	4
310086	1360	683	1207	1.945071	-4.602454	0.6049411	0	10.38	4002	-37	102	23	23	0.5685249	0.3496221	4
310143	1518	979	634	3.155942	-6.270645	0.2880887	0	10.38	4002	-34	-36	22	23	0.5437924	0.3548461	4
310230	-1208	-948	344	1.311574	-5.567584	0.2576265	0	10.38	4004	110	-63	7	23	0.4520511	0.3613721	4
310300	2543	-291	-1034	2.16151	-7.082745	0.4379714	0	10.38	4004	10	-73	0	24	0.4195356	0.3528974	4
310473	-323	839	-385	3.407817	-7.616397	0.8706155	0	10.38	4003	16	69	0	25	0.3534801	0.3380103	4
310573	-1703	885	-200	1.735144	-9.772256	1.495946	0	11.11	4003	22	59	-11	25	0.3349968	0.3322449	4
310694	-663	113	782	-0.5312917	-8.379484	0.683175	0	11.11	4004	-55	22	14	26	0.2882729	0.3082742	4
310737	-394	-259	105	1.184494	-8.390533	0.4473133	0	11.11	4003	83	-84	20	26	0.2799914	0.3022411	4
310844	-151	907	117	2.93842	-7.916718	-0.011864	0	11.11	4002	-12	68	22	26	0.2683949	0.2650129	4
310894	696	-726	-396	2.802245	-8.40983	0.5282146	0	11.11	4002	-68	-73	11	27	0.2683949	0.2650129	4
311007	-735	-507	36	2.972815	-8.439832	1.551003	0	11.11	4002	60	-36	-9	27	0.3267119	0.2277846	4
311090	1280	-387	-372	3.660269	-9.548054	2.056352	0	11.11	4002	28	-81	-28	27	0.3575931	0.2234591	4
311224	-1145	-506	490	1.549543	-9.345935	1.48266	0	11.11	4002	-33	4	-6	27	0.4105328	0.2287266	4
311299	-567	561	412	1.33578	-10.07714	0.9782795	0	11.11	4002	-1	-119	1	27	0.4738664	0.2390737	4
311424	266	-979	-549	-0.4352394	-9.677136	0.8015673	0	10.49	4008	-18	-139	-4	26	0.5785094	0.2599682	4
311534	-911	754	44	-1.154153	-10.97636	0.8623774	0	10.49	4003	-21	37	5	26	0.6312488	0.2762603	4
311616	114	-67	-100	-1.151903	-9.383879	1.263103	0	10.49	4002	-9	28	-3	25	0.6651127	0.2894	4
311695	-355	156	162	0.9600419	-6.165242	1.291356	0	10.49	4003	23	-7	-7	25	0.6933314	0.2971466	4
311764	-1436	-623	153	-0.8003661	-7.317596	1.159477	0	10.49	4003	62	-112	-4	24	0.7273572	0.3150915	4
311907	-402	-5	-30	-0.9682512	-6.447561	1.08254	0	10.49	4002	4	-85	0	23	0.7536669	0.3348334	4
311993	718	166	-263	-0.5401998	-7.137938	0.7762569	0	10.49	4002	-36	-72	5	23	0.7573016	0.3401496	4
312083	565	1053	-29	1.216077	-7.626221	0.8319083	0	10.49	4003	-22	78	4	22	0.7979699	0.3529418	4
312156	-308	1547	-420	2.438575	-8.236226	1.018428	0	10.49	4003	-3	21	0	22	0.7980611	0.3565304	4
312260	749	-685	-182	2.654664	-7.333667	1.190462	0	10.49	4003	44	35	1	21	0.7523004	0.36069	4
312379	-177	-524	310	2.422638	-6.369857	0.8598012	0	11.06	4003	-33	37	6	21	0.6885501	0.3629032	4
312475	1197	-1134	-1068	1.348947	-7.342886	0.7661222	0	11.06	4004	-66	-118	-2	21	0.6595212	0.364802	4
