time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
153102	839	1441	-53	5.594571	-11.98822	-0.1741027	0	11.57	4003	22	-41	2	0	0.5762398	0.2628062	3
153139	-257	-21	148	5.063703	-11.07865	-0.2168143	0	11.57	4002	24	-33	12	0	0.5762398	0.2674429	3
153300	2411	2704	203	5.450798	-9.059994	0.08271486	0	11.57	4004	-32	105	11	0	0.5762398	0.2960345	3
153401	1885	1958	686	6.447262	-11.15418	-0.1816451	0	10.89	4004	-7	-29	13	0	0.5762398	0.3145462	3
153477	2288	-1361	-941	4.002617	-10.23923	0.146922	0	10.89	4002	25	-139	-3	0	0.5762398	0.3293698	3
153539	-660	363	571	4.661878	-9.265047	0.1147578	0	10.89	4004	5	-60	1	0	0.5762398	0.3382528	3
153660	-248	-950	-905	-0.483915	-8.140209	0.1829539	0	10.89	4002	-75	-28	0	0	0.5762398	0.3408602	3
153805	-1025	485	25	0.1998158	-10.44474	-0.5280106	0	10.89	4004	9	-82	19	0	0.5762398	0.3458151	3
153851	582	-1094	-899	-1.318081	-9.026504	-0.4073729	0	10.89	4002	1	-87	11	0	0.5762398	0.3475116	3
153985	150	1351	89	-0.3969073	-9.356501	0.2098661	0	10.89	4003	42	20	3	0	0.5762398	0.353322	3
154109	-594	1590	87	0.8727261	-12.72139	0.3124465	0	10.89	4004	9	23	1	0	0.5762398	0.3517874	3
154212	1863	-1336	803	-0.05598541	-8.996106	0.4582061	0	10.89	4002	-2	17	10	0	0.5762398	0.3529193	3
154315	-1118	925	555	1.63116	-9.102062	-0.462284	0	11.34	4003	-6	60	26	0	0.5762398	0.3554583	3
154414	684	-1798	-1277	2.692907	-7.721664	-0.1360738	0	11.34	4003	7	-69	-3	0	0.5762398	0.3587456	3
154472	-1696	-652	339	2.024425	-6.377181	-0.2128704	0	11.34	4004	70	-94	15	0	0.5762398	0.359399	3
154589	-2383	-566	-807	-0.7304583	-8.974292	-0.1371337	0	11.34	4003	-114	-11	-1	0	0.5762398	0.3757139	3
154699	-2944	-2147	-608	-0.644585	-10.32087	0.03819398	0	11.34	4003	56	-89	5	0	0.5762398	0.3848552	3
154786	906	-868	-235	2.141976	-8.624383	0.3768597	0	11.34	4002	12	-92	-14	0	0.5762398	0.3888509	3
154850	-282	-642	265	1.768777	-7.364825	0.1852133	0	11.34	4003	4	5	9	0	0.5762398	0.389534	3
155025	-875	-135	285	4.973221	-6.683422	0.06994533	0	11.34	4002	-113	35	9	0	0.5762398	0.39855	3
155091	-906	-1872	-343	1.32498	-5.900858	0.1443495	0	11.34	4004	17	-136	-5	0	0.5762398	0.3966861	3
155154	221	-1865	158	3.743157	-6.740444	0.2286246	0	11.57	4003	-27	46	5	0	0.5762398	0.3933774	3
155278	-511	-767	256	4.75009	-6.438214	-0.2667287	0	11.57	4003	16	-86	11	0	0.5762398	0.3900996	3
155362	-501	676	180	3.151583	-6.195391	-0.007114327	0	11.57	4004	41	-189	-11	0	0.5576492	0.3825209	4
155478	486	1549	-592	3.659992	-10.23891	0.5481884	0	11.57	4003	63	26	-12	0	0.5084652	0.3753964	4
155637	-105	-1562	-48	1.693278	-9.788613	0.05683314	0	11.57	4002	11	13	19	0	0.455932	0.3679975	4
155771	3417	1160	-1025	4.195461	-13.63588	0.2606954	0	11.57	4010	-109	-73	-14	0	0.4213704	0.3451332	4
155869	-249	-1784	-710	4.697557	-10.83495	0.7995886	0	11.57	4004	52	-124	-15	0	0.4063599	0.3352005	4
155960	430	-158	-309	4.125433	-8.441236	1.144171	0	11.57	4003	-23	-59	-29	0	0.4031323	0.3305526	4
156118	1247	623	142	2.2184	-8.578009	1.092683	0	10.6	4003	68	-11	-20	1	0.3796185	0.3282054	4
156183	1819	-840	-220	3.784708	-8.057605	1.382043	0	10.6	4003	6	-67	-28	1	0.3812635	0.3351449	4
156265	1956	639	702	3.809739	-6.47578	1.072128	0	10.6	4002	-38	-49	-21	1	0.3806541	0.3439492	4
156451	583	-608	-607	0.5236206	-6.560346	0.6935207	0	10.6	4003	17	-109	-20	1	0.3676876	0.3626283	4
156581	136	1988	141	2.921682	-8.114889	1.512223	0	10.6	4003	-70	53	-34	1	0.3662893	0.3718713	4
156697	-1001	121	622	-0.5523307	-6.8311	0.8814533	0	10.6	4003	-34	-40	-17	1	0.3717099	0.3691257	4
156782	-731	-241	-361	-1.569114	-6.231174	0.5855646	0	10.6	4002	37	-81	-9	1	0.3649516	0.368961	4
156966	2395	-606	-528	-0.6673439	-5.839962	0.5826269	0	10.6	4003	-139	9	-9	1	0.3344501	0.3622658	4
157007	-463	893	-206	1.653121	-5.970739	0.6445411	0	11.63	4002	-39	-22	-11	1	0.3307432	0.3599393	4
157146	-1049	-78	106	0.5772612	-6.859682	1.105013	0	11.63	4003	18	-63	-20	1	0.3380797	0.3431767	4
157177	-1830	-181	-128	-0.1685726	-6.849333	1.100316	0	11.63	4003	-18	10	-23	1	0.348553	0.3415903	4
157307	-1398	-654	-43	-1.396341	-7.119974	1.20359	0	11.63	4002	-2	-71	-24	1	0.3632428	0.3283048	4
157395	480	1725	32	-0.350338	-8.745269	1.166006	0	11.63	4004	-25	-86	-29	1	0.3680094	0.3214828	4
157510	1479	-838	497	1.81782	-9.664268	0.6380351	0	11.63	4003	-95	-64	-7	1	0.380559	0.3126146	4
157641	64	-335	-444	4.020347	-10.25681	-0.004956368	0	11.63	4002	66	-33	6	1	0.389051	0.2984387	4
157686	205	-752	-633	2.633841	-11.53861	0.2302435	0	11.63	4004	6	-119	-11	1	0.4089761	0.2950701	4
157801	-149	418	40	1.729541	-9.818281	0.4973017	0	11.63	4003	-35	-35	-7	1	0.4297149	0.2985065	4
157942	75	1420	692	1.000847	-8.969769	0.1567952	0	11.63	4003	31	50	8	0	0.478341	0.3068669	4
158039	-931	-7	248	0.2966246	-9.093565	-0.2088694	0	11.23	4003	-39	48	17	0	0.5078461	0.3170973	4
158140	-596	-40	879	1.613775	-9.541206	-0.01960571	0	11.23	4002	78	4	13	0	0.5831751	0.3267459	4
158194	-358	2424	1324	2.110167	-11.12146	-0.2613225	0	11.23	4003	65	0	16	0	0.6034389	0.3331049	4
158335	775	-1665	-844	1.074216	-12.56888	0.160061	0	11.23	4004	-40	-142	0	0	0.6125085	0.3448658	4
158428	-915	529	-469	1.562256	-11.22999	0.1248645	0	11.23	4004	64	-46	-3	0	0.6610522	0.3468645	4
158520	800	-2870	-1182	0.7795944	-11.47461	0.3736487	0	11.23	4004	-24	25	-2	0	0.6837443	0.349488	4
158683	4096	320	689	6.733501	-10.95493	0.2197373	0	11.23	4003	-98	-44	-1	0	0.6908512	0.3442602	4
158771	2519	-553	399	8.167864	-10.24935	-0.1252671	0	11.23	4003	-15	37	20	0	0.674664	0.3409958	4
158808	562	-1511	-675	8.72428	-9.766881	-0.300099	0	11.23	4002	102	-57	5	0	0.6656105	0.3382766	4
158911	1629	612	51	7.95909	-9.786134	-0.3280243	0	11.34	4002	-74	-143	4	0	0.6439406	0.3359677	4
159058	-1032	-982	-438	4.992757	-11.29633	-0.4611349	0	11.34	4003	-11	-93	17	0	0.6247526	0.3468626	4
159113	6	708	403	4.58308	-10.33486	-0.4036313	0	11.34	4002	-66	-21	30	0	0.6210675	0.3505656	4
159217	210	416	460	4.710287	-11.76713	-0.9224083	0	11.34	4003	-46	-21	39	0	0.6024345	0.3657591	4
159356	-488	180	-922	0.7486156	-14.06302	-0.222873	0	11.34	4002	-24	35	14	0	0.5608975	0.3919596	4
159437	692	-796	-714	1.784228	-15.02971	0.3205214	0	11.34	4003	24	-165	-9	0	0.5354812	0.3990608	4
159541	-2520	586	613	0.7883385	-15.26463	-0.7598779	0	11.34	4003	65	74	28	0	0.5111018	0.3978641	4
159612	-1186	-457	882	-0.1582629	-13.70401	-1.626745	0	11.34	4002	-16	-156	45	0	0.4985179	0.3969582	4
159757	-904	499	-472	1.870937	-9.089192	-1.475014	0	11.34	4002	60	-155	32	0	0.4368912	0.3916963	4
159892	-1348	2347	178	1.839953	-10.83644	0.776126	0	11.63	4003	-24	103	-12	1	0.3650244	0.378382	4
160000	510	147	-184	0.1073488	-13.10992	0.7216779	0	11.63	4003	-18	-33	-14	1	0.3511325	0.3692885	4
160057	2444	-123	-262	1.539278	-12.0697	0.5212198	0	11.63	4004	-16	-140	-16	1	0.3568212	0.3675644	4
160132	-63	-46	510	3.100243	-9.555426	0.249503	0	11.63	4004	-71	10	1	1	0.3614291	0.363905	4
160243	1037	571	113	4.803304	-9.784526	0.7834306	0	11.63	4003	18	-32	-13	1	0.3709732	0.3534093	4
160328	-127	-1666	967	2.520672	-6.659382	0.3315724	0	11.63	4002	-19	-140	-1	1	0.4045706	0.3465496	4
160432	-143	1925	490	4.126732	-8.575905	0.1693825	0	11.63	4002	-71	130	10	1	0.4118669	0.3415108	4
160543	-359	-443	-612	2.972718	-11.0883	0.4063377	0	11.63	4003	84	-53	-8	1	0.4362412	0.334288	4
160653	-735	-738	-384	1.745978	-8.261282	0.936975	0	11.63	4002	48	-138	-22	0	0.4668376	0.3318765	4
160749	488	-2282	-498	1.90845	-5.553999	1.148081	0	11.57	4002	12	-99	-26	0	0.481985	0.3315599	4
160849	119	1481	-12	1.658204	-8.163654	0.7237404	0	11.57	4004	20	-93	-14	0	0.4842294	0.3279136	4
160996	298	-1141	-553	2.439737	-5.219818	0.7997808	0	11.57	4003	28	-81	-19	0	0.5037619	0.3291994	4
161103	-477	-976	679	2.125905	-6.927608	0.3884305	0	11.57	4002	50	-5	4	0	0.4785928	0.3308394	4
161132	1546	-1028	73	2.469126	-7.709666	0.1968355	0	11.57	4002	54	-54	7	0	0.4821835	0.3287518	4
161290	-1808	784	287	3.386423	-8.114555	-0.4936074	0	11.57	4004	70	-27	15	0	0.4586257	0.3194285	4
161334	2118	790	901	2.430378	-8.963527	-0.2447905	0	11.57	4003	-4	-161	-1	0	0.4495605	0.3161047	4
161506	-1248	1801	192	3.122819	-12.36387	0.2508638	0	11.57	4004	39	57	-5	1	0.4291833	0.3122917	4
161532	-741	948	38	3.432647	-11.36063	0.389204	0	11.57	4003	24	-10	-4	1	0.4291833	0.3122917	4
161715	385	-1909	-44	2.939808	-5.268243	0.1637416	0	11.29	4003	29	-81	3	1	0.3971933	0.2935841	4
161759	-970	-749	376	2.517902	-5.692663	-0.4462203	0	11.29	4003	25	-130	16	1	0.3946552	0.2898135	4
161846	555	60	-235	2.334439	-7.105269	-0.7301404	0	11.29	4003	38	-116	18	1	0.390315	0.2798114	4
161969	-1001	661	593	3.092205	-7.916997	-0.8183318	0	11.29	4002	14	48	33	1	0.3868053	0.2670815	4
162076	-772	2010	248	2.832691	-8.398439	-0.2579022	0	11.29	4004	-106	21	14	1	0.3937388	0.2577399	4
162199	-165	-216	-529	0.04266087	-8.005985	0.4359757	0	11.29	4002	-12	-39	-13	1	0.3823881	0.2436996	4
162248	462	-309	-155	-1.439836	-8.168867	0.9842855	0	11.29	4002	-50	-24	-18	1	0.3820851	0.2410945	4
162349	530	44	-385	-2.96579	-9.597952	1.273469	0	11.29	4004	-25	-67	-29	1	0.3761668	0.2234325	4
162453	-837	-1152	152	-1.921569	-9.481563	1.050386	0	11.29	4003	47	-118	-17	1	0.3682436	0.2083973	4
162556	898	165	-557	-1.406556	-10.67768	1.373891	0	10.55	4002	-52	-35	-31	1	0.3715787	0.2012484	4
162659	-1502	-853	311	-0.4197812	-9.277083	0.8962485	0	10.55	4003	43	0	-18	1	0.3719808	0.2005083	4
162761	788	-695	368	1.306734	-6.821712	0.5450352	0	10.55	4002	-24	7	0	1	0.3684028	0.2101302	4
162907	-37	1491	781	1.873084	-7.2857	-0.268557	0	10.55	4002	67	17	15	1	0.3921848	0.222518	4
162995	-473	-366	-1122	3.991638	-9.983749	-0.3111424	0	10.55	4003	-10	0	9	1	0.424533	0.2327439	4
163058	-1365	-337	-612	2.917503	-10.38012	-0.1855695	0	10.55	4002	-35	89	19	1	0.4211634	0.2383282	4
163161	-403	323	-243	3.792455	-9.884916	-0.177828	0	10.55	4004	74	-24	5	1	0.393248	0.2351921	4
163371	315	1020	-174	2.917509	-12.55878	0.8616558	0	10.55	4004	5	50	-20	1	0.4261263	0.2178975	4
163419	651	824	149	2.702477	-12.55466	1.193909	0	10.55	4003	-14	31	-24	1	0.4469373	0.2175338	4
163472	276	732	73	3.737176	-11.87904	1.243115	0	10.55	4003	-11	68	-25	1	0.4733948	0.2109839	4
163572	443	-928	599	2.769648	-10.47492	0.9128464	0	11.06	4004	27	-52	-6	1	0.4769035	0.2016213	4
163745	626	-1354	-63	0.07275096	-8.407769	0.06641666	0	11.06	4003	1	-112	1	1	0.495299	0.1750601	4
