time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
214990	-198	1998	955	0.2620448	-0.8266621	7.065039	0	11.34	4003	14	26	20	0	0.8626447	0.1076501	3
215064	-363	1874	-356	0.04744838	-3.094872	6.900933	0	11.34	4004	-22	-26	23	0	0.8626447	0.1160007	3
215207	-1315	2741	347	1.795787	-10.87484	7.740466	0	11.34	4002	-69	47	-2	0	0.8626447	0.1477338	3
215326	223	200	198	-3.602102	-10.1349	8.00598	0	11.34	4004	-29	-3	-20	0	0.8626447	0.1932867	3
215444	-841	-413	406	-1.832198	-7.932226	7.264224	0	11.34	4003	-19	-29	3	0	0.8626447	0.2204013	3
215476	-841	-413	406	-1.832198	-7.932226	7.264224	0	11.34	4003	25	-52	10	0	0.8626447	0.232906	3
215563	1078	-1120	-380	-0.4355337	-5.873288	7.094554	0	11.34	4004	-30	-35	3	0	0.8626447	0.2560615	3
215677	-405	-102	88	-0.6814425	-4.735169	6.823507	0	11.34	4004	-46	-22	12	0	0.8626447	0.2763653	3
215855	2421	-569	-522	1.300428	-8.267103	7.231454	0	11.51	4003	-10	-67	-4	0	0.8626447	0.3246781	3
215947	-1519	-1700	518	0.8640992	-4.502359	7.177197	0	11.51	4003	-6	10	4	0	0.8626447	0.341084	3
216063	1165	1100	1081	3.686809	-4.537394	7.167449	0	11.51	4002	-40	26	21	0	0.8626447	0.361524	3
216082	249	699	633	3.631351	-4.840013	6.99982	0	11.51	4003	-66	-6	11	0	0.8626447	0.361524	3
216256	-275	-1286	-1091	1.759423	-7.090666	7.082453	0	11.51	4002	-58	-76	1	0	0.8626447	0.3874245	3
216355	85	-1613	648	1.611493	-7.773592	7.255172	0	11.51	4002	-4	17	3	0	0.8626447	0.3965738	3
216441	-654	-1359	-637	0.4929101	-8.8456	6.875734	0	11.51	4002	21	-124	4	0	0.8626447	0.4058535	3
216529	1077	-1084	-634	0.8723202	-11.05717	7.213758	0	11.51	4002	-146	31	0	0	0.8626447	0.4196043	3
216583	611	1056	-111	2.158406	-12.13406	7.224829	0	11.51	4003	-27	12	0	0	0.8626447	0.4387497	3
216688	-1065	-140	-850	1.314799	-8.809382	8.74426	0	10.72	4002	-27	-31	-33	0	0.8626447	0.4625488	3
216789	895	3117	38	2.591346	-9.967509	9.53557	0	10.72	4003	-105	67	-49	0	0.8626447	0.4778702	3
216915	-1140	13	980	1.361175	-13.00233	8.042527	0	10.72	4002	-42	-32	-9	0	0.8626447	0.4941091	3
217005	324	1592	2	1.646076	-12.0232	7.571356	0	10.72	4003	-90	42	8	0	0.8626447	0.4995823	3
217094	-867	623	-210	1.252812	-11.71934	7.664635	0	10.72	4003	49	-50	-11	0	0.8626447	0.5048435	3
217199	334	-2431	-1010	0.4719111	-9.364727	9.204923	0	10.72	4004	49	-201	-66	0	0.8626447	0.5034735	3
217397	902	-3281	319	1.58554	-6.878231	8.288453	0	10.72	4002	-13	-91	-8	0	0.8626447	0.4989596	3
217469	-188	-372	882	2.906249	-4.176247	7.51237	0	10.72	4002	-11	10	0	0	0.8626447	0.4936742	3
217547	696	2809	-9	3.583658	-7.933237	6.539095	0	10.72	4003	-42	-31	18	0	0.8626447	0.4853565	3
217645	398	-139	434	3.996933	-9.914758	6.739349	0	10.6	4003	44	-91	-3	0	0.8626447	0.4779562	3
217690	1833	-1474	-711	4.059118	-9.31183	7.35669	0	10.6	4004	-139	-82	-3	0	0.8626447	0.4757998	3
217780	-590	171	602	3.329212	-6.423347	7.45317	0	10.6	4003	-41	38	5	0	0.8626447	0.4779193	3
