time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
31202	1232	-6838	-1611	1.667004	2.68035	-8.287542	0	11.74	4004	-76	-127	-32	12	0.2316397	0.3918638	4
31337	-582	2681	692	1.371031	1.50769	-8.290235	0	11.74	4002	11	115	-4	11	0.2894269	0.3950893	4
31427	1891	-790	-396	3.208314	-3.149175	-8.978765	0	11.74	4003	-37	-179	1	9	0.360239	0.4200951	4
31521	-462	1598	-646	3.707459	-3.222216	-9.231115	0	11.74	4002	79	-3	12	5	0.4269768	0.4301013	4
31586	2746	4460	-55	5.083625	-7.583944	-8.916658	0	11.74	4003	24	-36	-10	2	0.5019333	0.445136	4
31690	3371	2346	-386	6.452665	-13.78713	-8.812464	0	11.74	4003	-10	-95	0	0	0.6473517	0.4732689	4
31834	-3243	1880	58	5.092459	-16.39047	-9.05265	0	11.74	4004	98	-40	15	-8	0.8096339	0.4952969	4
31938	1528	3703	678	3.790672	-17.96185	-8.817666	0	11.74	4003	-125	27	7	-13	0.9031993	0.5122792	4
32071	-4151	1112	284	-0.1283974	-19.57401	-8.952488	0	11.74	4003	24	-40	-2	-17	0.9599667	0.5322614	4
32142	-1140	-1734	507	-4.69768	-14.05466	-8.272202	0	12.25	4002	-57	-17	-6	-20	1.052823	0.5694359	4
32216	-1555	-2932	919	-4.748827	-10.75873	-8.534276	0	12.25	4003	36	-56	10	-23	1.076955	0.5753463	4
32301	-2722	-3762	407	-6.712422	-5.907181	-8.982819	0	12.25	4004	22	-14	13	-20	1.03822	0.6018787	4
32448	1347	45	-15	-3.523672	-3.343803	-9.085794	0	12.25	4002	-9	-60	-4	-26	1.140347	0.6222799	4
32542	-481	-581	-429	-3.300598	-9.671369	-8.661644	0	12.25	4004	99	-20	-16	-30	1.183419	0.6297962	4
32608	2244	-1192	-33	-1.171191	-10.96606	-8.382913	0	12.25	4003	6	-106	-10	-30	1.179952	0.634317	4
32706	1098	-301	422	2.074208	-11.04482	-8.674004	0	12.25	4003	-4	-93	2	-31	1.17797	0.6386744	4
32842	20	-786	405	-0.3487303	-9.74838	-8.618766	0	12.25	4003	23	-72	-19	-32	1.173434	0.64779	4
32915	-500	1337	87	0.2512789	-9.675047	-8.612241	0	12.25	4002	34	-5	-2	-32	1.1533	0.6593102	4
33091	-2780	-5307	-185	-5.068519	-2.408485	-8.704513	0	11.91	4003	86	-121	-9	-30	0.961675	0.6680807	4
33191	957	3528	323	-2.18507	-4.868911	-8.987293	0	11.91	4002	5	20	0	-24	0.8655879	0.6684982	4
33317	506	-1824	-379	-2.311999	-7.591311	-8.886259	0	11.91	4004	-20	-85	-2	-19	0.7612407	0.6632098	4
33419	5057	6059	-350	4.013361	-9.518007	-7.977164	0	11.91	4002	-49	135	-22	-14	0.634977	0.6475745	4
33557	5998	1470	-1798	-0.1711654	-32.59474	-3.489502	0	11.91	4004	-114	22	-154	-7	0.4547313	0.6050186	4
33632	-840	-7395	-190	2.358216	-21.47916	-3.129597	0	11.91	4002	152	-196	-123	-4	0.3520345	0.5745774	4
33741	4394	-2566	3631	2.72723	-8.32448	-5.883404	0	11.91	4004	-154	113	-2	-1	0.3018639	0.566277	4
33841	-149	-2823	2605	5.677031	-3.952623	-10.51188	0	11.91	4003	70	-14	74	0	0.2961244	0.560302	4
33976	1208	-669	-1092	3.40164	-6.68455	-10.87928	0	12.02	4002	72	-48	9	-3	0.3543409	0.5348976	4
34085	-2309	-3191	-1455	4.248163	-4.380856	-8.723409	0	12.02	4003	-3	-135	-26	-6	0.4666903	0.5176222	4
34140	-3108	-388	563	2.236401	-4.459703	-8.464396	0	12.02	4003	83	-28	-2	-5	0.4449762	0.516486	4
34228	-2000	2342	740	1.481973	-7.6295	-8.716523	0	12.02	4003	0	24	6	-8	0.5389232	0.517336	4
34366	101	2537	-229	-0.7134123	-12.91942	-9.009345	0	12.02	4004	-33	-25	-17	-14	0.6642048	0.5162843	4
34429	-1464	-1182	422	0.9302565	-12.70031	-9.237205	0	12.02	4003	34	-44	16	-18	0.797178	0.5158804	4
34533	436	-790	-508	0.0530875	-10.1097	-9.035522	0	12.02	4002	55	-110	-8	-22	0.8632551	0.5208446	4
34637	-1363	28	-143	-1.293384	-11.04924	-9.215418	0	12.02	4004	48	-81	3	-22	0.8778062	0.5285642	4
34793	-166	513	-631	-3.506089	-6.91088	-9.00351	0	12.02	4004	-30	-2	0	-31	1.038901	0.5341697	4
34855	-333	758	141	-2.970566	-9.278074	-9.005104	0	11.68	4003	-44	-50	7	-31	1.017012	0.5367798	4
34971	29	402	-383	-1.014272	-8.451646	-8.865369	0	11.68	4003	49	-25	-4	-31	1.00932	0.5401081	4
35085	-227	-171	-34	-1.142989	-6.571628	-8.893003	0	11.68	4004	-73	-83	-3	-34	1.062011	0.5404397	4
35150	-2288	1179	380	-1.365553	-6.052578	-9.067487	0	11.68	4004	59	21	13	-35	1.063103	0.5399255	4
35252	-390	948	36	-3.073399	-6.571199	-9.16111	0	11.68	4003	-36	15	20	-36	1.081755	0.5446228	4
35351	-1218	765	42	0.3264878	-7.475287	-9.467767	0	11.68	4002	1	46	21	-38	1.110958	0.5520747	4
35491	117	-3	445	1.202327	-8.133177	-9.487638	0	11.68	4002	43	-148	10	-39	1.083977	0.5694826	4
35601	-226	-1833	914	2.670452	-5.612765	-9.723639	0	11.68	4004	11	-137	16	-38	1.032977	0.5740345	4
35648	-772	-82	1025	1.831986	-3.595701	-10.07075	0	11.68	4004	27	69	41	-36	0.9812692	0.5769717	4
35777	-526	-1951	-271	2.263749	-4.776358	-10.22948	0	11.68	4004	-36	-109	33	-32	0.8609461	0.5772333	4
35864	682	-670	-185	1.943714	-3.666404	-9.718614	0	10.77	4003	-29	9	20	-31	0.8399552	0.5705656	4
35942	-99	1026	-649	1.707707	-5.005642	-9.152775	0	10.77	4004	57	15	0	-31	0.8302547	0.5641958	4
36080	-1621	-974	-16	2.34689	-10.90933	-9.113935	0	10.77	4003	88	-6	19	-30	0.7978666	0.5407207	4
36145	-673	633	129	1.931701	-10.35713	-8.994584	0	10.77	4003	47	-32	-10	-31	0.7980897	0.523	4
36273	702	1229	139	1.200454	-12.54125	-8.58714	0	10.77	4003	4	-1	-4	-31	0.7924341	0.5128496	4
36387	1317	1431	785	1.388919	-12.13735	-8.610668	0	10.77	4004	-66	14	3	-31	0.7937073	0.4979127	4
36448	-860	124	324	0.08621025	-11.746	-9.064992	0	10.77	4004	-29	-39	5	-31	0.7770879	0.4959462	4
36613	199	-1063	-217	-0.3127339	-6.919323	-8.864777	0	10.77	4004	13	-2	-8	-30	0.7329516	0.499819	4
36662	155	-1985	-57	-0.9584417	-4.243105	-8.605897	0	10.77	4004	12	-70	-7	-29	0.7124957	0.4990071	4
36768	1094	-2099	229	-1.527925	-2.132609	-8.937183	0	11.29	4004	-23	-12	3	-28	0.6777083	0.4972235	4
36893	684	-2626	-788	0.1294603	-1.327667	-9.188298	0	11.29	4003	-65	-102	-8	-25	0.5781106	0.5034539	4
36995	-1120	2848	-231	2.302499	-3.991456	-8.495143	0	11.29	4004	-10	67	-19	-22	0.475286	0.5184101	4
37076	-1376	-1184	-1077	0.8687359	-5.862475	-7.021493	0	11.29	4004	-106	100	-40	-19	0.4244096	0.5243265	4
37170	-35	-416	-1822	0.4869213	-6.651402	-5.574422	0	11.29	4002	-23	-103	-98	-16	0.3641974	0.5180789	4
37264	-1688	2041	2619	-0.5201438	-8.775272	-5.696029	0	11.29	4004	12	-41	-65	-14	0.31337	0.5015396	4
37407	1541	-1403	956	-3.345941	-9.384455	-8.608172	0	11.29	4003	-58	-136	-16	-14	0.3424973	0.4649937	4
37461	-1033	-1194	-465	-1.234141	-8.306399	-9.135688	0	11.29	4003	42	-136	4	-15	0.3611381	0.4515252	4
37570	1263	-116	-14	-1.840494	-8.700444	-8.916308	0	11.29	4004	-40	1	-6	-19	0.4292069	0.43535	4
37700	-1162	-28	-140	0.4660332	-7.693024	-8.5154	0	11.11	4002	84	-10	-6	-25	0.6085178	0.412336	4
37764	-281	-483	-346	-0.1687859	-6.698841	-8.561153	0	11.11	4003	28	10	-11	-27	0.706657	0.4127685	4
37894	-194	-222	360	-1.379488	-5.107399	-8.791104	0	11.11	4004	14	-82	7	-30	0.7643636	0.4202579	4
37967	1157	129	-262	-2.879242	-5.828754	-8.660157	0	11.11	4003	-56	-50	-13	-33	0.819769	0.4271085	4
38072	-450	-1317	111	-3.920799	-5.224205	-8.58457	0	11.11	4003	-4	-70	1	-35	0.8781029	0.4418622	4
38180	-204	-49	83	-3.604889	-3.657546	-8.514584	0	11.11	4003	-2	22	-11	-39	1.000164	0.4533681	4
38276	-196	-446	476	-3.199059	-4.890751	-8.866651	0	11.11	4003	13	-79	11	-48	1.126531	0.4736809	4
38387	207	747	-150	-2.991691	-5.27586	-8.900491	0	11.11	4004	42	-65	6	-45	1.020896	0.49358	4
38481	2025	-57	236	-1.762532	-6.969788	-8.782375	0	11.11	4003	-69	-2	-5	-46	1.042333	0.5138997	4
38617	-520	-648	-72	-2.018901	-4.520786	-8.787811	0	11.29	4002	-10	-48	0	-50	1.098796	0.5320808	4
38688	53	74	-272	-1.923129	-3.057034	-8.570858	0	11.29	4002	-21	-16	-13	-49	1.066896	0.5315895	4
38843	-205	297	301	-2.59363	-2.647439	-8.832268	0	11.29	4003	-38	-40	0	-49	1.050508	0.5256479	4
38991	938	-124	-532	-2.131162	-5.525734	-8.749928	0	11.29	4004	-56	-73	-9	-54	1.139006	0.4941851	4
39087	44	548	413	-1.812987	-5.961189	-8.649751	0	11.29	4003	-39	0	-1	-50	1.013267	0.4746718	4
39191	591	487	228	-0.4678542	-7.268519	-8.819138	0	11.29	4004	-57	39	3	-50	1.027484	0.4637066	4
