time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
519881	-762	604	-46	1.75876	-12.86213	3.162282	0	10.04	4004	177	-159	0	0	0.4928908	0.4440273	3
519964	-1741	1295	-178	2.166268	-11.5651	3.085457	0	10.04	4004	80	-29	-2	0	0.4928908	0.4548806	3
520087	-257	354	-219	-0.5944145	-13.8574	2.894637	0	10.04	4004	25	15	4	0	0.4928908	0.4831038	3
520240	-426	-953	191	-1.989084	-15.03654	2.671869	0	10.04	4003	68	-249	-12	0	0.4928908	0.5036048	3
520315	182	-1038	723	0.1775531	-12.65244	2.632755	0	10.04	4004	120	37	-14	0	0.4928908	0.5181907	3
520370	1707	-2500	223	1.529328	-10.4591	1.986279	0	10.04	4004	-42	-20	-12	0	0.4928908	0.522787	3
520475	2013	-2361	293	4.317613	-8.253871	1.081321	0	10.04	4002	-196	38	12	0	0.4928908	0.5529866	3
520580	1	-982	-492	6.089886	-6.313706	1.109064	0	10.32	4003	79	-157	3	0	0.4928908	0.580435	3
520702	-3244	-2388	350	2.818129	-5.108233	0.4971998	0	10.32	4003	-14	22	41	0	0.4928908	0.6031453	3
520783	2005	-1541	-1206	0.307178	-4.372586	0.9672023	0	10.32	4004	-176	154	23	0	0.4928908	0.6162233	3
520901	-404	-378	-929	-0.2089355	-3.596797	1.150106	0	10.32	4002	-110	121	25	0	0.4928908	0.6468313	3
520982	-1253	465	114	1.157799	-6.611776	1.195634	0	10.32	4002	44	92	11	0	0.4928908	0.6566274	3
521158	18	271	206	3.618354	-6.004684	1.612689	0	10.32	4003	-126	200	7	0	0.4928908	0.6898036	3
521208	18	271	206	3.618354	-6.004684	1.612689	0	10.32	4003	-39	-240	-10	0	0.4928908	0.6928024	3
521291	1074	-927	-135	3.601215	-7.145187	1.023991	0	10.32	4003	-60	-98	10	0	0.4928908	0.699464	4
521431	950	-704	405	4.340143	-7.23628	0.6018603	0	10.32	4004	-7	-54	34	-1	0.6281507	0.7229851	4
521553	-97	-950	-115	3.183101	-5.540869	0.6047125	0	10.6	4002	48	-144	31	-1	0.821697	0.7474629	4
