time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
489256	-237	-787	247	-1.506978	-9.787327	1.770704	0	10.83	4003	71	-188	44	-11	0.5040072	0.4098115	4
489286	-586	-731	204	-0.9799317	-9.538951	1.645564	0	10.83	4004	-45	154	45	-11	0.4771305	0.3971853	4
489357	1978	642	363	2.350579	-6.900671	1.958088	0	10.83	4003	-155	179	27	-11	0.4553604	0.3902159	4
489488	3185	1689	-497	3.032084	-9.367343	3.343656	0	10.83	4002	-172	85	-11	-10	0.396653	0.3735957	4
489577	-11	-621	-163	2.845752	-9.842698	3.672113	0	10.83	4002	-4	-151	-5	-10	0.3422362	0.3603567	4
489690	1998	1959	10	4.141967	-9.811121	3.643686	0	10.72	4002	-122	-110	-3	-9	0.2649204	0.3499264	4
489821	-2092	-427	573	3.136381	-12.03396	2.984872	0	10.72	4002	-24	-107	12	-8	0.2148745	0.3414487	4
489895	311	-1595	-714	1.994159	-9.343905	2.669705	0	10.72	4004	-42	195	14	-8	0.2093053	0.3394047	4
490071	-382	-1006	-790	2.312582	-8.969525	3.145705	0	10.72	4004	-58	25	14	-7	0.1973798	0.3356744	4
490091	-382	-1006	-790	2.312582	-8.969525	3.145705	0	10.72	4004	32	-120	-14	-6	0.202132	0.3348035	4
490184	-1582	-77	-233	2.150875	-7.421921	3.447649	0	10.72	4003	-30	137	-8	-6	0.1972243	0.3313555	4
490287	-897	44	-73	1.863033	-7.944472	3.43562	0	10.72	4004	144	-44	7	-6	0.233198	0.3254817	4
490388	-1237	188	819	1.301366	-8.918729	2.641423	0	10.72	4003	116	-20	25	-5	0.2780885	0.3225702	4
490563	1225	-468	-1260	2.21694	-7.205174	3.308876	0	10.72	4003	96	-116	-14	-5	0.3552689	0.3396224	4
490672	-42	-1762	502	3.094826	-7.479094	3.584156	0	10.83	4002	107	-136	-6	-5	0.4284323	0.3513647	4
490760	318	1167	-245	2.170833	-8.512839	3.698069	0	10.83	4004	96	30	-14	-6	0.4752848	0.3614649	4
490811	-712	1470	949	2.983172	-8.570582	3.484465	0	10.83	4003	-77	-41	-5	-6	0.5149296	0.3725549	4
490930	547	-406	-14	1.211828	-8.416372	3.107019	0	10.83	4004	-48	78	3	-6	0.5685524	0.3988109	4
491091	-267	-962	-665	-0.1064996	-7.094059	3.202744	0	10.83	4003	-53	60	7	-6	0.5605359	0.4464241	4
491184	-113	-742	-66	-1.135154	-5.550715	3.033133	0	10.83	4004	18	4	8	-7	0.5657764	0.4577072	4
491284	854	-129	74	0.1479291	-2.542148	2.69044	0	10.83	4002	-37	161	16	-7	0.5765694	0.4848476	4
491335	482	881	-1029	1.519811	-4.841857	2.82442	0	10.83	4003	15	-132	2	-7	0.5717688	0.4921784	4
491389	-1451	2263	510	0.5911742	-7.392784	3.155649	0	10.83	4004	6	-130	4	-7	0.5627365	0.5011014	4
491511	1584	-87	-442	0.8198949	-8.004824	3.787236	0	10.83	4003	1	-62	-18	-7	0.5378333	0.5108922	4
491654	892	398	-637	-0.1547436	-7.79319	3.721268	0	10.6	4002	-46	-120	-13	-6	0.4502762	0.5153185	4
491743	138	-1102	-23	0.9390387	-7.573194	3.240896	0	10.6	4003	24	-93	0	-6	0.4102775	0.5134734	4
491901	-1241	1689	-1602	0.1646049	-7.684247	2.962626	0	10.6	4002	-57	-32	-2	-5	0.3203104	0.4983839	4
491977	226	2718	1153	0.3525349	-18.76054	2.556302	0	10.6	4003	-58	7	52	-4	0.2447173	0.4862564	4
492035	554	-3923	490	0.4336504	-15.70837	1.33926	0	10.6	4002	-122	-251	54	-4	0.2348916	0.4797553	4
492192	-791	-264	-616	2.593809	-5.784994	1.976682	0	10.6	4003	-146	-108	26	-3	0.1976559	0.4594412	4
492291	-669	-1461	-522	1.48213	-5.517795	3.246262	0	10.6	4003	-4	184	-4	-2	0.2147354	0.4458118	4
492395	-662	-1664	-723	-1.181815	-4.526809	3.758907	0	10.6	4003	-127	-37	-19	-2	0.2681787	0.4312886	4
492493	-195	-1142	-672	-0.2344165	-4.849673	4.307391	0	9.81	4003	46	-208	-27	-2	0.3331656	0.4287305	4
492651	-524	-1552	62	1.232154	-4.732468	4.596633	0	9.81	4003	0	-36	4	-2	0.4122405	0.4289679	4
492755	825	1266	46	0.2808242	-6.059725	2.813991	0	9.81	4003	-86	195	13	-3	0.4761764	0.4251213	4
492809	-467	725	-356	-0.284339	-6.280067	2.569869	0	9.81	4002	-7	68	26	-3	0.5246453	0.4231325	4
492902	-84	-53	-1327	-1.510354	-7.8024	2.927639	0	9.81	4004	-35	-136	-6	-3	0.6007201	0.4243402	4
493049	-957	-382	1177	-2.055209	-6.165805	3.351552	0	9.81	4002	41	83	13	-4	0.6688202	0.4446382	4
493115	-90	-59	371	-2.098838	-4.7989	2.762237	0	9.81	4004	-73	73	14	-4	0.7120514	0.4582623	4
493253	928	1425	-1294	-0.2482424	-7.631252	2.432374	0	9.81	4003	-69	11	10	-5	0.759183	0.484094	4
493373	389	170	-1165	-1.41264	-8.487812	3.485199	0	9.81	4003	-7	50	-20	-6	0.7162573	0.5178053	4
493407	444	3162	-395	-0.4266533	-12.20751	3.975771	0	10.04	4003	55	-131	-18	-6	0.7260255	0.5221959	4
493547	-1079	-410	83	0.07487435	-11.13839	3.848025	0	10.04	4003	12	11	-15	-7	0.7555153	0.5295756	4
493678	265	606	405	1.012464	-7.116107	3.260048	0	10.04	4002	12	-10	2	-7	0.733888	0.5295326	4
493737	-952	421	418	-0.8201813	-5.830372	2.847789	0	10.04	4003	24	-18	16	-7	0.7145576	0.5279603	4
493813	639	-494	-164	-1.180808	-7.066287	2.888689	0	10.04	4002	29	-165	17	-8	0.6655703	0.5227287	4
493931	1118	1074	-834	-0.2811539	-6.259376	3.562734	0	10.04	4002	-192	105	-16	-7	0.5715526	0.4969922	4
494040	346	-396	715	0.3635836	-7.945082	4.3908	0	10.04	4003	79	-67	-21	-7	0.4839886	0.4726746	4
494167	-1913	-3836	1844	-1.332061	-2.903301	4.072439	0	10.04	4002	-27	-80	-31	-6	0.4124843	0.4536331	4
494221	-4767	-12784	1985	-3.835766	4.599844	2.590734	0	10.04	4004	-400	-62	25	-6	0.3636103	0.4332764	4
494377	902	3438	-267	1.617253	2.385025	3.310001	0	10.21	4003	-21	115	-5	-5	0.2823615	0.3839291	4
494478	-143	1018	-473	0.8891046	-3.626433	3.963548	0	10.21	4002	-18	-70	-21	-4	0.264262	0.366603	4
494514	-489	83	-21	0.3493295	-4.923601	3.976326	0	10.21	4003	59	47	-6	-4	0.2621202	0.3585794	4
494638	-158	31	282	0.5817857	-5.297374	3.379185	0	10.21	4003	88	-22	11	-4	0.2625368	0.3420404	4
494715	-3	1989	290	1.957081	-6.057435	3.293404	0	10.21	4003	-2	93	0	-3	0.2739798	0.3425389	4
494829	707	-692	-152	1.102832	-6.576583	3.216875	0	10.21	4004	27	-71	-3	0	0.3492634	0.35568	3
495043	-81	5	633	2.178547	-5.530814	3.970705	0	10.21	4003	72	-51	-3	0	0.4165614	0.3695516	3
495178	-491	-170	-116	-0.6206543	-3.719935	3.637499	0	10.21	4002	101	-28	-6	0	0.4428111	0.3771903	3
495289	-332	545	-588	-1.535992	-7.586756	3.83297	0	9.92	4004	-29	-45	-22	0	0.4563828	0.3852851	3
495423	-508	697	554	3.984541	-9.291478	3.891147	0	9.92	4003	-44	-62	-12	0	0.4689379	0.3987005	3
495474	-751	2756	1418	1.992894	-9.046712	3.490593	0	9.92	4003	46	-293	-11	0	0.473489	0.4000103	3
495524	412	1400	341	2.158804	-8.515874	3.270894	0	9.92	4004	-178	163	1	0	0.4754292	0.4003828	3
495602	511	-447	320	2.025195	-6.400835	3.182105	0	9.92	4002	-16	81	0	0	0.4814343	0.4091767	3
495679	-936	-1561	31	5.49796	-6.167274	3.801697	0	9.92	4003	7	97	-7	0	0.4836111	0.4133963	3
495832	124	-501	-265	-0.5506307	-2.77964	3.543211	0	9.92	4003	-81	-15	-9	0	0.4874113	0.4487171	3
495940	-1442	1740	794	0.1717328	-4.211225	3.176222	0	9.92	4002	-33	30	6	0	0.4892958	0.4799932	3
496029	-395	-1002	60	-0.7425724	-4.782147	3.054423	0	9.92	4002	89	-107	7	0	0.4899789	0.5055389	3
496096	291	413	-501	0.5715886	-3.45869	3.292073	0	9.92	4003	-37	120	-8	0	0.4905322	0.5312853	3
496206	67	-462	-73	-1.071827	-4.457035	3.584602	0	10.38	4004	43	-83	-9	0	0.4911714	0.5670988	3
496291	-901	-1113	-171	-0.6793048	-2.70551	3.639948	0	10.38	4004	6	36	-10	0	0.4916374	0.587219	3
496427	657	361	86	-2.652544	-0.792685	2.99515	0	10.38	4002	-26	1	3	0	0.4920685	0.6265466	3
496477	1509	859	-82	-1.548955	-3.806443	2.904215	0	10.38	4004	58	-190	6	0	0.4921508	0.6391102	3
496592	850	3524	443	-0.5780103	-7.674325	2.93907	0	10.38	4003	-71	49	6	0	0.4924053	0.656904	3
496754	342	2372	619	0.7504392	-13.31789	3.468332	0	10.38	4002	81	55	-2	0	0.4926042	0.6790074	3
496811	1041	1770	-425	0.6537119	-12.96016	3.421134	0	10.38	4002	-63	92	-8	0	0.4926587	0.6905541	3
496927	-485	-233	495	0.1887212	-12.53819	3.218999	0	10.38	4003	78	15	2	0	0.4927386	0.7061465	3
497017	-664	2022	109	-1.26995	-9.172685	3.383417	0	10.38	4004	-47	121	-1	0	0.4927675	0.7057889	3
497114	-1190	2081	-210	-0.8905244	-8.982696	3.26927	0	9.92	4003	-17	84	-1	0	0.492801	0.697859	3
497248	950	424	676	0.9973527	-10.01046	3.604998	0	9.92	4002	73	-53	3	0	0.4928319	0.6796633	3
497332	293	-2116	337	1.317425	-8.61652	3.905073	0	9.92	4002	31	-90	-12	0	0.4928479	0.6666058	3
497474	-810	-5586	690	0.0758023	0.7176581	4.053917	0	9.92	4003	30	-139	-16	0	0.4928627	0.6528349	3
497561	-195	-2179	945	0.5459899	2.606842	3.745522	0	9.92	4002	48	34	1	0	0.4928704	0.6420966	3
497742	-646	133	-6	-1.915991	-0.620285	3.318711	0	9.92	4002	0	0	0	0	0.4928788	0.6337097	3
497844	-840	12147	-949	-4.964876	-8.813909	3.959484	0	9.92	4003	0	0	0	0	0.492883	0.6038151	3
497908	-1812	12507	-483	-6.415245	-13.62196	4.587481	0	9.92	4002	0	0	0	0	0.4928845	0.5714687	3
498017	4294	789	-5831	-2.688112	-27.54045	9.567958	0	10.89	4004	0	0	0	0	0.4928863	0.5203011	3
498113	-714	-11210	-498	-3.450222	-22.94749	13.2343	0	10.89	4004	0	0	0	0	0.4928876	0.4707167	3
498173	-31	-21632	-1281	-2.607819	-9.420037	14.12401	0	10.89	4004	0	0	0	0	0.4928882	0.4389271	3
498314	157	-77	-355	-2.981251	1.647056	12.46708	0	10.89	4004	0	0	0	0	0.4928892	0.378902	3
498400	-44	-68	24	-2.263096	1.304367	12.45498	0	10.89	4004	0	0	0	0	0.4928897	0.3423938	3
498454	-39	-36	-24	-1.746013	0.9805151	12.45125	0	10.89	4004	0	0	0	0	0.4928898	0.3343318	3
498556	-46	-50	-20	-1.263826	0.6644083	12.43467	0	10.89	4002	0	0	0	0	0.4928901	0.3008443	3
498719	-40	-36	-5	-0.8042612	0.379835	12.41554	0	10.89	4002	0	0	0	0	0.4928905	0.2733078	3
498778	-40	-22	-4	-0.7496119	0.3512025	12.40882	0	10.89	4004	0	0	0	0	0.4928906	0.2687407	3
498869	-50	-42	37	-0.6304541	0.2427258	12.39561	0	11.06	4003	0	0	0	0	0.4928907	0.2642437	1
498961	-22	-45	-25	-0.556495	0.1742082	12.38858	0	11.06	4004	0	0	0	0	0.4928908	0.2660718	1
499089	-64	-45	-16	-0.5048207	0.1453772	12.36823	0	11.06	4004	0	0	0	0	0.4928908	0.2597698	1
499156	-58	-37	30	-0.5105231	0.1286015	12.36101	0	11.06	4002	0	0	0	0	0.4928908	0.2545355	1
499300	-61	-38	-1	-0.4274466	0.09241123	12.34304	0	11.06	4003	0	0	0	0	0.4928908	0.2338518	1
499366	-47	-36	-13	-0.4432202	0.1025592	12.33839	0	11.06	4002	0	0	0	0	0.4928908	0.2264458	1
499480	-44	-36	10	-0.4262236	0.1052755	12.32079	0	11.06	4002	0	0	0	0	0.4928908	0.2164196	1
499568	-35	-35	8	-0.4050362	0.1151752	12.31314	0	11.06	4002	0	0	0	0	0.4928908	0.2011597	1
499705	-47	-41	1	-0.4230804	0.1031004	12.29872	0	11.06	4004	0	0	0	0	0.4928908	0.1929917	1
499786	-44	-44	5	-0.4210176	0.09808028	12.28979	0	11	4002	0	0	0	0	0.4928908	0.1948589	1
499901	-44	-44	7	-0.4102407	0.1045426	12.27977	0	11	4002	0	0	0	0	0.4928908	0.1980428	1
