time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
367269	-586	-850	-735	3.557784	-5.563472	1.256453	0	10.66	4003	60	-130	-33	-12	0.4076053	0.1703613	4
367353	-1369	4422	621	1.146535	-7.299303	1.639143	0	10.66	4002	-44	126	-34	-12	0.4576174	0.170748	4
367472	-1305	1090	124	-1.65271	-10.35961	0.4417602	0	10.66	4002	32	-56	-1	-12	0.5053802	0.1623365	4
367564	-3134	-1471	968	-4.812519	-8.808712	-0.06189613	0	10.66	4002	-40	-57	0	-13	0.5627869	0.1548177	4
367706	-1219	130	34	-5.041248	-6.339233	-0.09552769	0	10.66	4004	-26	95	5	-13	0.6187559	0.138577	4
367758	105	262	25	-4.305666	-6.568904	-0.5628825	0	10.66	4003	-59	-149	18	-13	0.6210899	0.1340749	4
367889	-1659	-90	-212	-3.40758	-8.396898	-0.9169269	0	9.7	4004	33	-8	15	-14	0.6036814	0.1169821	4
367996	1491	187	-44	-0.388133	-7.913421	-0.1920512	0	9.7	4003	-71	-66	1	-13	0.5357533	0.1045485	4
368118	-1529	-1181	-280	-0.4169465	-6.48552	0.03642663	0	9.7	4003	-38	-45	-8	-13	0.512028	0.1079254	4
368182	596	-2204	-2	-1.409152	-4.427688	0.06392127	0	9.7	4002	-142	29	2	-13	0.4844094	0.1050259	4
368269	-37	-905	214	0.1524791	-3.021168	-0.2602372	0	9.7	4003	13	111	16	-13	0.4464661	0.1004471	4
368370	499	1196	-1115	-0.731819	-5.15853	-0.251491	0	9.7	4003	87	-8	5	-12	0.3481352	0.09555461	4
368505	212	-429	-716	-0.3630271	-6.100812	0.8840466	0	9.7	4004	72	-91	-20	-11	0.2984871	0.08573114	4
368689	454	-952	696	2.173418	-8.522837	1.278781	0	9.7	4003	63	-142	-26	-10	0.2028484	0.1013678	4
368804	-1132	-95	1375	2.546863	-7.106777	-0.06420075	0	10.66	4002	125	34	22	-9	0.1704946	0.1137036	4
368890	0	-1301	1115	3.627578	-7.263332	-0.6804484	0	10.66	4003	84	-203	31	-8	0.1601025	0.1226556	4
369003	-390	44	-431	1.40144	-5.806291	-1.095653	0	10.66	4002	-51	-137	26	-8	0.1721576	0.125255	4
369112	-10	-639	-216	1.650587	-4.467846	-1.356358	0	10.66	4003	-35	37	33	-7	0.2039905	0.1189852	4
369198	-476	-1177	-745	3.064762	-2.62527	-1.265878	0	10.66	4003	11	-83	27	-7	0.2428352	0.1240965	4
369309	-196	1371	71	5.049345	-6.157363	-0.4009544	0	10.66	4004	64	-53	7	-7	0.2943812	0.1316138	4
369431	-941	470	204	2.344092	-7.069959	-0.203558	0	10.66	4003	-55	126	8	-7	0.3717347	0.1356713	4
369502	-1064	-736	-388	2.920346	-8.39276	-0.5629798	0	10.66	4002	85	92	20	-7	0.4254049	0.1366734	4
369640	471	782	265	2.185798	-9.55997	-0.3380536	0	10.66	4004	-129	78	12	-7	0.503001	0.1414351	4
369738	534	-479	-214	2.046376	-11.54492	-0.1487346	0	10.83	4003	76	-190	5	-8	0.5342844	0.1491259	4
369867	-1438	1370	359	-0.9001219	-11.27543	-0.6427554	0	10.83	4003	119	29	26	-8	0.5778534	0.1582293	4
369967	-62	-402	263	-0.6883666	-9.093674	-1.356856	0	10.83	4004	-13	-176	40	-8	0.5935169	0.1642219	4
370014	2462	-695	-66	-0.3276643	-8.571076	-1.401797	0	10.83	4003	-94	-110	35	-8	0.6050931	0.1711843	4
370151	1540	-865	-713	2.468519	-6.682806	-0.4610611	0	10.83	4003	-30	-211	0	-9	0.5841179	0.1943136	4
370226	-1055	-303	-641	-0.4304782	-8.164437	-0.003282316	0	10.83	4002	-43	-46	-5	-9	0.5807037	0.2074741	4
370320	173	-1517	-425	-1.605384	-7.710284	0.1191588	0	10.83	4003	-7	-191	0	-9	0.5698195	0.224759	4
370472	525	565	103	1.933794	-9.470821	0.5742608	0	10.83	4003	54	1	-10	-9	0.5044499	0.2637278	4
370555	-826	-3667	989	0.2192618	-5.780264	0.3717556	0	10.83	4002	11	-141	-5	-8	0.4827679	0.2822289	4
370680	1325	-645	375	1.870436	-1.393294	0.003971811	0	10.38	4004	-16	8	13	-8	0.4472146	0.3002257	4
370819	-506	-542	-493	-0.05601468	-3.67678	0.002463428	0	10.38	4003	5	0	-10	-7	0.3579158	0.3431329	4
