time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode
62391	-67	-47	8	-0.629411	-0.006825794	-9.580613	0	12.25	4003	0	0	0	0	0.9874972	-0.02626159	1
62506	-54	-49	6	-0.6220788	-0.01556509	-9.600299	0	12.25	4003	0	0	0	0	0.9874972	-0.02680546	1
62571	-72	-53	2	-0.6198778	-0.01863687	-9.608797	0	12.25	4002	0	0	0	0	0.9874972	-0.02312453	1
62740	-52	-54	9	-0.6405335	-0.007886742	-9.626587	0	12.25	4003	0	0	0	0	0.9874972	-0.01206947	1
62820	-59	-56	2	-0.6437896	-0.01979266	-9.637958	0	12.25	4004	0	0	0	0	0.9874972	-0.01094897	1
62913	-44	-61	5	-0.6575049	-0.02274219	-9.652933	0	12.25	4003	0	0	0	0	0.9874972	1.147217E-05	1
63026	-54	-54	9	-0.6581286	-0.003924262	-9.667054	0	12.25	4002	0	0	0	0	0.9874972	0.005261478	1
63085	-55	-53	5	-0.6563208	-0.005216834	-9.674878	0	12.25	4002	0	0	0	0	0.9874972	0.005493692	1
63281	-56	-49	2	-0.624821	0.003979011	-9.700862	0	12.14	4004	0	0	0	0	0.9874972	0.005884127	1
63335	-65	-51	7	-0.6212466	0.004060446	-9.704958	0	12.14	4002	0	0	0	0	0.9874972	0.002518582	1
63419	-54	-51	7	-0.6253185	0.001408921	-9.719142	0	12.14	4004	0	0	0	0	0.9874972	-0.002655885	1
63476	-45	-51	14	-0.6293467	0.005971815	-9.726233	0	12.14	4004	0	0	0	0	0.9874972	-0.008555559	1
63583	-57	-41	5	-0.6334997	-0.002004764	-9.745185	0	12.14	4002	0	0	0	0	0.9874972	-0.01837271	1
63682	-56	-53	11	-0.6548216	-0.01138227	-9.753254	0	12.14	4002	0	0	0	0	0.9874972	-0.02369805	1
63879	-66	-62	5	-0.6468967	-0.01784885	-9.781068	0	12.14	4003	0	0	0	0	0.9874972	-0.0296653	1
63929	-54	-48	8	-0.6375518	-0.02412285	-9.784797	0	12.14	4003	0	0	0	0	0.9874972	-0.03656976	1
63987	-49	-51	10	-0.6364291	-0.01911443	-9.793111	0	12.14	4004	0	0	0	0	0.9874972	-0.04552052	1
64180	-53	-57	7	-0.6252947	-0.03646423	-9.814507	0	12.19	4002	0	0	0	0	0.9874972	-0.05508248	1
64256	-59	-51	10	-0.6375449	-0.0347433	-9.826674	0	12.19	4002	0	0	0	0	0.9874972	-0.05550401	1
64382	-48	-54	9	-0.6226407	-0.03746358	-9.845627	0	12.19	4004	0	0	0	0	0.9874972	-0.05419036	1
64461	-61	-42	12	-0.6422992	-0.03621132	-9.85498	0	12.19	4003	0	0	0	0	0.9874972	-0.05607764	1
64525	-49	-56	7	-0.6498621	-0.02508268	-9.863295	0	12.19	4003	0	0	0	0	0.9874972	-0.05950916	1
64601	-52	-53	0	-0.6453963	-0.01481805	-9.876011	0	12.19	4004	0	0	0	0	0.9874972	-0.06953178	1
64675	-55	-45	8	-0.6494694	-0.02711361	-9.882979	0	12.19	4002	0	0	0	0	0.9874972	-0.07721188	1
64835	-51	-52	8	-0.6260201	-0.01849806	-9.898509	0	12.19	4004	0	0	0	0	0.9874972	-0.1041896	1
64891	-46	-58	7	-0.6214449	-0.02327684	-9.906518	0	12.19	4003	0	0	0	0	0.9874972	-0.1058138	1
65079	-43	-48	2	-0.6440046	-0.02812092	-9.923451	0	12.19	4002	0	0	0	0	0.9874972	-0.1121236	1
65113	-50	-47	3	-0.63363	-0.03040781	-9.926935	0	12.19	4003	0	0	0	0	0.9874972	-0.1148717	1
65185	-51	-58	3	-0.6170014	-0.01292429	-9.937389	0	12.19	4003	0	0	0	0	0.9874972	-0.1209502	1
65288	-51	-49	7	-0.6164792	0.004932761	-9.945214	0	12.19	4003	0	0	0	0	0.9874972	-0.120247	1
65474	-57	-50	8	-0.6355214	-0.03940094	-9.971869	0	12.19	4003	0	0	0	0	0.9874972	-0.1212318	1
65559	-53	-46	6	-0.6328542	-0.0373904	-9.978717	0	12.19	4003	0	0	0	0	0.9874972	-0.1177676	1
65661	-50	-40	8	-0.6511198	-0.01513613	-9.98911	0	12.19	4003	0	0	0	0	0.9874972	-0.1093777	1
65690	-45	-48	12	-0.6404119	-0.01402058	-9.993328	0	12.19	4003	0	0	0	0	0.9874972	-0.1055058	1
65866	-67	-50	7	-0.6240182	-0.01587251	-10.01283	0	12.19	4002	0	0	0	0	0.9874972	-0.1080857	1
65940	-57	-46	3	-0.6204064	-0.005483276	-10.02555	0	12.19	4004	0	0	0	0	0.9874972	-0.1090452	1
66027	-55	-48	6	-0.6218235	-0.01231233	-10.03845	0	12.19	4003	0	0	0	0	0.9874972	-0.1259508	1
66182	-38	-48	8	-0.6226009	-0.03111923	-10.0511	0	12.19	4003	0	0	0	0	0.9874972	-0.1432892	1
66209	-39	-43	7	-0.6173183	-0.02530485	-10.05605	0	12.19	4004	0	0	0	0	0.9874972	-0.144242	1
66283	-52	-44	13	-0.6060501	-0.01927499	-10.06449	0	12.19	4003	0	0	0	0	0.9874972	-0.1457344	1
66433	-57	-47	8	-0.608404	-0.03034321	-10.08784	0	12.19	4004	0	0	0	0	0.9874972	-0.1381548	1
66568	-56	-44	10	-0.6093617	-0.02670162	-10.09665	0	12.19	4004	0	0	0	0	0.9874972	-0.1299731	1
66652	-50	-55	9	-0.6299975	-0.01847649	-10.10698	0	12.19	4004	0	0	0	0	0.9874972	-0.1229858	1
66736	-55	-46	6	-0.6295693	-0.02692232	-10.11596	0	12.19	4003	0	0	0	0	0.9874972	-0.1206826	1
66770	-56	-49	4	-0.6294565	-0.03405642	-10.11951	0	12.19	4002	0	0	0	0	0.9874972	-0.1198655	1
66854	-41	-45	14	-0.6135145	-0.03407597	-10.13125	0	12.19	4003	0	0	0	0	0.9874972	-0.1184868	1
66997	-61	-40	10	-0.5892597	-0.04262073	-10.15179	0	12.19	4003	0	0	0	0	0.9874972	-0.1073443	1
67069	-51	-48	11	-0.5927091	-0.03092533	-10.15876	0	12.19	4004	0	0	0	0	0.9874972	-0.1024978	1
