time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
3363261	-2283	-1399	1081	2.386937	1.35962	-54.09962	0	9.92	20032	0	0	5	5	0.02	2.615475	3	10	0.05	2000	6.007494	40.92395	-91.39365
3363384	-336	1286	83	0.5598176	-1.521451	-55.73315	0	9.92	20032	0	0	5	5	0.02	2.538861	3	10	0.05	2000	5.444873	40.92395	-91.39365
3363526	-708	282	-1231	-0.01843643	-3.901783	-55.60394	0	9.92	20032	0	0	5	5	0.02	2.444512	3	10	0.05	2000	6.381584	40.92395	-91.39365
3363577	-1008	-772	-775	0.2374604	-2.557369	-54.02486	0	9.92	20032	0	0	5	5	0.02	2.397965	3	10	0.05	2000	2.753107	40.92395	-91.39365
3363703	694	1607	-515	-0.2130399	-2.731629	-53.02375	0	9.92	20032	0	0	5	5	0.02	2.333915	3	10	0.05	2000	-0.5682373	40.92395	-91.39365
3363768	-165	79	-207	0.4412032	-3.178983	-52.91855	0	10.21	20032	0	0	5	5	0.02	2.287252	3	10	0.05	2000	-0.07870483	40.92395	-91.39365
3363892	-1023	-210	-635	-0.2734204	-2.951915	-52.87791	0	10.21	20032	0	0	5	5	0.02	2.187224	3	10	0.05	2000	-1.160156	40.92395	-91.39365
3363980	369	1785	1437	0.09445079	-3.205225	-53.20359	0	10.21	20032	0	0	5	5	0.02	2.129002	3	10	0.05	2000	-1.160156	40.92395	-91.39365
3364163	316	-153	-972	-0.09617456	-4.574573	-53.29679	0	10.21	20032	0	0	5	5	0.02	1.972498	3	10	0.05	2000	-0.4468994	40.92395	-91.39365
3364245	-626	-193	-599	0.1768509	-4.978986	-52.42875	0	10.21	20032	0	0	5	5	0.02	1.915941	3	10	0.05	2000	-1.002228	40.92395	-91.39365
3364284	1251	1079	-963	0.4948457	-4.92124	-52.04456	0	10.21	20032	0	0	5	5	0.02	1.897681	3	10	0.05	2000	-2.547363	40.92395	-91.39365
3364396	-695	-762	-334	1.125339	-4.694048	-51.78925	0	10.21	20032	0	0	5	5	0.02	1.797173	3	10	0.05	2000	-0.1747437	40.92395	-91.39365
3364489	-807	-2425	1006	0.4363867	-3.121519	-52.02761	0	10.21	20032	0	0	5	5	0.02	1.732535	3	10	0.05	2000	-2.238037	40.92395	-91.39365
3364646	-1745	-5077	936	-2.345378	6.252644	-52.99709	0	10.21	20032	0	0	5	5	0.02	1.648563	3	10	0.05	2000	-1.155273	40.92395	-91.39365
3364696	-1325	-2860	-187	-3.786444	9.490719	-53.46893	0	10.21	20032	0	0	5	5	0.02	1.623398	3	10	0.05	2000	-1.259583	40.92395	-91.39365
3364841	-1674	1300	1072	-7.078107	7.605742	-53.30185	0	10.83	20032	0	0	5	5	0.02	1.538967	3	10	0.05	2000	-2.844879	40.92395	-91.39365
3364911	1105	814	-1366	-6.856567	6.01935	-53.05171	0	10.83	20032	0	0	5	5	0.02	1.529464	3	10	0.05	2000	-5.531555	40.92395	-91.39365
3365025	708	3480	116	-3.874893	0.3535551	-53.21433	0	10.83	20032	0	0	5	5	0.02	1.496358	3	10	0.05	2000	-6.387726	40.92395	-91.39365
3365122	-1314	-620	-252	-2.416497	-1.845919	-53.30066	0	10.83	20032	0	0	5	5	0.02	1.44157	3	10	0.05	2000	-9.11026	40.92395	-91.39364
3365201	4510	-524	149	-0.0191271	-0.3167175	-52.93176	0	10.83	20032	0	0	5	5	0.02	1.410437	3	10	0.05	2000	-10.74738	40.92395	-91.39364
3365344	-104	1492	-713	9.648288	0.2358461	-52.18661	0	10.83	20032	0	0	5	5	0.02	1.355817	3	10	0.05	2000	-7.491638	40.92395	-91.39365
3365434	-1183	556	542	6.238595	-1.584668	-52.42787	0	10.83	20032	0	0	5	5	0.02	1.289314	3	10	0.05	2000	-4.21933	40.92395	-91.39365
3365537	-813	-566	299	3.779915	-1.951042	-52.67086	0	10.83	20032	0	0	5	5	0.02	1.239401	3	10	0.05	2000	-1.966766	40.92395	-91.39365
3365604	-646	-1931	1158	2.648984	-0.5006121	-52.96334	0	10.83	20032	0	0	5	5	0.02	1.196739	3	10	0.05	2000	-1.219666	40.92395	-91.39365
3365711	1329	-2894	705	3.076437	4.662995	-53.63119	0	10.94	20032	0	0	5	5	0.02	1.132604	3	10	0.05	2000	0.9251015	40.92395	-91.39365
3365840	-104	156	-68	0.3603176	-3.001651	-52.86974	0	10.94	20032	0	0	5	5	0.02	1.020038	3	10	0.05	2000	-1.295349	40.92395	-91.39365
3365901	-47	45	-7	0.3556726	-2.823787	-52.89377	0	10.94	20032	0	0	5	5	0.02	0.9612107	1	10	0.05	2000	-1.196838	40.92395	-91.39365
3366059	-44	-4	14	0.423503	-2.218045	-52.92146	0	10.94	20032	0	0	5	5	0.02	0.8728188	1	10	0.05	2000	-0.6240845	40.92395	-91.39365
3366157	-23	10	95	0.4572076	-2.012179	-52.93314	0	10.94	20032	0	0	5	5	0.02	0.7821643	1	10	0.05	2000	-1.668732	40.92395	-91.39365
3366255	-5	9	-60	0.4819271	-1.664149	-52.95572	0	10.94	20032	0	0	5	5	0.02	0.7388423	1	10	0.05	2000	-1.670593	40.92395	-91.39365
3366310	-28	4	-40	0.4920922	-1.581248	-52.95755	0	10.94	20032	0	0	5	5	0.02	0.6887366	1	10	0.05	2000	-1.233307	40.92395	-91.39365
3366396	-53	1	31	0.5137269	-1.375716	-52.9833	0	10.94	20032	0	0	5	5	0.02	0.654668	1	10	0.05	2000	-1.710327	40.92395	-91.39365
3366526	-24	1	-4	0.5297537	-1.163564	-52.99962	0	10.94	20032	0	0	5	5	0.02	0.6081635	1	10	0.05	2000	-1.248444	40.92395	-91.39365
3366678	-35	16	17	0.5584114	-0.8465654	-53.04044	0	11.11	20032	0	0	5	5	0.02	0.5805488	1	10	0.05	2000	-2.24939	40.92395	-91.39365
3366801	-41	-23	27	0.5687692	-0.7224022	-53.05806	0	11.11	20032	0	0	5	5	0.02	0.5475676	1	10	0.05	2000	-1.779083	40.92395	-91.39365
3366873	-21	6	30	0.5801273	-0.6063501	-53.07395	0	11.11	20032	0	0	5	5	0.02	0.5311433	1	10	0.05	2000	-1.775665	40.92395	-91.39365
3366947	-16	-20	33	0.5861992	-0.5411831	-53.08508	0	11.11	20032	0	0	5	5	0.02	0.4909561	1	10	0.05	2000	-2.026398	40.92395	-91.39365
3367075	-36	-3	21	0.5980117	-0.4587687	-53.10166	0	11.11	20032	0	0	5	5	0.02	0.4658984	1	10	0.05	2000	-1.836609	40.92395	-91.39365
3367121	-19	-7	-5	0.6105233	-0.4040995	-53.11333	0	11.11	20032	0	0	5	5	0.02	0.4524215	1	10	0.05	2000	-1.836609	40.92395	-91.39365
3367184	-23	-2	28	0.6184717	-0.3510594	-53.12458	0	11.11	20032	0	0	5	5	0.02	0.4439248	1	10	0.05	2000	-1.832214	40.92395	-91.39365
3367303	-20	-17	-16	0.6311989	-0.2862006	-53.1409	0	11.11	20032	0	0	5	5	0.02	0.4368097	1	10	0.05	2000	-2.11618	40.92395	-91.39365
3367434	-18	-6	5	0.6409112	-0.1959608	-53.16412	0	11.11	20032	0	0	5	5	0.02	0.4342666	1	10	0.05	2000	-2.11087	40.92395	-91.39365
3367490	-26	0	11	0.645398	-0.1781706	-53.16925	0	11.06	20032	0	0	5	5	0.02	0.4283417	1	10	0.05	2000	-1.912445	40.92395	-91.39365
3367634	-25	4	5	0.658475	-0.1215859	-53.19043	0	11.06	20032	0	0	5	5	0.02	0.4230043	1	10	0.05	2000	-2.12027	40.92395	-91.39365
3367747	-27	0	9	0.6609545	-0.08047609	-53.20978	0	11.06	20032	0	0	5	5	0.02	0.4230398	1	10	0.05	2000	-2.563141	40.92395	-91.39365
3367795	-28	-3	9	0.6645789	-0.06835467	-53.21454	0	11.06	20032	0	0	5	5	0.02	0.4237782	1	10	0.05	2000	-2.345612	40.92395	-91.39365
3367894	-32	2	8	0.6685967	-0.04248624	-53.22981	0	11.06	20032	0	0	5	5	0.02	0.4261869	1	10	0.05	2000	-2.341919	40.92395	-91.39365
3368003	-23	1	6	0.6658452	-0.008671062	-53.25007	0	11.06	20032	0	0	5	5	0.02	0.4317241	1	10	0.05	2000	-2.349976	40.92395	-91.39365
3368139	-19	1	10	0.6746585	0.0131109	-53.26521	0	11.06	20032	0	0	5	5	0.02	0.4275348	1	10	0.05	2000	-2.582947	40.92395	-91.39365
3368230	-27	3	7	0.6758213	0.03812652	-53.28841	0	11.06	20032	0	0	5	5	0.02	0.4172464	1	10	0.05	2000	-2.361053	40.92395	-91.39365
3368330	-19	-1	6	0.6748204	0.05403753	-53.29854	0	11.06	20032	0	0	5	5	0.02	0.4059918	1	10	0.05	2000	-2.344574	40.92395	-91.39365
3368420	-19	6	5	0.6783433	0.06952468	-53.31918	0	11.17	20032	0	0	5	5	0.02	0.3961357	1	10	0.05	2000	-2.366486	40.92395	-91.39365
3368537	-28	1	8	0.681342	0.0735773	-53.32937	0	11.17	20032	0	0	5	5	0.02	0.3827115	1	10	0.05	2000	-2.354248	40.92395	-91.39365
3368592	-24	5	6	0.6929848	0.08981725	-53.34085	0	11.17	20032	0	0	5	5	0.02	0.3763053	1	10	0.05	2000	-2.355713	40.92395	-91.39365
3368707	-26	4	12	0.7000903	0.09104065	-53.36001	0	11.17	20032	0	0	5	5	0.02	0.3768391	1	10	0.05	2000	-2.615936	40.92395	-91.39365
3368885	-22	0	5	0.6978491	0.09152732	-53.38278	0	11.17	20032	0	0	5	5	0.02	0.3802643	1	10	0.05	2000	-2.372467	40.92395	-91.39365
3368957	-22	-1	8	0.6932523	0.08815596	-53.39652	0	11.17	20032	0	0	5	5	0.02	0.3805321	1	10	0.05	2000	-2.156708	40.92395	-91.39365
3369038	-24	-4	9	0.6942208	0.09333872	-53.40531	0	11.17	20032	0	0	5	5	0.02	0.3799073	1	10	0.05	2000	-2.388031	40.92395	-91.39365
3369170	-24	0	6	0.7065874	0.1219459	-53.42862	0	11.17	20032	0	0	5	5	0.02	0.3806905	1	10	0.05	2000	-2.621521	40.92395	-91.39365
3369204	-20	-2	8	0.708246	0.1238142	-53.43351	0	11.17	20032	0	0	5	5	0.02	0.3817818	1	10	0.05	2000	-2.391357	40.92395	-91.39365
3369296	-61	18	19	0.7061844	0.1233662	-53.44059	0	11.11	20032	0	0	5	5	0.02	0.3847707	1	10	0.05	2000	-2.393585	40.92395	-91.39365
3369382	-22	1	11	0.7072977	0.1338792	-53.45123	0	11.11	20032	0	0	5	5	0.02	0.387691	1	10	0.05	2000	-2.603088	40.92395	-91.39365
3369501	-28	5	4	0.711485	0.132034	-53.46447	0	11.11	20032	0	0	5	5	0.02	0.3883233	1	10	0.05	2000	-2.62851	40.92395	-91.39365
3369653	-28	4	1	0.7101363	0.1298448	-53.48425	0	11.11	20032	0	0	5	5	0.02	0.3808178	1	10	0.05	2000	-2.384277	40.92395	-91.39365
3369738	-110	166	4	0.7027262	0.133476	-53.50209	0	11.11	20032	0	0	5	5	0.02	0.3767656	1	10	0.05	2000	-2.168457	40.92395	-91.39365
3369776	-110	166	4	0.7027262	0.133476	-53.50209	0	11.11	20032	0	0	5	5	0.02	0.3770518	1	10	0.05	2000	-2.168457	40.92395	-91.39365
3369899	-4282	-2174	968	-1.1071	0.07808483	-54.20085	0	11.11	20032	0	0	5	5	0.02	0.3792456	1	10	0.05	2000	-2.196289	40.92395	-91.39365
3370038	494	-2929	-217	-7.042074	6.563924	-54.83918	0	11.11	20032	0	0	5	5	0.02	0.3869851	1	10	0.05	2000	-1.255066	40.92395	-91.39365
3370143	820	65	-1185	-4.878923	9.492804	-52.19779	0	11.11	20032	0	0	5	5	0.02	0.4052837	1	10	0.05	2000	-0.4004517	40.92395	-91.39365
3370228	-100	1060	-913	-4.425102	9.623214	-51.00702	0	11.11	20032	0	0	5	5	0.02	0.4159055	1	10	0.05	2000	-1.222168	40.92395	-91.39365
3370338	-832	280	-344	-5.856318	7.77107	-48.34266	0	11.11	20032	0	0	5	5	0.02	0.4255465	1	10	0.05	2000	-1.681946	40.92395	-91.39365
