time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	ultrasonic_alt	baro_alt	flight_mode
400760	23	20	-4	0.06529103	-0.06984743	0.4818494	0	11.17	4004	0	0	0	1.176489	-0.008345852	1
400861	22	19	-3	0.08590584	-0.06935201	0.4846005	0	11.17	4003	0	0	0	1.176489	-0.01082345	1
400979	25	17	-1	0.08837468	-0.06447285	0.4857009	0	11.17	4002	0	0	0	1.176489	-0.0276809	1
401064	18	13	-3	0.0912592	-0.06816503	0.485273	0	11.17	4004	0	0	0	1.176489	-0.03815479	1
401167	14	19	1	0.07322573	-0.07745805	0.4885131	0	11.17	4002	0	0	0	1.176489	-0.04738382	1
401264	19	17	-3	0.06488382	-0.07512518	0.4883297	0	11.17	4002	0	0	0	1.176489	-0.0561835	1
401325	27	17	-2	0.08251272	-0.07907839	0.4886355	0	11.17	4003	0	0	0	1.176489	-0.05833719	1
401456	17	18	2	0.06006	-0.08340853	0.4904695	0	11.17	4002	0	0	0	1.176489	-0.05294389	1
401585	15	15	-3	0.06741535	-0.07540216	0.4943824	0	11.17	4003	0	0	0	1.176489	-0.04643378	1
401655	24	24	-2	0.07010213	-0.07111356	0.4959108	0	11.17	4002	0	0	0	1.176489	-0.04124089	1
401740	20	12	2	0.07383195	-0.08112986	0.4997619	0	11.17	4004	0	0	0	1.176489	-0.03539783	1
401826	15	24	0	0.06780419	-0.104563	0.5006177	0	11.17	4004	0	0	0	1.176489	-0.03917493	1
401939	10	17	0	0.0599105	-0.1046857	0.5040415	0	11.17	4002	0	0	0	1.176489	-0.05036767	1
402074	23	18	1	0.07082757	-0.09599117	0.5066702	0	11.17	4004	0	0	0	1.176489	-0.05808647	1
402150	17	22	-4	0.07752419	-0.09258398	0.508688	0	11.17	4003	0	0	0	1.176489	-0.0690206	1
402323	23	9	-3	0.06112977	-0.08399419	0.5103999	0	11.17	4002	0	0	0	1.176489	-0.07724597	1
402396	2	22	1	0.06194161	-0.09598057	0.5129677	0	11.17	4002	0	0	0	1.176489	-0.08526823	1
402487	23	25	1	0.06622902	-0.09174897	0.5144962	0	11.17	4002	0	0	0	1.176489	-0.09693496	1
402564	24	15	-4	0.07786731	-0.09705637	0.5152911	0	11.17	4003	0	0	0	1.176489	-0.1033285	1
402701	24	10	-7	0.09733474	-0.1092889	0.519693	0	11.17	4004	0	0	0	1.176489	-0.1077024	1
402876	16	20	0	0.07416075	-0.1078544	0.5250118	0	11.17	4004	0	0	0	1.176489	-0.1112556	1
402961	13	22	1	0.06325579	-0.1051014	0.5272128	0	11.17	4003	0	0	0	1.176489	-0.1080236	1
403048	16	23	2	0.07672676	-0.1023126	0.5278243	0	11.17	4002	0	0	0	1.176489	-0.1016231	1
403128	18	18	-8	0.07938515	-0.1083856	0.5309424	0	11.11	4003	0	0	0	1.176489	-0.1052265	1
403225	32	24	-7	0.07293302	-0.116694	0.5339993	0	11.11	4002	0	0	0	1.176489	-0.1060186	1
403296	21	24	0	0.07415432	-0.1120859	0.5355891	0	11.11	4002	0	0	0	1.176489	-0.1094383	1
403431	16	19	-2	0.07288716	-0.1119897	0.5387682	0	11.11	4002	0	0	0	1.176489	-0.113433	1
403571	16	17	-7	0.06500293	-0.09214397	0.5422527	0	11.11	4002	0	0	0	1.176489	-0.123397	1
403658	29	17	2	0.05560398	-0.0821628	0.5432308	0	11.11	4004	0	0	0	1.176489	-0.1220997	1
403724	27	26	-8	0.0593382	-0.07700281	0.5441478	0	11.11	4003	0	0	0	1.176489	-0.1229181	1
403837	13	25	2	0.06305078	-0.08535893	0.5467159	0	11.11	4002	0	0	0	1.176489	-0.1208978	1
404015	27	22	0	0.07233168	-0.08221877	0.5498949	0	11.17	4002	0	0	0	1.176489	-0.1201209	1
404064	13	23	0	0.07357528	-0.07678187	0.5525234	0	11.17	4004	0	0	0	1.176489	-0.1235484	1
404147	30	21	-1	0.07240359	-0.08559187	0.5550909	0	11.17	4003	0	0	0	1.176489	-0.1277594	1
404250	19	12	3	0.04712984	-0.09362957	0.5578419	0	11.17	4002	0	0	0	1.176489	-0.1244197	1
404404	20	27	-2	0.07302989	-0.0927715	0.5610209	0	11.17	4003	0	0	0	1.176489	-0.09924843	1
404459	27	1	-2	0.0709368	-0.09468344	0.5640165	0	11.17	4004	0	0	0	1.176489	-0.09041188	1
404519	16	19	1	0.07200381	-0.0891111	0.5643224	0	11.17	4003	0	0	0	1.176489	-0.08313724	1
404594	24	19	1	0.08139031	-0.07947841	0.5671957	0	11.17	4003	0	0	0	1.176489	-0.07701465	1
404677	34	26	0	0.08794875	-0.08032313	0.5698243	0	11.17	4003	0	0	0	1.176489	-0.07716416	1
404783	28	27	-1	0.08097259	-0.08679128	0.5744092	0	11.17	4002	0	0	0	1.176489	-0.07509636	1
404876	38	13	0	0.05542471	-0.07970548	0.5775272	0	11.11	4003	0	0	0	1.176489	-0.07531347	1
405002	15	20	-3	0.08258568	-0.0923394	0.5807064	0	11.11	4003	0	0	0	1.176489	-0.07595298	1
405126	33	19	2	0.08990087	-0.101414	0.5862087	0	11.11	4003	0	0	0	1.176489	-0.07285387	1
405197	22	19	0	0.1029584	-0.0945012	0.5879818	0	11.11	4003	0	0	0	1.176489	-0.0642019	1
405334	7	24	-5	0.1097027	-0.096278	0.5934839	0	11.11	4004	0	0	0	1.176489	-0.05860996	1
405390	29	16	-2	0.1207241	-0.09596827	0.5962349	0	11.11	4002	0	0	0	1.176489	-0.0540728	1
405539	24	22	-1	0.119633	-0.1242141	0.6000865	0	11.11	4003	0	0	0	1.176489	-0.05306575	1
405607	11	20	0	0.09520327	-0.1177662	0.604916	0	11.11	4002	0	0	0	1.176489	-0.04940156	1
405763	29	21	-4	0.09923582	-0.1241696	0.6107236	0	11.23	4002	0	0	0	1.176489	-0.05197436	1
405794	26	29	0	0.107327	-0.1159858	0.6107847	0	11.23	4002	0	0	0	1.176489	-0.05405628	1
405942	34	10	0	0.1277952	-0.1114527	0.6131083	0	11.23	4003	0	0	0	1.176489	-0.058242	1
406033	29	24	2	0.1182108	-0.1063784	0.6145145	0	11.23	4004	0	0	0	1.176489	-0.0653976	1
406160	29	22	-6	0.1205873	-0.1163291	0.6220233	0	11.23	4002	0	0	0	1.176489	-0.06933831	1
406241	24	25	0	0.113311	-0.1326757	0.6257523	0	11.23	4002	0	0	0	1.176489	-0.06694631	1
406322	23	20	2	0.1081861	-0.1254342	0.6287479	0	11.23	4004	0	0	0	1.176489	-0.06467685	1
406366	23	20	2	0.1081861	-0.1254342	0.6287479	0	11.23	4004	0	0	0	1.176489	-0.06488366	1
406515	23	21	0	0.08708396	-0.1207821	0.6355342	0	11.23	4003	0	0	0	1.176489	-0.06176597	1
406570	29	20	0	0.09134846	-0.1124443	0.6379796	0	11.23	4003	0	0	0	1.176489	-0.06067059	1
406664	23	26	2	0.08570478	-0.1042818	0.6405475	0	11.17	4003	0	0	0	1.176489	-0.06153959	1
406818	32	23	-4	0.1018192	-0.09039196	0.6452544	0	11.17	4004	0	0	0	1.176489	-0.05821741	1
406866	29	21	2	0.09285014	-0.1117903	0.6469048	0	11.17	4003	0	0	0	1.176489	-0.05877293	1
406993	26	15	0	0.09903914	-0.09970903	0.6515512	0	11.17	4002	0	0	0	1.176489	-0.06642663	1
407037	25	25	-2	0.1096201	-0.103735	0.6525904	0	11.17	4004	0	0	0	1.176489	-0.06928295	1
407111	26	23	-4	0.1077645	-0.1340459	0.6578481	0	11.17	4004	0	0	0	1.176489	-0.07354102	1
407213	20	19	4	0.09548769	-0.129035	0.6602938	0	11.17	4002	0	0	0	1.176489	-0.07719747	1
407362	30	28	0	0.1088627	-0.1208872	0.6635954	0	11.17	4002	0	0	0	1.176489	-0.08185152	1
407419	19	21	-8	0.1060953	-0.1197446	0.6661631	0	11.17	4002	0	0	0	1.176489	-0.08563898	1
407595	27	28	-1	0.1185837	-0.109713	0.6719709	0	11.17	4004	0	0	0	1.176489	-0.1008863	1
407663	26	22	-3	0.1071447	-0.1109524	0.6761281	0	11.17	4004	0	0	0	1.176489	-0.1032224	1
407779	22	31	-2	0.1164615	-0.1182854	0.6786959	0	11.17	4002	0	0	0	1.176489	-0.09656326	1
407888	33	25	-3	0.1116878	-0.1147805	0.682853	0	11.17	4002	0	0	0	1.176489	-0.09003087	1
407959	22	27	0	0.09957195	-0.1022717	0.6841981	0	11.17	4003	0	0	0	1.176489	-0.08915453	1
408072	29	25	-3	0.09139663	-0.1119363	0.689762	0	11.17	4004	0	0	0	1.176489	-0.09144576	3
408106	29	30	-10	0.08858009	-0.114336	0.6905568	0	11.17	4003	0	0	0	1.176489	-0.09197345	3
408223	18	22	-4	0.1164809	-0.125532	0.6962426	0	11.17	4004	0	0	0	1.176489	-0.08817749	3
408269	44	28	0	0.1316371	-0.1209761	0.6964872	0	11.17	4002	0	0	0	1.176489	-0.0809228	3
408404	21	23	-4	0.1284196	-0.101161	0.7015009	0	11.17	4004	0	0	0	1.176489	-0.07142267	3
408500	32	32	-2	0.1264528	-0.1093933	0.7040073	0	11.17	4002	0	0	0	1.176489	-0.06604281	3
408651	28	21	-2	0.122613	-0.1292696	0.7104269	0	11.17	4002	0	0	0	1.176489	-0.07056712	3
408751	38	25	-3	0.09373634	-0.1305612	0.7149512	0	11.17	4003	0	0	0	1.176489	-0.07545733	3
408851	25	31	-7	0.09100202	-0.1201474	0.7191086	0	11.17	4003	0	0	0	1.176489	-0.07729551	3
408899	27	20	3	0.07680042	-0.1180582	0.7211258	0	11.17	4004	0	0	0	1.176489	-0.07741742	3
408986	31	31	-1	0.08302147	-0.1201549	0.7230821	0	11.17	4003	0	0	0	1.176489	-0.07982861	3
409151	31	25	-1	0.09880509	-0.09332792	0.7306018	0	11.17	4003	0	0	0	1.176489	-0.08133686	3
409312	31	22	-8	0.1291492	-0.1109472	0.7367765	0	11.11	4003	0	0	0	1.176489	-0.07719129	3
409413	28	25	-1	0.1322714	-0.1393542	0.741484	0	11.11	4004	0	0	0	1.176489	-0.07325684	3
409505	31	31	-3	0.113825	-0.1551438	0.745153	0	11.11	4003	-1	1	0	1.176489	-0.06594628	3
409596	31	30	-6	0.1227713	-0.1416792	0.7496156	0	11.11	4003	-1	1	0	1.176489	-0.06357385	3
409709	33	32	0	0.1058739	-0.1281204	0.7510834	0	11.11	4002	-1	1	0	1.176489	-0.05947709	3
409747	53	-28	43	0.07639232	-0.1213777	0.7619613	0	11.11	4003	-2	0	0	1.176489	-0.05751742	3
409899	54	22	-113	0.02546817	-0.1550176	0.7672183	0	11.11	4004	-4	-1	0	1.176489	-0.04712888	3
409964	10	57	118	0.0606008	-0.2237502	0.7622636	0	11.11	4003	-1	0	-1	1.176489	-0.04543614	3
410027	40	-22	67	0.008369382	-0.1903958	0.7795054	0	11.11	4003	-3	4	0	1.176489	-0.04227152	3
410109	67	26	-132	0.003366963	-0.1321142	0.789291	0	11.11	4004	2	3	0	1.176489	-0.03245581	3
410237	-5	76	43	0.01917711	-0.1526167	0.7750474	0	11.06	4002	0	0	0	1.176489	-0.02287363	3
410386	32	14	15	0.1399622	-0.1530829	0.7868479	0	11.06	4002	0	0	0	1.176489	-0.008827853	3
410460	19	38	7	0.1017552	-0.1111336	0.7781033	0	11.06	4002	0	0	0	1.176489	0.001369714	3
410598	43	49	-33	0.155994	-0.1730197	0.7923477	0	11.06	4004	-3	1	0	1.176489	0.01626681	3
410689	13	37	-39	0.1322351	-0.1450317	0.7977898	0	11.06	4004	0	2	0	1.176489	0.01722549	3
410854	20	38	-92	0.1356445	-0.210418	0.8097733	0	11.06	4003	-1	3	-1	1.176489	0.03089763	3
410917	-81	250	249	0.07078569	-0.2317986	0.7754166	0	11.06	4002	-1	9	0	1.176489	0.03596934	3
410972	112	-43	-63	0.07828411	-0.3918534	0.7910061	0	11.06	4004	-3	5	0	1.176489	0.03788267	3
411116	166	-99	-116	0.2089944	-0.2220639	0.7949139	0	11.11	4003	-4	0	0	1.176489	0.03272706	3
411180	-67	77	141	0.273843	-0.005171414	0.778471	0	11.11	4003	-1	1	-1	1.176489	0.03363749	3
411273	-58	19	41	0.4145473	-0.2454198	0.7870387	0	11.11	4004	-4	1	-1	1.176489	0.0373905	3
411384	6	105	-13	0.1509462	-0.01288211	0.7914513	0	11.11	4004	4	-2	1	1.176489	0.04074632	3
411481	45	-44	-47	0.1543594	-0.1556107	0.7940822	0	11.11	4004	-5	-10	0	1.176489	0.0415087	3
411633	24	22	46	0.2563134	-0.004247355	0.7842971	0	11.11	4004	-5	15	-1	1.176489	0.0413249	3
411751	63	22	-149	0.0517012	-0.1313399	0.8115134	0	11.11	4003	-14	4	0	1.176489	0.04862744	3
411802	81	-81	21	0.1857458	-0.0733092	0.8132827	0	11.11	4004	3	12	0	1.176489	0.05047917	3
411940	-72	92	-120	0.2668102	-0.05543516	0.8305771	0	10.94	4003	-28	7	-4	1.176489	0.06535707	3
411978	-72	72	-51	0.1700036	-0.07372772	0.8360074	0	10.94	4003	-19	-2	0	1.176489	0.06824213	3
412035	118	52	-2	0.1335444	0.08710799	0.8604541	0	10.94	4003	0	3	-3	1.176489	0.07498127	3
412247	86	270	96	0.5633482	0.002979447	0.8731684	0	10.94	4002	-5	11	1	1.176489	0.07479672	3
412302	193	-109	-87	0.5327317	0.1824142	0.8687279	0	10.94	4002	0	-12	-2	1.176489	0.07358504	3
412412	14	-839	15	0.3425786	0.1006326	0.6166533	0	10.94	4003	18	-61	20	1.176489	0.07730526	3
412524	450	1086	846	-1.885921	-2.716728	0.5560042	0	10.94	4002	-17	-51	23	1.176489	0.07927175	3
412554	1449	1793	9	-3.720911	-3.588715	0.7409952	0	10.94	4003	-50	41	0	1.176489	0.08008866	3
412640	1167	4119	736	-5.269735	-8.406756	0.6731482	0	10.94	4002	-66	36	22	1.176489	0.0877334	3
412825	856	2107	2004	-6.228858	-11.16941	0.888702	0	11	4003	-2	33	0	1.176489	0.1001129	3
412848	953	1681	1361	-5.633202	-12.4446	0.7180989	0	11	4002	-2	33	0	1.176489	0.1004141	3
412935	1159	-2153	507	-3.265635	-11.25229	0.0453017	0	11	4004	-9	-61	-22	1.176489	0.1074454	3
413044	-3221	-772	2617	-4.21741	-6.652894	-3.503898	0	11	4004	48	-105	3	1.176489	0.1122057	3
413147	-2835	-1637	1087	-7.438675	-8.837365	-6.301911	0	11	4002	-35	-57	1	1.176489	0.1128008	3
413265	-2283	-698	778	-10.79202	-8.768831	-8.585963	0	11	4004	-10	-38	12	1.176489	0.1149331	3
413389	-1025	-927	-804	-10.99465	-8.696887	-10.61594	0	11	4004	63	-97	-8	1.176489	0.1261442	3
413530	-925	-269	-1301	-6.168861	-11.19306	-13.08242	0	11	4003	121	-260	-18	1.176489	0.1546805	3
413691	1370	-315	-153	-4.276686	-12.09017	-13.49814	0	11	4004	-22	-50	-8	1.176489	0.1711471	3
413824	1237	-382	809	-5.222971	-4.788155	-13.70892	0	10.38	4003	-8	-31	3	1.176489	0.1959443	3
413858	1335	-264	1664	-4.730622	-5.64946	-14.07242	0	10.38	4003	-26	-49	10	1.176489	0.1991493	3
413961	1008	-778	175	-3.756728	-2.718345	-15.27983	0	10.38	4003	-33	-31	6	1.176489	0.2115683	3
414079	1027	1266	-1098	-5.128137	-5.018697	-15.26742	0	10.38	4004	21	-70	-25	1.176489	0.228019	3
414217	2068	-1184	574	-4.951483	-6.635026	-15.01108	0	10.38	4003	-79	39	-6	1.176489	0.2643111	3
414344	252	-1163	648	-6.396677	-11.9291	-16.44063	0	10.38	4002	58	-99	15	1.176489	0.2922089	3
414449	1690	-674	848	-4.528162	-4.690269	-16.8879	0	10.38	4003	-20	-123	40	1.176489	0.3113519	3
414544	1033	134	1249	-3.627254	-6.617555	-16.90005	0	10.38	4003	-120	238	55	1.176489	0.3309267	3
414628	207	1341	-89	-2.92315	-8.41459	-17.04687	0	9.92	4002	-72	31	31	1.176489	0.348724	3
414757	-1400	-1661	-1843	-11.57351	-6.885852	-17.27237	0	9.92	4004	74	-15	24	1.176489	0.3745561	3
414830	2280	2716	-726	-6.829399	-8.04516	-17.28464	0	9.92	4003	-18	-65	19	1.176489	0.3876066	3
415031	-1475	3785	512	-1.401327	-6.51454	-17.92303	0	9.92	4003	34	-11	43	1.176489	0.3808368	3
415065	-1077	4939	-658	-2.240409	-8.932871	-18.31803	0	9.92	4002	86	-29	33	1.176489	0.3772734	3
415173	-1205	-1466	-2694	-1.866095	-12.16235	-17.76254	0	9.92	4004	65	-42	14	1.176489	0.3711439	3
415224	261	3196	-844	-3.752169	-11.859	-16.97912	0	9.92	4004	10	-59	-14	1.176489	0.3640873	3
415426	-177	-1545	677	-3.772229	-12.58562	-15.92657	0	9.92	4003	60	-178	-14	1.176489	0.3536198	3
415510	659	646	971	-4.493174	-11.19727	-15.71146	0	10.32	4003	22	-56	-12	1.176489	0.3533562	3
415548	181	-618	-364	-3.373358	-9.274445	-15.77853	0	10.32	4004	-9	-38	-30	1.176489	0.3536035	3
415718	-2068	-998	-144	-3.080922	-6.656067	-16.84154	0	10.32	4002	-14	-23	2	1.176489	0.3500954	3
415764	-2744	-1436	-351	-6.758538	-4.477593	-16.75459	0	10.32	4002	41	-52	11	1.176489	0.350917	3
415876	-297	-1010	476	-8.584111	-3.506759	-16.44013	0	10.32	4003	52	-86	1	1.176489	0.3586054	3
415991	1119	-1087	580	-6.137464	-6.30232	-16.82697	0	10.32	4002	-16	-8	-4	1.176489	0.3691134	3
416024	575	-1940	-606	-4.861953	-4.663616	-16.94159	0	10.32	4003	12	-72	21	1.176489	0.3701635	3
416159	1495	-162	-707	-4.182566	-6.279839	-17.10463	0	10.32	4003	-54	-41	0	1.176489	0.3763175	3
416212	959	-420	-113	-3.603715	-6.83427	-16.9769	0	10.32	4003	-23	-8	4	1.176489	0.3821284	3
416360	1739	-389	180	-3.637572	-6.695191	-16.76709	0	10.32	4003	-64	-6	13	1.176489	0.3884059	3
416468	-1160	-688	223	-4.689731	-8.018308	-16.83242	0	10.83	4002	-6	-78	1	1.176489	0.3915189	3
416636	1030	4477	-1585	-5.271864	-10.18559	-15.56356	0	10.83	4004	0	113	-64	1.176489	0.3932589	3
416732	-646	537	453	-1.482802	-11.43341	-15.41522	0	10.83	4003	44	-38	6	1.176489	0.3858801	3
416889	702	3680	-2510	-0.6218765	-13.2859	-15.19472	0	10.83	4003	16	-231	-62	1.176489	0.382188	3
416934	-430	2224	-1729	-1.188241	-13.42925	-15.42442	0	10.83	4002	4	4	4	1.176489	0.383715	3
416984	-1132	-2381	-519	-2.128493	-12.09916	-15.61696	0	10.83	4004	98	-321	2	1.176489	0.3863261	3
417100	-2304	4653	217	-5.784634	-10.37912	-16.68285	0	10.83	4004	25	5	37	1.176489	0.3932964	3
417197	1067	-1531	91	-7.72858	-12.35093	-16.70498	0	10.83	4002	-14	-122	6	1.176489	0.3950385	3
417320	-1836	-77	-938	-8.344311	-10.57564	-16.48644	0	10.04	4003	-46	100	-9	1.176489	0.4022148	4
417392	667	3526	-755	-8.461494	-11.35587	-15.90361	0	10.04	4004	-57	-3	-38	1.069594	0.4078214	4
417469	-1561	665	764	-9.792235	-12.51432	-15.68306	0	10.04	4002	66	-161	-21	1.038589	0.4077473	4
417600	-766	-785	414	-3.363663	-13.46047	-15.06446	0	10.04	4004	13	-26	-35	0.9836094	0.4045907	4
417677	-874	-4178	-447	-2.762666	-8.245207	-15.5792	0	10.04	4004	-35	14	-30	0.9511765	0.4042123	4
417786	1657	-7695	-166	-2.881028	-2.381064	-16.78265	0	10.04	4003	-20	-116	52	0.9002161	0.4029768	4
417918	479	-1637	186	-4.843001	-0.6293369	-17.89806	0	10.04	4003	17	-103	16	0.832482	0.3984053	4
417990	565	-2011	-1814	-4.935139	-1.289753	-18.05788	0	10.04	4003	51	-197	24	0.786859	0.3988416	4
418170	114	380	-682	-7.294044	-7.237203	-17.20212	0	10.04	4004	-5	-128	-19	0.7234104	0.3973677	4
418237	-748	1038	1923	-7.187137	-6.60546	-17.22892	0	10.38	4003	36	1	-6	0.6816682	0.3960351	4
418357	-1415	-5118	-2633	-10.73739	-7.633764	-17.40194	0	10.38	4004	71	-312	18	0.5821134	0.3983467	4
418414	72	-1102	-1433	-10.01873	-8.001328	-17.12788	0	10.38	4004	-9	-95	14	0.550347	0.4030024	4
418505	1425	4008	1036	-9.301202	-11.76977	-17.1332	0	10.38	4004	-8	48	39	0.5382952	0.4074398	4
418604	1997	-902	-1153	-5.885622	-9.741983	-16.4557	0	10.38	4003	-95	11	-18	0.5328404	0.4068685	4
418717	-2109	-292	-315	-8.305408	-11.24366	-16.59877	0	10.38	4002	95	-95	-11	0.4980107	0.4235061	4
418761	-994	-1120	-554	-8.588296	-11.88633	-16.36886	0	10.38	4003	49	-154	-20	0.4901928	0.4308224	4
418892	-652	211	879	-8.595271	-12.15259	-16.46012	0	10.38	4004	-61	31	7	0.4414918	0.4494669	4
418985	359	-2014	-942	-8.532909	-12.07902	-17.07062	0	10.38	4003	15	-198	6	0.4234369	0.4572928	4
419142	1201	431	61	-10.36568	-10.3606	-16.10352	0	10.04	4002	4	-79	0	0.4044494	0.46436	4
419204	414	-755	-1475	-8.820732	-9.951918	-16.08222	0	10.04	4002	-117	57	-48	0.3960977	0.4642012	4
419346	3	-2787	-1159	-12.1452	-12.02009	-16.86883	0	10.04	4002	-59	-147	6	0.3905458	0.4507261	4
419437	444	469	232	-6.516716	-10.36807	-17.43041	0	10.04	4003	-31	-22	44	0.3837958	0.4372942	4
419599	-1204	765	958	-8.381449	-12.32462	-17.78345	0	10.04	4003	6	-1	56	0.3978849	0.4132113	4
419683	1068	1546	-218	-8.228753	-9.655364	-16.9378	0	10.04	4002	-66	11	-18	0.4094461	0.3975902	4
419770	-1167	101	-543	-8.66533	-8.455083	-16.43628	0	10.04	4003	-10	58	8	0.422711	0.3968199	4
419863	70	820	-377	-10.74605	-8.024694	-16.431	0	10.04	4004	-82	65	-14	0.4571392	0.3953487	4
419989	-175	-1623	-35	-8.396111	-8.947321	-16.68249	0	10.55	4003	11	-81	-2	0.5014744	0.3979872	4
420102	654	1665	1318	-10.42035	-8.477551	-16.63964	0	10.55	4004	-76	94	31	0.5200593	0.4035095	4
420186	373	-1333	-1625	-11.51398	-13.18371	-16.73996	0	10.55	4002	9	-82	-18	0.5499502	0.404495	4
420273	-549	-1969	-1441	-12.81748	-12.41007	-16.45453	0	10.55	4003	21	-74	25	0.5759637	0.4076273	4
420355	-302	2343	-459	-10.02781	-12.89681	-16.06012	0	10.55	4002	-46	107	-20	0.5980864	0.4055765	4
420414	-247	-1751	-1178	-10.56429	-12.5819	-16.13327	0	10.55	4003	-10	-100	-6	0.6048883	0.4047647	4
420537	9	574	1513	-10.56105	-9.75858	-16.64971	0	10.55	4003	20	-88	15	0.6034226	0.3947465	4
420581	877	210	-1421	-10.24803	-9.623697	-16.46397	0	10.55	4003	-74	33	-36	0.6180696	0.3924652	4
420641	-536	-680	919	-8.581845	-10.26323	-16.42296	0	10.55	4003	86	-164	0	0.628327	0.3906162	4
420826	1554	933	2641	-9.549077	-8.729977	-16.59899	0	9.58	4003	-18	41	-11	0.6507011	0.3901843	4
420918	45	1450	413	-6.36905	-11.04724	-17.27129	0	9.58	4002	43	3	21	0.6626839	0.3890924	4
420963	-1080	-713	23	-8.564577	-8.197226	-16.89275	0	9.58	4003	-21	46	-22	0.6664928	0.3896722	4
421052	-678	-502	-1534	-8.792259	-6.614583	-16.56008	0	9.58	4004	-115	125	8	0.6649683	0.396853	4
421158	337	2103	931	-11.04807	-7.848997	-17.12612	0	9.58	4003	-44	70	26	0.6639784	0.4035683	4
421220	879	-1042	-1854	-9.724358	-9.225568	-16.94617	0	9.58	4004	-94	90	-5	0.6613814	0.4067165	4
421416	-285	1548	25	-11.93827	-11.18706	-16.40585	0	9.58	4003	-51	5	-5	0.6035081	0.4077894	4
421453	26	539	-364	-11.16074	-12.09592	-16.10044	0	9.58	4003	-34	-18	-29	0.5907674	0.4066803	4
421643	868	58	625	-7.04405	-9.956877	-13.95351	0	9.58	4004	-25	-3	-65	0.531517	0.3968106	4
421832	220	-882	820	-2.134655	-9.994551	-14.58006	0	10.26	4002	23	-105	-42	0.476153	0.396047	4
421895	880	-561	438	-0.9409578	-8.99933	-14.71768	0	10.26	4002	-76	-4	-53	0.4422994	0.4001318	4
421969	-666	39	352	-0.2082433	-8.901774	-15.10898	0	10.26	4003	-2	6	-46	0.3957882	0.3964589	4
422040	-1792	-456	-153	-0.4841827	-7.85768	-15.00948	0	10.26	4003	-5	-29	-42	0.3506843	0.3896236	4
422093	-1437	-708	-468	-1.498343	-7.047688	-14.89996	0	10.26	4004	-39	-37	-41	0.3382539	0.3883667	4
422230	454	1527	592	-0.2360573	-5.904046	-15.53447	0	10.26	4004	-68	10	-8	0.3090431	0.3654779	4
422298	-2049	1369	423	-1.569577	-6.786797	-16.35988	0	10.26	4004	46	-40	6	0.3123668	0.3482352	4
422472	-904	1325	-1067	-1.714704	-11.19031	-16.28	0	10.26	4002	0	56	-28	0.3003712	0.3018803	4
422541	-776	-1601	-1074	-3.769999	-9.301193	-16.0155	0	10.26	4002	22	-71	-38	0.3094997	0.2774545	4
422594	-109	-569	-499	-4.144269	-5.514674	-16.07726	0	10.77	4003	30	-74	-21	0.321339	0.2561661	4
422702	110	205	5	-5.501488	-4.300478	-16.39074	0	10.77	4003	-23	7	-17	0.3378987	0.2300863	4
422795	-1267	-1655	126	-4.378672	-5.839128	-16.36825	0	10.77	4002	34	-104	4	0.3819466	0.2158618	4
422911	1545	1742	530	-4.284226	-4.858164	-15.59632	0	10.77	4004	-21	-71	-3	0.4257696	0.2129832	4
423048	801	936	811	-9.620683	-4.234168	-15.50986	0	10.77	4002	27	-117	-38	0.4540339	0.2134279	4
423185	916	972	592	-6.68558	-5.047189	-16.32669	0	10.77	4003	-59	36	-4	0.5071668	0.2241298	4
423222	2521	146	516	-6.182379	-5.404006	-16.31092	0	10.77	4004	-37	-48	1	0.5204196	0.2265965	4
423311	473	-583	690	-3.399018	-7.074384	-16.53817	0	10.77	4003	88	-127	7	0.5547882	0.2343618	4
423465	1278	515	1039	-3.367665	-7.547301	-16.38685	0	10.77	4004	30	-57	8	0.5748538	0.2457885	4
423617	1513	255	-1565	-5.834874	-6.532655	-16.02775	0	10.21	4004	-71	34	-11	0.5773033	0.270788	4
423767	-1869	-657	1568	-6.72168	-7.967958	-16.38137	0	10.21	4002	-19	15	21	0.5829154	0.2723094	4
423856	-1673	80	-294	-5.032913	-6.962984	-16.20405	0	10.21	4003	53	-38	-26	0.5739418	0.2638352	4
423886	-1035	580	-1300	-6.853515	-6.153525	-16.03438	0	10.21	4004	-14	27	-33	0.562784	0.2608455	4
424068	-200	-650	270	-4.068914	-6.186324	-15.25024	0	10.21	4003	-11	-82	-24	0.5069346	0.2462571	4
424165	-387	717	-525	-1.478578	-6.530271	-15.44324	0	10.21	4004	-17	49	-43	0.4397817	0.2445297	4
424235	1502	254	423	-2.623812	-9.151759	-15.42424	0	10.21	4002	-50	-92	-15	0.4128113	0.2406562	4
424389	-916	-1188	-518	-2.816951	-8.745893	-15.6788	0	10.21	4003	30	-18	-29	0.3521294	0.2286392	4
424470	315	555	140	0.5922713	-8.467443	-16.1161	0	10.55	4002	-60	40	-17	0.3119051	0.224547	4
424540	-2551	-941	-277	-0.3303525	-8.593877	-16.47686	0	10.55	4003	72	-85	-19	0.2838493	0.2228213	4
424664	458	2737	-1322	1.236512	-10.44393	-16.09737	0	10.55	4004	-125	161	-14	0.226373	0.2171658	4
