time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	ultrasonic_alt	baro_alt	flight_mode
74	11	10	4	0.001054995	-0.01470144	-1.039518	0	12.48	4003	0	0	0	0.02	-0.1284711	3
166	1	10	3	0.01915431	-0.00986512	-1.042697	0	12.48	4003	0	0	0	0.02	-0.1396934	3
235	10	5	6	0.02694929	-0.0125626	-1.048077	0	12.48	4002	0	0	0	0.02	-0.1512111	3
388	8	9	1	0.01163859	-0.01640824	-1.051929	0	12.53	4003	0	0	0	0.02	-0.1601876	3
452	7	8	4	0.01123707	-0.01307903	-1.05413	0	12.53	4004	0	0	0	0.02	-0.1621433	3
516	0	17	-3	0.01895842	-0.01703842	-1.056576	0	12.53	4003	0	0	0	0.02	-0.1666068	3
700	11	2	5	0.01686499	-0.01132887	-1.067825	0	12.53	4003	0	0	0	0.02	-0.1742796	3
743	11	9	-1	0.02608988	-0.01262901	-1.06917	0	12.53	4003	0	0	0	0.02	-0.1744734	3
904	12	2	5	0.02078147	-0.02359635	-1.074795	0	12.53	4003	0	0	0	0.02	-0.1812094	3
1013	16	15	1	0.02142574	-0.006753015	-1.07828	0	12.53	4002	0	0	0	0.02	-0.1909249	3
1172	0	7	0	0.006436239	0.001722856	-1.085066	0	12.53	4004	0	0	0	0.02	-0.2009016	3
1241	7	11	-2	-0.007872174	-0.01126932	-1.088611	0	12.53	4003	0	0	0	0.02	-0.2015745	3
1373	5	10	6	0.005155652	-0.008774912	-1.091424	0	12.53	4003	0	0	0	0.02	-0.2056524	3
1412	1	4	5	0.007470821	-0.00313773	-1.09393	0	12.53	4002	0	0	0	0.02	-0.2086118	3
1603	5	-2	6	0.01303761	-0.001855353	-1.101205	0	12.53	4002	0	0	0	0.02	-0.2068377	3
1691	14	7	0	0.007523494	-0.004708332	-1.105852	0	12.53	4002	0	0	0	0.02	-0.2034009	3
1741	3	12	9	0.01195248	-0.003673526	-1.110192	0	12.53	4004	0	0	0	0.02	-0.20009	3
1816	8	4	7	0.01945402	-0.01434624	-1.112455	0	12.53	4003	0	0	0	0.02	-0.2002359	3
1960	6	6	4	0.01508946	-0.01523375	-1.117712	0	12.53	4004	0	0	0	0.02	-0.2027845	3
2010	2	14	0	0.02372215	-0.0161379	-1.119547	0	12.53	4003	0	0	0	0.02	-0.2012213	3
2111	-44	25	119	0.07057036	-0.04739743	-1.124866	0	12.48	4003	0	0	-2	0.02	-0.2026735	3
2279	-169	293	-94	0.04043499	-0.2073355	-1.12047	0	12.48	4003	12	12	2	0.02	-0.1970567	3
2352	125	-85	-64	-0.2092388	-0.3982633	-1.13533	0	12.48	4002	-3	0	3	0.02	-0.1944692	3
2423	270	-194	-118	-0.02512812	-0.1652186	-1.13386	0	12.48	4004	0	-8	1	0.02	-0.1964713	3
2532	64	26	14	0.2501721	0.001900898	-1.113018	0	12.48	4003	-8	-2	0	0.02	-0.1935934	3
2681	-53	21	88	0.305314	-0.0466544	-1.116373	0	12.48	4003	-5	-3	0	0.02	-0.1759022	3
2791	-82	137	-21	0.1266235	-0.03451998	-1.096618	0	12.48	4002	-9	-3	-4	0.02	-0.1687149	3
2878	111	2	-80	0.3633302	0.1309942	-1.111902	0	12.48	4003	5	-13	1	0.02	-0.1609177	3
2929	-164	42	27	0.2781028	0.1389748	-1.118262	0	12.48	4004	-24	2	0	0.02	-0.1556885	3
3079	25	-79	54	0.01764733	0.1779463	-1.117395	0	12.36	4002	1	9	-2	0.02	-0.1524008	3
3166	70	1	-45	-0.02211053	0.1212977	-1.109506	0	12.36	4004	2	-10	0	0.02	-0.1495394	3
3283	-16	74	24	-0.04104099	0.2425181	-1.116963	0	12.36	4002	-10	9	0	0.02	-0.1452526	3
3346	145	136	-26	-0.04299784	0.2107169	-1.110853	0	12.36	4002	18	-6	1	0.02	-0.142809	3
3461	-25	-33	-21	-0.1584615	0.08530133	-1.105659	0	12.36	4004	-8	-2	1	0.02	-0.1381726	3
3643	78	119	104	0.2630337	0.1008529	-1.136677	0	12.36	4003	3	-4	0	0.02	-0.1273778	3
3704	-75	154	54	0.0500449	0.1318949	-1.136439	0	12.36	4003	-1	-9	0	0.02	-0.1259056	3
3818	27	34	88	0.3671709	0.2648483	-1.178617	0	12.36	4003	0	-5	1	0.02	-0.1225512	3
3928	-56	73	10	0.2675171	0.2382415	-1.186576	0	12.36	4002	-1	-7	0	0.02	-0.1177461	3
4021	-10	-53	-194	0.02640293	0.1745874	-1.19986	0	12.48	4002	-9	-7	3	0.02	-0.1088274	3
4103	-65	-99	79	-0.1111126	0.2103781	-1.187933	0	12.48	4004	-17	1	0	0.02	-0.1023556	3
4221	60	-36	-97	0.002881898	0.1309785	-1.169204	0	12.48	4003	4	-7	3	0.02	-0.09853534	3
4284	146	-19	39	-0.08801517	0.5402593	-1.161006	0	12.48	4002	-6	11	0	0.02	-0.09341584	3
4402	-14	47	311	-0.09167489	0.7224174	-1.176514	0	12.48	4003	-3	0	-4	0.02	-0.07482985	3
4522	236	-2	-56	-0.1875509	0.2949854	-1.169992	0	12.48	4002	28	-33	1	0.02	-0.0641338	3
4670	-308	-203	187	-0.2161718	0.234975	-1.118806	0	12.48	4002	-35	-33	3	0.02	-0.03233221	3
4788	1153	-788	345	0.0278027	0.6147698	-1.089712	0	12.48	4002	11	-6	16	0.02	-0.009614364	3
4938	996	3564	-669	-2.091201	-4.858181	-1.666393	0	12.25	4003	-17	65	-19	0.02	0.03061225	3
5014	1174	4467	1093	-2.865848	-7.678936	-0.9483272	0	12.25	4004	-28	185	3	0.02	0.04096742	3
5118	-1459	62	1674	-3.522826	-8.686438	-1.181989	0	12.25	4004	133	-114	-49	0.02	0.04925655	3
5182	1218	153	2072	-0.4052812	-7.237846	-2.502329	0	12.25	4003	-36	-37	-57	0.02	0.05970588	3
5267	-3008	-1452	2887	2.187407	-6.404844	-6.917591	0	12.25	4002	-76	18	-45	0.02	0.07009368	3
5321	-3615	-2577	2316	1.090341	-4.615969	-8.427938	0	12.25	4002	-1	-22	-34	0.02	0.08347082	3
5516	-1973	-2022	2314	-5.03802	-1.749845	-15.88994	0	12.25	4002	46	-67	26	0.02	0.1114363	3
5543	-1736	-1245	1000	-5.760043	-0.3497407	-16.76056	0	12.25	4004	-29	-19	4	0.02	0.1157852	3
5631	-350	-738	818	-7.877817	-1.816145	-17.94026	0	12.25	4003	-9	-66	7	0.02	0.1452257	3
5806	1251	472	720	-6.817361	-1.568715	-21.21795	0	12.14	4003	-9	-32	-17	0.02	0.1815937	3
5921	0	-226	1075	-4.336396	-5.454603	-23.65568	0	12.14	4002	26	-74	-12	0.02	0.2029042	3
6004	646	167	1202	-2.928428	-4.700517	-25.89107	0	12.14	4002	-45	57	-7	0.02	0.2123096	3
6108	1334	-753	1275	-0.5509334	-7.786307	-27.3162	0	12.14	4002	-28	-64	-14	0.02	0.2335231	3
6199	284	-434	2461	-2.489762	-4.802498	-29.1606	0	12.14	4004	-45	86	16	0.02	0.2390455	3
6231	1177	150	-116	-3.654698	-4.279875	-29.55529	0	12.14	4004	-12	-37	-31	0.02	0.2404452	3
6362	-65	-2254	-807	-1.615063	-8.681246	-31.36747	0	12.14	4003	85	-1	-8	0.02	0.2515633	3
6481	-949	941	356	-2.875985	-6.055916	-32.58154	0	12.14	4002	65	-7	-3	0.02	0.2727417	3
6602	684	-2335	-347	-5.190432	-4.46709	-33.54662	0	12.14	4003	-57	111	26	0.02	0.2866032	3
6719	277	-2727	-2565	-8.426908	-6.173441	-33.15203	0	11.63	4003	-62	189	10	0.02	0.2880062	3
6834	602	1279	823	-5.580675	-6.47916	-32.92313	0	11.63	4003	-10	2	-17	0.02	0.2898795	3
6907	816	69	545	-1.923173	-9.523793	-33.16462	0	11.63	4003	-76	37	-28	0.02	0.2928163	3
7053	904	-1534	1748	-1.36285	-5.897525	-36.06636	0	11.63	4007	41	-128	-9	0.02	0.2947161	3
7161	898	-369	-443	-3.152902	-4.402297	-38.67202	0	11.63	4003	12	-164	18	0.02	0.296103	3
7235	99	973	1233	-3.70191	-6.669642	-39.7893	0	11.63	4003	-54	3	54	0.02	0.298189	3
7361	-10	633	-1700	-6.357311	-5.749579	-38.87061	0	11.63	4003	-21	-58	4	0.02	0.3019021	3
7474	-1177	-972	-954	-7.596925	-7.993324	-38.21684	0	11.63	4003	-21	-57	-24	0.02	0.3081233	3
7620	2506	360	-446	-6.902794	-8.057254	-37.75486	0	11.85	4003	-27	114	-32	0.02	0.3087014	3
7718	-2070	-1436	-805	-5.886287	-4.443554	-38.08632	0	11.85	4004	15	-63	-10	0.02	0.3070207	3
7804	-627	1081	-886	-8.607552	-5.906337	-38.18746	0	11.85	4003	-115	138	2	0.02	0.3011345	3
7901	-2277	-2256	-1168	-9.850959	-4.874138	-38.00439	0	11.85	4003	93	-192	-25	0.02	0.2937988	3
7969	-1360	-196	-370	-11.10167	-6.377782	-37.77612	0	11.85	4004	93	-193	-6	0.02	0.2890101	3
8078	-1118	-2560	-1183	-11.83238	-8.650175	-37.90923	0	11.85	4002	-21	27	-15	0.02	0.2866016	3
8096	-1118	-2560	-1183	-11.83238	-8.650175	-37.90923	0	11.85	4002	-21	27	-15	0.02	0.2866016	3
8210	-1252	588	-802	-12.0698	-9.954168	-38.40375	0	11.85	4003	35	-1	-25	0.02	0.284232	3
8310	1946	877	2310	-9.583393	-8.106225	-38.32261	0	11.85	4003	-14	-214	-11	0.02	0.2867448	3
8400	-2441	-897	2786	-10.72603	-7.977436	-38.90111	0	11.85	4002	-51	305	50	0.02	0.2904941	3
8586	-1084	1089	520	-10.99661	-7.202363	-39.53227	0	11.68	4002	-29	98	15	0.02	0.2925564	3
8699	-1658	-1736	-1935	-11.87307	-7.382912	-39.09801	0	11.68	4004	69	-105	-16	0.02	0.2988243	3
8747	322	-582	-1336	-9.944817	-5.852834	-38.00848	0	11.68	4003	-51	29	15	0.02	0.3041821	3
8836	293	1527	644	-8.996042	-6.638748	-37.74646	0	11.68	4003	95	-174	-18	0.02	0.3114675	3
8937	1730	241	-1266	-9.450417	-6.229332	-35.183	0	11.68	4003	-18	5	-33	0.02	0.3170287	3
9052	1998	-10	-1401	-7.005962	-6.658952	-34.52992	0	11.68	4004	41	-144	-35	0.02	0.3308407	3
9242	1647	-1814	-824	-5.261167	-4.478766	-35.68018	0	11.68	4003	-17	108	9	0.02	0.3483493	3
9337	687	-2553	-289	-4.326354	-6.717192	-35.816	0	11.68	4003	110	-237	11	0.02	0.3600157	3
9452	-237	355	-989	-5.755644	-5.069347	-34.67958	0	11.91	4003	53	-208	-2	0.02	0.3638642	3
9623	89	-1588	-735	-3.506636	-4.830424	-35.40267	0	11.91	4003	-29	-43	-19	0.02	0.3640161	3
9726	-2649	-862	-180	-4.578995	-4.599139	-35.37426	0	11.91	4002	41	9	1	0.02	0.3640832	3
9752	-1643	-2117	-241	-6.665111	-4.74399	-35.21262	0	11.91	4002	1	-61	-8	0.02	0.3630985	3
9937	-1594	-1618	-139	-9.624045	-1.898492	-35.1492	0	11.91	4002	5	-73	-13	0.02	0.3650037	3
9992	-906	49	364	-9.323583	-1.141608	-35.34732	0	11.91	4004	-13	-26	0	0.02	0.3637529	3
10106	-1334	227	470	-10.81669	-3.483943	-35.57166	0	11.91	4002	-11	-40	2	0.02	0.3596702	3
10228	-718	1533	-2075	-11.08717	-5.077449	-35.37711	0	11.91	4003	-16	-193	-17	0.02	0.3626103	3
10247	1592	5519	1413	-10.55436	-6.083953	-35.30481	0	11.91	4002	-16	-193	-17	0.02	0.3623896	3
10427	1466	-2204	-1441	-7.191955	-8.379362	-35.47896	0	11.06	4004	-120	99	-1	0.02	0.3676228	3
10519	-1015	-1270	-1025	-7.925473	-8.877981	-35.89663	0	11.06	4002	64	-75	-11	0.02	0.3707233	3
10590	2446	-146	-376	-6.069581	-6.629881	-35.73515	0	11.06	4003	-80	-2	29	0.02	0.3736706	3
10735	2334	4311	-575	-7.738306	-10.97314	-35.82227	0	11.06	4004	2	-188	-8	0.02	0.3691047	3
10861	-922	-1112	216	-5.399132	-9.67417	-35.36017	0	11.06	4004	29	13	6	0.02	0.3602681	3
10970	856	-737	143	-3.28724	-6.054967	-35.75047	0	11.06	4004	123	-171	4	0.02	0.3483078	3
11004	852	1045	1042	-2.695946	-6.671422	-36.20274	0	11.06	4004	-83	29	42	0.02	0.337719	3
11187	628	-737	-1028	-3.838003	-7.003398	-35.54276	0	11.06	4002	-37	-43	5	0.02	0.3258934	3
11241	319	-442	-1372	-6.441504	-8.063702	-34.77593	0	11.4	4004	12	-22	0	0.02	0.3256184	3
11377	-333	-42	686	-3.477559	-9.903271	-35.57731	0	11.4	4002	34	-62	6	0.02	0.3162108	3
11514	-994	-238	1081	-5.442621	-9.497548	-35.31738	0	11.4	4003	-32	-51	16	0.02	0.3111448	3
11551	-511	1621	538	-6.491978	-7.049043	-35.00557	0	11.4	4004	-51	109	-7	0.02	0.308236	3
11602	-1866	1572	-921	-7.958377	-9.025273	-34.92515	0	11.4	4003	11	-21	-13	0.02	0.3062851	3
11712	-497	652	240	-6.590641	-7.448932	-35.12183	0	11.4	4004	-30	16	4	0.02	0.2906484	3
11835	420	2693	-1044	-5.669829	-9.832107	-35.08953	0	11.4	4002	-82	76	-17	0.02	0.2773421	3
11932	-2190	519	-293	-5.480314	-11.40563	-34.57362	0	11.4	4003	40	-74	-25	0.02	0.2733993	3
12081	-54	214	-74	-4.053358	-10.82002	-34.35558	0	11.4	4004	22	-3	-29	0.02	0.2761524	3
12142	1396	-3159	-65	-1.728796	-7.598589	-34.58808	0	11.68	4002	-55	-10	-29	0.02	0.2807493	3
12251	720	1374	1003	-2.728987	-4.42633	-35.61249	0	11.68	4003	-23	0	24	0.02	0.2859987	3
12320	1677	393	-304	-2.678964	-5.575924	-35.63936	0	11.68	4003	-58	-5	-12	0.02	0.2896533	3
12423	-639	-1668	-937	-4.266515	-3.14725	-34.93628	0	11.68	4003	47	-63	-34	0.02	0.2920206	3
12548	1657	1168	544	-2.683375	-6.483072	-34.57907	0	11.68	4003	-34	15	-16	0.02	0.294078	3
12631	-427	-1912	268	-3.459188	-4.59084	-34.95714	0	11.68	4003	-25	29	-5	0.02	0.299878	3
12796	1100	-930	549	-1.471004	-7.388788	-35.46332	0	11.68	4003	-24	-49	6	0.02	0.3068236	3
12895	1080	-3044	-155	-3.195825	-2.694987	-35.2924	0	11.68	4003	-84	-79	24	0.02	0.3019421	3
12960	-293	-1256	-834	-4.549978	-3.370806	-35.5823	0	11.68	4002	-30	100	1	0.02	0.2996953	3
13081	-91	-2162	85	-2.943479	-7.06408	-35.53065	0	11.63	4008	12	-117	4	0.02	0.2933479	3
13138	404	-2164	-1741	-2.835543	-4.109601	-34.93484	0	11.63	4002	15	-125	-45	0.02	0.285535	3
13274	-2395	-1611	160	-3.23119	-7.63482	-34.82154	0	11.63	4003	12	-50	-9	0.02	0.2774827	3
13411	-3193	-554	-114	-2.368512	-5.781789	-34.44812	0	11.63	4006	-31	-1	-37	0.02	0.2794934	3
13516	-3340	-3067	-68	-5.286535	-4.358375	-34.36174	0	11.63	4002	33	-90	-29	0.02	0.2791958	3
13606	659	1445	319	-4.736049	-4.241133	-33.85442	0	11.63	4004	-23	-30	-17	0.02	0.2784985	3
13801	76	750	1088	-2.373143	-5.601557	-34.90512	0	11.63	4004	34	-121	9	0.02	0.2316873	3
13809	978	3955	2277	-2.947116	-6.612383	-35.41203	0	11.63	4002	34	-121	9	0.02	0.2316873	3
13917	-460	1849	-419	-4.610264	-10.4812	-36.14537	0	11.91	4002	31	-17	27	0.02	0.1931312	3
14049	728	3118	311	-3.199652	-11.3095	-35.66357	0	11.91	4002	-121	177	0	0.02	0.1602485	3
14182	1280	2842	849	-3.531252	-15.35403	-34.22754	0	11.91	4002	-43	-6	-24	0.02	0.1439572	3
14369	2132	1658	638	-0.8398614	-14.23038	-34.98096	0	11.91	4003	-53	-17	-15	0.02	0.1341558	3
14497	122	-161	563	-2.718314	-10.35974	-36.09829	0	11.91	4003	50	-42	32	0.02	0.1442665	3
14573	4683	2199	-802	-2.485781	-9.669971	-35.17294	0	11.91	4002	-160	123	-27	0.02	0.1580233	3
14702	-995	-2366	750	-4.320424	-6.172313	-34.79835	0	11.91	4003	15	-229	-14	0.02	0.1903929	3
14805	617	887	-313	-3.778044	-7.512541	-35.26649	0	11.91	4003	12	-10	-9	0.02	0.21601	3
14980	4	2440	578	-4.09006	-7.847083	-35.28358	0	11.51	4002	-36	130	21	0.1313958	0.2524702	4
15061	-1872	558	-742	-6.181729	-11.74538	-35.8016	0	11.51	4003	75	-97	-11	0.2896943	0.2607462	4
15148	-1288	-341	-1182	-5.525365	-10.87165	-35.09936	0	11.51	4004	99	-127	-8	0.5013864	0.2832015	4
15235	-2442	-3233	355	-5.97328	-9.798359	-34.81134	0	11.51	4003	-29	-15	-44	0.647809	0.3029901	4
15362	-1444	-5676	-2165	-5.243544	-2.153266	-34.50888	0	11.51	4002	49	-228	-52	0.6398605	0.3238078	4
15397	-3129	-2402	667	-7.084019	-1.149778	-34.98581	0	11.51	4003	41	-57	11	0.7201402	0.3259384	4
15469	-2363	-5409	-1167	-9.797996	2.741099	-35.17248	0	11.51	4004	8	-68	-11	0.8933731	0.338952	4
15599	-5754	-3784	351	-11.653	4.239418	-35.61921	0	11.51	4003	68	-51	10	0.9986604	0.3575613	4
15670	-4689	-3981	97	-16.30301	4.137125	-35.61456	0	11.51	4003	-2	-109	11	1.05973	0.367107	4
15760	-187	-1267	-975	-15.97592	2.372193	-35.40475	0	12.14	4002	37	-58	-9	1.132226	0.3764579	4
15909	2609	2103	-150	-9.796386	-4.211783	-35.51474	0	12.14	4004	-15	-99	22	1.085776	0.3916295	4
16022	4066	5737	582	0.1620625	-16.82919	-35.94648	0	12.14	4003	39	-110	-2	1.105325	0.4060459	4
16131	-1226	-695	-2592	-0.2075774	-18.99371	-35.31973	0	12.14	4003	-63	207	-21	1.170638	0.414563	4
16187	-848	2480	981	-0.7688225	-16.60095	-35.0134	0	12.14	4003	15	106	-41	1.183096	0.4191373	4
16359	1892	-528	37	-1.607005	-12.00259	-34.47915	0	12.14	4003	-60	22	-12	1.087452	0.424723	4
16529	3189	94	163	5.39171	-14.4772	-35.68826	0	12.14	4004	-7	-94	17	1.108803	0.4285563	4
16615	-625	835	524	4.823595	-13.78712	-35.63205	0	11.8	4002	55	-40	0	1.137395	0.4288694	4
16686	-2312	-2800	-1251	0.06760242	-9.628134	-35.20782	0	11.8	4003	43	-122	-34	1.145087	0.4230173	4
16778	-2213	1265	-310	-0.5590279	-10.0732	-34.89269	0	11.8	4004	0	-22	-17	1.142582	0.4150549	4
16854	-7605	-1050	131	-5.672041	-8.312141	-35.13925	0	11.8	4003	62	-42	-16	1.178481	0.4114495	4
16985	-570	758	-224	-10.8132	-5.646125	-35.02229	0	11.8	4002	50	-112	0	1.185009	0.4010154	4
17073	-168	-74	150	-9.979698	-5.598428	-35.50167	0	11.8	4002	25	-64	4	1.160577	0.3881235	4
17143	683	-1830	-300	-8.556591	-2.961042	-35.84568	0	11.8	4002	-41	-15	1	1.112267	0.3775933	4
17272	1939	-2719	-621	-8.789582	-2.975645	-35.89985	0	11.8	4003	-48	-146	8	0.9928866	0.352105	4
17441	831	1057	915	-8.2863	-6.452637	-36.33221	0	11.8	4003	-42	76	15	0.8078786	0.3273938	4
17549	570	-1143	131	-7.187355	-8.32231	-35.75578	0	11.97	4002	35	-137	10	0.6724715	0.3135538	4
17694	-674	4759	270	-6.310459	-7.833229	-36.32893	0	11.97	4003	-6	-54	50	0.5464116	0.2855313	4
17785	45	3572	-214	-4.932249	-25.9102	-33.66368	0	11.97	4008	-18	106	-50	0.4424867	0.2687133	4
17957	273	-1646	679	-4.363753	-3.001888	-36.25371	0	11.97	4002	21	-8	10	0.3212005	0.2200058	4
18114	783	-1977	-2138	-4.533653	-3.843226	-36.32602	0	11.97	4002	-106	59	17	0.3211069	0.1720766	4
18214	-1897	1018	-1159	-6.347224	-5.421532	-35.17424	0	11.97	4003	38	-22	-28	0.3734876	0.1521056	4
18395	-750	1489	610	-7.052883	-12.75599	-34.96447	0	11.97	4003	-89	10	-8	0.5330417	0.1383009	4
18463	-1245	395	-156	-4.37261	-15.04797	-34.88878	0	11.91	4002	8	-51	-20	0.6579037	0.1420978	4
18527	-2030	267	-523	-4.211239	-15.33104	-35.09982	0	11.91	4003	83	-62	-17	0.6400209	0.1548659	4
18603	240	739	544	-3.494826	-11.46311	-35.51252	0	11.91	4003	-51	26	-7	0.7284598	0.1686112	4
18709	-950	426	-1311	-5.103287	-9.309206	-35.68024	0	11.91	4003	26	-123	-15	0.9165876	0.1957882	4
18910	322	-742	23	-7.860129	-9.534204	-34.87613	0	11.91	4002	-87	89	-22	0.9938462	0.2336204	4
19102	199	-3513	471	-5.278478	-3.593985	-35.117	0	11.91	4003	-7	-113	-7	0.9772211	0.2603126	4
19136	-142	-56	-586	-3.750987	-3.687877	-35.20283	0	11.91	4003	75	-113	-16	1.013269	0.2702521	4
19217	-308	348	-17	-3.652995	-8.70959	-35.12112	0	11.91	4003	73	-92	-8	1.079294	0.3039001	4
19455	1371	690	-218	-3.619343	-4.993214	-34.93308	0	11.29	4004	-54	24	-21	1.137285	0.3489562	4
19598	-1054	-1563	-397	-4.997027	-4.264907	-35.11916	0	11.29	4003	42	-109	-15	1.094148	0.3830162	4
19656	950	-341	813	-3.536344	-5.742022	-35.25041	0	11.29	4004	9	-171	3	1.10458	0.3942782	4
19738	294	497	-4	-2.342873	-4.565468	-35.49653	0	11.29	4002	40	-51	0	1.072917	0.4236297	4
19835	-398	-2068	335	-4.735541	-2.16594	-35.67083	0	11.29	4003	-29	-92	17	1.074218	0.4354882	4
19975	-1784	-1968	706	-7.331536	-0.3057891	-35.32571	0	11.29	4003	18	-79	10	1.124554	0.4447292	4
20108	167	440	-591	-8.019994	-2.661597	-35.07454	0	11.29	4002	-15	-37	7	1.099806	0.452401	4
20144	121	2268	474	-8.10764	-2.693264	-34.97745	0	11.29	4002	-15	-37	7	1.103667	0.4530169	4
20315	728	562	1630	-6.687566	-2.442106	-35.20585	0	11.85	4003	-28	-35	13	1.155053	0.4475355	4
20405	-382	448	596	-4.573213	-6.645133	-35.31522	0	11.85	4003	55	-83	5	1.185846	0.4449748	4
20474	-469	196	-319	-3.479645	-8.253864	-35.19955	0	11.85	4003	-29	-11	-9	1.21287	0.4321551	4
20559	-262	-777	-292	-5.355145	-8.373575	-35.1725	0	11.85	4002	45	-90	-9	1.225508	0.4243491	4
20608	-460	1079	364	-3.723383	-8.737653	-35.38017	0	11.85	4003	34	-4	-5	1.225944	0.4074479	4
20820	357	1525	821	-4.389338	-5.039329	-35.44028	0	11.85	4003	-4	87	9	1.168162	0.3670936	4
20986	1817	3937	984	-1.463342	-7.915149	-35.67196	0	11.85	4003	-14	14	-26	0.9505008	0.3272732	4
21160	-1408	1067	-505	-0.1064644	-10.00302	-35.31847	0	11.4	4002	7	-55	-6	0.7296325	0.2957924	4
21353	-1237	-166	-357	-1.127092	-5.987579	-36.68029	0	11.4	4003	21	-98	40	0.5467233	0.2752463	4
21423	-786	1447	67	-3.744553	-6.931006	-36.7404	0	11.4	4004	37	-6	21	0.4893773	0.2579528	4
21600	-1779	-1421	954	-7.625564	-2.076533	-35.87057	0	11.4	4004	9	84	9	0.3552274	0.2039358	4
21692	1390	714	-1238	-8.432137	-2.410758	-35.55396	0	11.4	4004	-70	-46	12	0.30121	0.1590729	4
21776	-958	-1168	-1508	-7.561728	-5.597154	-35.92785	0	11.4	4002	28	-231	16	0.2774775	0.14348	4
21834	897	3056	625	-6.921013	-6.063544	-36.0203	0	11.4	4003	-83	3	-1	0.265217	0.1193181	4
21924	338	-34	1161	-6.929882	-9.13948	-35.51912	0	11.4	4003	62	-163	16	0.2722013	0.09717094	4
22109	118	681	-847	-7.831397	-8.108735	-35.06264	0	11.06	4003	-17	49	-9	0.3424011	0.07612868	4
22192	1086	-556	1382	-5.44543	-9.404421	-35.11602	0	11.06	4003	-44	56	-10	0.4017745	0.06957904	4
22351	1382	1773	2013	-4.834704	-11.65345	-35.02873	0	11.06	4004	-116	209	17	0.5763261	0.06929615	4
22451	-1481	647	-1880	-7.040558	-10.71437	-35.11887	0	11.06	4004	57	-158	-38	0.6901764	0.08230035	4
22539	1688	35	863	-4.698991	-10.40849	-35.01664	0	11.06	4004	-42	-24	0	0.753054	0.09899932	4
22674	-639	232	-574	-4.402638	-8.775015	-34.4503	0	11.06	4002	-64	97	-20	0.9020761	0.1238798	4
22830	760	-2151	-500	-5.712887	-5.017808	-34.95381	0	11.06	4004	-37	14	-18	1.051418	0.1651665	4
22930	383	-3842	345	-5.621062	-1.915284	-35.51304	0	11.06	4002	-26	-34	11	1.068284	0.1848409	4
23010	-732	-2375	-438	-4.66089	0.2045026	-35.45625	0	10.89	4003	52	-38	-10	1.025215	0.2216339	4
23119	282	-3058	-695	-4.920492	2.125193	-35.62539	0	10.89	4002	2	-107	-10	1.012464	0.256692	4
23284	680	2614	793	-7.351063	-5.462266	-35.5158	0	10.89	4003	-53	-11	20	1.001459	0.3120887	4
23322	1134	3446	-735	-6.794328	-7.113416	-35.24923	0	10.89	4003	-76	63	-31	1.085352	0.3436441	4
23450	471	1953	655	-6.380097	-12.07702	-34.69389	0	10.89	4002	39	-160	-12	1.120819	0.3836577	4
23539	112	3682	-70	-6.732694	-13.3066	-34.69776	0	10.89	4003	-39	184	-15	1.031721	0.4201188	4
23629	565	-322	-579	-5.989943	-7.679191	-34.98826	0	10.89	4003	-6	19	-26	1.088331	0.4448523	4
23806	750	1456	-939	-7.356048	-9.831691	-34.49285	0	10.89	4004	-32	46	8	1.120356	0.4781328	4
23868	-346	-158	-353	-6.675627	-9.779597	-34.1671	0	11.85	4002	93	-150	-16	1.0884	0.4839576	4
23945	-1286	-2361	-909	-6.754204	-10.27461	-33.76735	0	11.85	4002	133	-233	-34	1.071159	0.4900098	4
24112	-595	-1836	-1783	-2.364723	-7.700999	-33.8862	0	11.85	4002	101	-82	-19	1.010979	0.5057295	4
24167	905	-2692	1060	-1.49025	-7.878676	-34.15091	0	11.85	4003	102	-85	3	1.107075	0.5147347	4
24249	466	-944	-776	0.6907249	-8.148757	-34.0713	0	11.85	4002	-100	117	-4	1.218096	0.5299075	3
24418	-42	-1161	543	2.208415	-4.863042	-32.88276	0	11.85	4003	96	-124	-56	1.340396	0.5754434	3
24514	-689	-1060	797	2.395776	-4.67904	-33.77805	0	11.85	4003	-62	131	-40	1.388187	0.6076484	3
24582	-4220	-7063	-538	0.2149143	2.489152	-34.91384	0	11.85	4003	139	-176	7	1.412613	0.6340907	3
24732	-2043	-2812	333	-6.213964	2.02091	-35.36871	0	11.85	4004	34	-111	16	1.448424	0.7011322	3
24790	-3306	-2293	-1585	-7.543058	0.7425769	-34.87416	0	11.23	4002	-34	53	5	1.461406	0.7298936	3
24938	-503	-458	399	-7.729465	-2.355449	-33.90279	0	11.23	4002	-117	162	-28	1.484068	0.7936019	3
25027	-1268	-4468	957	-5.767866	-1.256554	-33.8312	0	11.23	4004	-20	-39	-14	1.490277	0.8305696	3
25079	-1926	-5499	1054	-7.33444	1.203387	-34.53894	0	11.23	4004	91	-130	1	1.495306	0.870662	3
25263	1080	3258	-351	-5.24698	-1.821801	-35.81994	0	11.23	4004	-21	47	19	1.504086	0.9676474	3
25438	7218	5015	-124	-3.279874	-1.500086	-34.94256	0	11.23	4004	-113	47	14	1.510018	1.087029	3
