time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
308485	3	0	3	0.08754818	-0.009787428	0.2180696	0	12.19	4002	0	0	0	0	0.02	-0.07371346	1	10	0.04	1800	-4.157135	0	0
308632	15	-5	1	0.08169629	-0.01404769	0.223816	0	12.14	4003	0	0	0	0	0.02	-0.07456291	1	10	0.04	1800	-4.153748	0	0
308738	6	1	-7	0.08632874	-0.02013958	0.2288292	0	12.14	4004	0	0	0	0	0.02	-0.08007284	1	10	0.04	1800	-4.382172	0	0
308786	10	-2	-2	0.09007182	-0.01813838	0.2304187	0	12.14	4004	0	0	0	0	0.02	-0.08597148	1	10	0.04	1800	-4.386932	0	0
308923	9	-1	0	0.09618226	-0.01471692	0.2327417	0	12.14	4003	0	0	0	0	0.02	-0.09327362	1	10	0.04	1800	-4.173523	0	0
309077	8	-1	-4	0.09568451	-0.01611662	0.2375713	0	12.14	4004	0	0	0	0	0.02	-0.09083802	1	10	0.04	1800	-4.412262	0	0
309120	4	-1	-3	0.09661835	-0.01450046	0.2384884	0	12.14	4002	0	0	0	0	0.02	-0.08862296	1	10	0.04	1800	-4.412262	0	0
309185	2	-1	-2	0.09461387	-0.01392841	0.2390998	0	12.14	4004	0	0	0	0	0.02	-0.08230117	1	10	0.04	1800	-4.380554	0	0
309279	10	4	-4	0.1015708	-0.01551537	0.2428288	0	12.14	4002	0	0	0	0	0.02	-0.07548645	1	10	0.04	1800	-4.190582	0	0
309416	10	2	-1	0.09972343	-0.01763822	0.2453963	0	12.14	4004	0	0	0	0	0.02	-0.05403383	1	10	0.04	1800	-4.163696	0	0
309483	4	-1	0	0.1011118	-0.01469581	0.2475362	0	12.19	4002	0	0	0	0	0.02	-0.04575276	1	10	0.04	1800	-4.194092	0	0
309612	7	-2	1	0.1002081	-0.006258782	0.2506541	0	12.19	4002	0	0	0	0	0.02	-0.04060637	1	10	0.04	1800	-4.177155	0	0
309772	6	5	-2	0.1070338	-0.004950143	0.2546279	0	12.19	4002	0	0	0	0	0.02	-0.03135457	1	10	0.04	1800	-4.193451	0	0
309815	14	1	-3	0.1149536	-0.008665321	0.2598246	0	12.19	4003	0	0	0	0	0.02	-0.03039577	1	10	0.04	1800	-4.179871	0	0
309895	3	-3	-1	0.1181783	-0.007163543	0.2619034	0	12.19	4003	0	0	0	0	0.02	-0.02708449	1	10	0.04	1800	-4.198944	0	0
310099	9	-3	-5	0.1143577	-0.01933231	0.2687505	0	12.19	4004	0	0	0	0	0.02	-0.02773356	1	10	0.04	1800	-4.429718	0	0
310129	3	-10	0	0.1127612	-0.01919058	0.2694841	0	12.19	4003	0	0	0	0	0.02	-0.02900912	1	10	0.04	1800	-4.38913	0	0
310206	10	4	-5	0.1102071	-0.0152231	0.2722963	0	12.19	4003	0	0	0	0	0.02	-0.03968601	1	10	0.04	1800	-4.212006	0	0
310309	9	-1	-1	0.1087342	-0.02015978	0.2749861	0	12.19	4003	0	0	0	0	0.02	-0.04971122	1	10	0.04	1800	-4.212006	0	0
310433	6	-2	-3	0.1046282	-0.01419754	0.2808556	0	12.19	4002	0	0	0	0	0.02	-0.0546085	1	10	0.04	1800	-4.199677	0	0
310534	7	1	-3	0.1030619	-0.01255209	0.2822005	0	12.19	4002	0	0	0	0	0.02	-0.06902604	1	10	0.04	1800	-4.613007	0	0
310613	9	-3	1	0.1021431	-0.01113484	0.2823838	0	12.19	4004	0	0	0	0	0.02	-0.07282441	1	10	0.04	1800	-4.182709	0	0
310724	13	-6	0	0.109565	-0.01229611	0.2843402	0	12.19	4004	0	0	0	0	0.02	-0.07219708	1	10	0.04	1800	-4.189789	0	0
310815	8	-5	-1	0.1126678	-0.01035435	0.2842179	0	12.19	4004	0	0	0	0	0.02	-0.07218745	1	10	0.04	1800	-3.988892	0	0
311036	9	-3	-2	0.1163084	-0.00409884	0.2900259	0	12.19	4004	0	0	0	0	0.02	-0.07196328	1	10	0.04	1800	-4.447418	0	0
311172	2	1	-3	0.1125272	-0.01009932	0.2937553	0	12.19	4003	0	0	0	0	0.02	-0.06037514	1	10	0.04	1800	-4.205597	0	0
311226	2	-2	-5	0.1070041	-0.007352987	0.295467	0	12.19	4002	0	0	0	0	0.02	-0.05923265	1	10	0.04	1800	-4.206665	0	0
311329	7	-1	0	0.1003732	-0.004368676	0.2965065	0	12.19	4003	0	0	0	0	0.02	-0.05445992	1	10	0.04	1800	-4.198059	0	0
311471	7	-1	0	0.09986539	-0.005680275	0.2973626	0	12.19	4004	0	0	0	0	0.02	-0.04376279	1	10	0.04	1800	-4.159912	0	0
311530	16	-3	-4	0.09476873	-0.0113644	0.2991968	0	12.19	4003	0	0	0	0	0.02	-0.04311499	1	10	0.04	1800	-4.17334	0	0
311627	11	0	-2	0.09561685	-0.01368062	0.3012143	0	12.19	4002	0	0	0	0	0.02	-0.0377318	1	10	0.04	1800	-4.188141	0	0
311759	2	0	-1	0.09408175	-0.009917606	0.3021923	0	12.19	4004	0	0	0	0	0.02	-0.01955659	1	10	0.04	1800	-3.937195	0	0
311838	7	4	-5	0.09611449	-0.01226218	0.3047597	0	12.19	4004	0	0	0	0	0.02	-0.006627128	1	10	0.04	1800	-4.410095	0	0
312001	5	-2	-5	0.09801335	-0.009603372	0.3070827	0	12.19	4003	0	0	0	0	0.02	0.01456769	1	10	0.04	1800	-4.160095	0	0
312041	11	-2	-1	0.09868379	-0.009502729	0.3078775	0	12.19	4003	0	0	0	0	0.02	0.01938599	1	10	0.04	1800	-4.160095	0	0
312146	5	-2	-2	0.1023404	-0.008534358	0.3121573	0	12.19	4003	0	0	0	0	0.02	0.02591751	1	10	0.04	1800	-4.196045	0	0
