time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
30	22	-2	0	0.3760538	-0.002170016	-1.88715	0	12.42	4003	0	0	0	0	0.02	-0.1945746	1	10	0.04	1800	-2.189789	40.92381	-91.36201
139	26	0	-3	0.3752156	-0.00785106	-1.887089	0	12.42	4002	0	0	0	0	0.02	-0.1760152	1	10	0.04	1800	-1.959045	40.92383	-91.39077
242	27	-6	0	0.3714435	-0.003373708	-1.88874	0	12.42	4004	0	0	0	0	0.02	-0.1695103	1	10	0.04	1800	-2.177551	40.92384	-91.39359
400	30	-6	-5	0.3737895	-0.006089536	-1.888862	0	12.42	4004	0	0	0	0	0.02	-0.1545466	1	10	0.04	1800	-1.949829	40.92384	-91.39362
492	30	0	3	0.3765622	-0.01769215	-1.895404	0	12.42	4002	0	0	0	0	0.02	-0.1282201	1	10	0.04	1800	-2.172821	40.92383	-91.39362
619	27	-5	0	0.3882864	-0.02123671	-1.898644	0	12.42	4004	0	0	0	0	0.02	-0.1267114	1	10	0.04	1800	-1.968933	40.92383	-91.39362
671	36	-5	1	0.3901417	-0.02203339	-1.898522	0	12.42	4003	0	0	0	0	0.02	-0.1239792	1	10	0.04	1800	-1.972809	40.92383	-91.39362
773	30	-4	-2	0.3852187	-0.01898822	-1.901089	0	12.42	4003	0	0	0	0	0.02	-0.1152445	1	10	0.04	1800	-1.971283	40.92383	-91.39362
873	30	1	-1	0.3832525	-0.01656501	-1.90005	0	12.42	4002	0	0	0	0	0.02	-0.1111284	1	10	0.04	1800	-2.190277	40.92383	-91.39362
977	28	-2	1	0.3797444	-0.01384688	-1.900539	0	12.48	4002	0	0	0	0	0.02	-0.1138884	1	10	0.04	1800	-2.198578	40.92383	-91.39362
1092	26	-1	7	0.3805031	-0.0138339	-1.902251	0	12.48	4002	0	0	0	0	0.02	-0.1175679	1	10	0.04	1800	-2.183533	40.92383	-91.39362
1203	33	-5	-4	0.3869017	-0.01538192	-1.904757	0	12.48	4002	0	0	0	0	0.02	-0.1219535	1	10	0.04	1800	-1.9729	40.92383	-91.39362
1289	25	-5	5	0.3863457	-0.008361063	-1.906286	0	12.48	4004	0	0	0	0	0.02	-0.1355695	1	10	0.04	1800	-1.9729	40.92383	-91.39361
1394	30	-3	3	0.3878783	-0.009252538	-1.910321	0	12.48	4003	0	0	0	0	0.02	-0.1542391	1	10	0.04	1800	-2.194031	40.92383	-91.39361
1511	37	-2	0	0.3864177	-0.01298806	-1.912156	0	12.48	4004	0	0	0	0	0.02	-0.1632301	1	10	0.04	1800	-2.192596	40.92383	-91.39361
1600	28	-5	4	0.3914557	-0.009813572	-1.91399	0	12.48	4003	0	0	0	0	0.02	-0.1673065	1	10	0.04	1800	-1.970947	40.92383	-91.39361
1697	28	-3	3	0.3935473	-0.0120779	-1.915458	0	12.48	4002	0	0	0	0	0.02	-0.1648645	1	10	0.04	1800	-1.984039	40.92384	-91.39362
