time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
62810	1060	3555	-465	-3.353137	-16.18106	0.7704741	0	11.97	4003	-80	69	-14	-44	1.13913	4.352728	5	15	0	1200
62921	871	-2596	-84	-3.123169	-16.81838	1.028239	0	11.97	4003	-24	-118	-15	-43	1.146783	4.288199	5	15	0	1200
63008	444	-4113	178	-1.903769	-12.63078	0.7603416	0	11.97	4003	-31	-85	-12	-41	1.150929	4.250926	5	15	0	1200
63125	958	-1059	1351	-1.188195	-6.531292	0.7010012	0	11.97	4003	-85	118	7	-40	1.178491	4.205611	5	15	0	1200
63209	55	1322	208	-1.06207	-5.711165	0.7669019	0	11.97	4003	-29	116	-7	-23	1.102192	4.155585	5	15	0	1200
63363	654	-458	-649	-1.968415	-8.698676	1.656726	0	11.97	4008	37	-133	-36	-37	1.036767	4.055736	5	15	0	1200
63472	915	-461	-112	-2.498298	-6.682768	2.325927	0	11.97	4002	-45	-81	-55	-34	1.064348	3.955296	5	15	0	1200
63515	-1606	534	1033	-1.83303	-5.918256	2.329214	0	11.97	4002	27	-51	-46	-31	1.067262	3.813094	5	15	0	1200
63650	480	-879	796	-3.899113	-4.154546	0.7303134	0	11.97	4004	-14	-3	-4	-29	1.032406	3.598867	5	15	0	1200
63725	1289	3810	1302	-2.07444	-5.836049	-0.4773207	0	11.17	4003	-13	-65	17	-25	1.047921	3.55093	5	15	0	1200
63819	-791	3141	1169	-3.785293	-10.67386	-1.248544	0	11.17	4003	-31	200	59	0	1.023448	3.228198	3	15	0	1200
63976	-1852	-124	-1415	-3.933921	-10.42041	0.4372376	0	11.17	4003	5	-138	8	0	0.994688	3.012263	3	15	0	1200
64068	1378	2323	-1915	-3.941178	-10.9221	2.456712	0	11.17	4003	2	-137	-84	0	0.9798188	2.824337	3	15	0	1200
64150	-1479	-108	-59	-2.908187	-9.460468	3.897374	0	11.17	4003	27	-234	-92	0	0.972219	2.665482	3	15	0	1200
64266	494	185	2071	-1.025997	-9.616317	1.385597	0	11.17	4003	-100	-31	10	0	0.9634389	2.486036	3	15	0	1200
64354	303	-1113	406	-0.8551643	-7.986839	0.3143031	0	11.17	4004	-21	22	23	0	0.9570382	2.284095	3	15	0	1200
64443	483	-544	-336	-0.9320957	-6.890561	0.1667151	0	11.17	4004	-56	-23	20	0	0.9537667	2.138361	3	15	0	1200
64591	120	273	-176	-0.7830172	-5.941466	0.6968011	0	11.17	4002	4	10	14	0	0.9489704	2.041116	3	15	0	1200
64737	-2705	-2086	-359	-2.906085	-4.789577	0.8262952	0	11.57	4003	-47	-345	17	0	0.9446829	1.901275	3	15	0	1200
64758	-3260	-4938	-2047	-5.797782	-2.35342	1.259472	0	11.57	4004	55	-362	-19	0	0.9446829	1.901275	3	15	0	1200
64885	628	2589	137	-6.02332	-5.261757	1.429031	0	11.57	4002	107	-66	-13	0	0.9430105	1.842191	3	15	0	1200
64998	170	297	-812	-4.041287	-8.282596	1.119148	0	11.57	4002	29	-88	17	0	0.9421459	1.836243	3	15	0	1200
65056	-944	-1435	262	-4.401434	-7.324724	1.097183	0	11.57	4003	12	-100	12	0	0.941704	1.842801	3	15	0	1200
65161	-3091	-3421	-706	-6.776928	-3.249721	1.212401	0	11.57	4003	-4	-17	0	0	0.9411934	1.899087	3	15	0	1200
65335	-2336	-3702	100	-14.34933	6.192892	1.31653	0	11.57	4004	-25	-80	7	0	0.940631	2.036209	3	15	0	1200
65373	-1876	-2353	-436	-14.97397	7.248524	1.350902	0	11.57	4003	20	-143	1	0	0.9405499	2.056179	3	15	0	1200
65476	-814	-492	-639	-15.42678	7.927879	1.413855	0	11.57	4003	-11	-8	-4	0	0.9403521	2.133077	3	15	0	1200
65573	-1329	-650	550	-15.43726	7.194616	1.329288	0	11.57	4003	76	-89	-8	0	0.9402079	2.233262	3	15	0	1200
65667	2147	1005	-483	-12.40918	4.967729	1.412704	0	11.68	4003	-18	-37	-4	0	0.9401342	2.399889	3	15	0	1200
65772	956	1121	-158	-8.089375	0.2576401	1.114869	0	11.68	4002	-29	-103	0	0	0.9400262	2.456318	3	15	0	1200
65952	171	1296	1214	-3.073697	-4.697391	1.73293	0	11.68	4002	88	167	1	0	0.9399418	2.559179	3	15	0	1200
65986	1654	-117	-775	-2.452689	-4.976044	1.797599	0	11.68	4004	-141	114	-5	0	0.9399296	2.569968	3	15	0	1200
66083	-122	2711	1824	-1.919996	-5.480411	1.355287	0	11.68	4002	40	-20	-15	0	0.9398999	2.614379	3	15	0	1200
66227	-702	1636	1136	-1.649666	-4.002861	0.8514917	0	11.68	4003	60	247	5	0	0.9398724	2.689974	3	15	0	1200
66350	1236	-296	-1954	-3.11249	-5.06451	0.7306098	0	11.68	4003	-110	-244	-2	0	0.9398544	2.752785	3	15	0	1200
66433	2598	3704	-218	0.7709882	-7.321476	2.119952	0	11.68	4004	-80	108	-43	0	0.9398478	2.776202	3	15	0	1200
66506	1356	953	-262	2.863825	-8.870696	3.068116	0	11.68	4003	-52	47	-55	0	0.9398425	2.799302	3	15	0	1200
66733	1945	-1431	1110	4.678293	-3.532353	1.13967	0	12.08	4003	-3	-19	26	0	0.939832	2.860934	3	15	0	1200
66844	-995	-437	-1054	3.200597	-0.7865265	0.5333268	0	12.08	4003	50	-86	23	0	0.9398271	2.91157	3	15	0	1200
66900	-385	98	87	2.383057	-0.8558922	0.7707588	0	12.08	4003	-11	-78	8	0	0.9398257	2.926942	3	15	0	1200
67013	-708	38	-714	-0.2749551	-1.736209	1.639029	0	12.08	4003	85	-79	3	0	0.9398246	2.932716	3	15	0	1200
67120	-311	155	-180	-1.844051	-0.6069492	1.835798	0	12.08	4004	22	-57	-8	0	0.939823	2.932299	3	15	0	1200
67215	-299	848	432	-2.410011	-1.164646	1.510887	0	12.08	4005	-30	21	-2	0	0.9398222	2.926393	3	15	0	1200
67299	61	639	19	-2.787825	-1.532244	1.640303	0	12.08	4002	17	26	-13	0	0.9398216	2.909169	3	15	0	1200
67445	2767	4696	941	-2.329813	-6.128545	1.47098	0	12.08	4003	-111	400	21	0	0.9398211	2.848533	3	15	0	1200
67510	659	749	700	-1.599803	-8.207294	1.355756	0	11.4	4004	49	224	-7	0	0.9398208	2.811579	3	15	0	1200
67644	67	130	-408	-1.786024	-7.891922	1.807068	0	11.4	4004	57	29	1	0	0.9398206	2.765168	3	15	0	1200
