time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
391459	1779	-93	575	3.509305	-1.360466	-2.560826	0	11	4004	-11	-400	28	-6	1.162385	0.8814808	5	15	0.022	1400
391516	1427	1029	-421	4.720494	-1.399492	-2.180498	0	11	4007	41	84	13	-11	1.15543	0.9235744	5	15	0.022	1400
391596	1105	-838	-721	5.460569	-2.114193	-1.086726	0	11	4002	-16	-154	-6	-10	1.190453	0.9610749	5	15	0.022	1400
391657	2178	221	-1309	5.460569	-2.114193	-1.086726	0	11	4003	-7	35	-28	-16	1.106474	0.9915375	5	15	0.022	1400
391798	-1324	89	60	6.702742	-3.429966	-0.8754437	0	11	4002	16	140	-2	-33	1.200869	1.090627	5	15	0.022	1400
391896	-935	841	297	4.711595	-3.134228	-0.9350891	0	11	4003	4	199	1	-18	1.265671	1.15338	5	15	0.022	1400
392082	-1823	3493	1442	2.744593	-7.761456	-1.465021	0	10.83	4002	-1	104	29	-15	1.316497	1.25061	5	15	0.022	1400
392241	-496	-1473	-473	0.9497131	-9.934974	-1.133238	0	10.83	4004	5	-164	0	-12	1.254314	1.339733	5	15	0.022	1400
392303	-496	-1473	-473	0.9497131	-9.934974	-1.133238	0	10.83	4004	-50	-234	-30	-12	1.288167	1.365758	5	15	0.022	1400
392357	-756	2143	535	-0.5801109	-11.33117	-0.8361846	0	10.83	4004	-57	-96	-4	-10	1.29432	1.382903	5	15	0.022	1400
392461	-416	-1453	934	-1.725566	-9.756226	-1.653255	0	10.83	4004	64	-13	21	-12	1.249096	1.419986	5	15	0.022	1400
392619	-46	-264	-592	-2.671736	-8.180511	-1.725864	0	10.83	4003	54	70	9	-31	1.201247	1.496408	5	15	0.022	1400
392733	243	627	-65	-2.522464	-8.083906	-0.8423064	0	10.83	4004	42	79	-20	-8	1.277997	1.52955	5	15	0.022	1400
392791	-436	776	-363	-2.927914	-8.755329	-0.8251933	0	10.83	4003	75	-36	-14	-5	1.300159	1.539444	5	15	0.022	1400
392903	2470	-1197	-1102	-1.478234	-8.047422	-0.6149536	0	10.83	4002	54	65	-21	-3	1.184187	1.547575	5	15	0.022	1400
393013	-1006	-197	1711	-1.716558	-5.825994	-1.195917	0	10.83	4004	-22	-65	13	0	1.318924	1.545133	5	15	0.022	1400
393091	-1006	-197	1711	-1.716558	-5.825994	-1.195917	0	10.83	4004	15	206	24	-1	1.328878	1.543809	5	15	0.022	1400
393218	-395	-908	1002	-1.907383	-3.449507	-2.281712	0	10.83	4003	33	170	53	-6	1.347097	1.549782	5	15	0.022	1400
393275	-544	630	987	-2.551696	-3.334541	-2.297894	0	10.83	4003	49	59	38	-4	1.350856	1.553621	5	15	0.022	1400
393380	-1119	-517	-252	-2.418188	-3.249454	-2.266561	0	10.83	4003	105	94	24	-10	1.260845	1.562785	5	15	0.022	1400
393545	704	-727	-1484	-1.749915	-1.938926	-2.110368	0	10.83	4004	-12	-150	11	-1	1.151758	1.569477	5	15	0.022	1400
393585	18	-409	519	-1.552426	-1.767801	-2.241519	0	10.83	4004	-23	-65	35	0	1.168843	1.567625	5	15	0.022	1400
393763	280	1278	452	-1.424615	-1.843925	-1.850435	0	10.83	4002	-24	54	37	9	1.248915	1.531496	5	15	0.022	1400
393961	-1310	-114	1021	-0.7304925	-2.021899	-1.440565	0	10.32	4004	112	144	20	4	1.351103	1.501443	5	15	0.022	1400
394075	1547	-605	-133	1.28597	-1.645783	-1.88718	0	10.32	4002	116	-116	15	5	1.297608	1.476951	5	15	0.022	1400
394097	1547	-605	-133	1.28597	-1.902738	-2.241149	0	10.32	4002	116	-116	15	5	1.297608	1.476951	5	15	0.022	1400
394193	1284	579	524	3.203082	-2.388047	-1.924654	0	10.32	4002	67	57	2	3	1.39712	1.456164	5	15	0.022	1400
