time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
31	12	1	0	0.2223676	-0.01853923	-0.2711957	0	12.59	4002	0	0	0	0	0.02	0.1660619	1	20	0.022	1600
224	21	6	-2	0.2189741	-0.01556801	-0.2683833	0	12.59	4004	0	0	0	0	0.02	0.1898451	1	20	0.022	1600
397	23	0	-5	0.2245757	-0.02277209	-0.2680775	0	12.59	4003	0	0	0	0	0.02	0.2147582	1	20	0.022	1600
508	15	0	-3	0.2245105	-0.02344551	-0.2670994	0	12.59	4003	0	0	0	0	0.02	0.2168474	1	20	0.022	1600
578	16	-1	-1	0.2221756	-0.02420403	-0.2665491	0	12.59	4002	0	0	0	0	0.02	0.2159835	1	20	0.022	1600
671	20	3	0	0.2195611	-0.02615651	-0.2674663	0	12.59	4004	0	0	0	0	0.02	0.2143507	1	20	0.022	1600
783	26	-2	1	0.2269911	-0.03051283	-0.2670381	0	12.53	4002	0	0	0	0	0.02	0.1945964	1	20	0.022	1600
835	17	7	-1	0.2258167	-0.03023442	-0.2655709	0	12.53	4002	0	0	0	0	0.02	0.192066	1	20	0.022	1600
1022	13	0	0	0.2197872	-0.02717627	-0.2638592	0	12.53	4004	0	0	0	0	0.02	0.17198	1	20	0.022	1600
1064	17	0	-3	0.2161562	-0.02507609	-0.2633089	0	12.53	4002	0	0	0	0	0.02	0.1554462	1	20	0.022	1600
1188	17	0	2	0.2186903	-0.02573333	-0.2611077	0	12.53	4004	0	0	0	0	0.02	0.1395001	1	20	0.022	1600
1323	25	-2	-3	0.2294367	-0.02555623	-0.2589065	0	12.53	4004	0	0	0	0	0.02	0.1283712	1	20	0.022	1600
1394	14	-1	0	0.2315099	-0.02610708	-0.2581116	0	12.53	4004	0	0	0	0	0.02	0.126643	1	20	0.022	1600
1468	27	-3	0	0.2330761	-0.02136347	-0.2559719	0	12.53	4003	0	0	0	0	0.02	0.1205658	1	20	0.022	1600
1556	17	0	0	0.2325487	-0.02124813	-0.255483	0	12.53	4004	0	0	0	0	0.02	0.1139583	1	20	0.022	1600
1685	14	1	1	0.2319964	-0.02582147	-0.2521813	0	12.53	4002	0	0	0	0	0.02	0.1181587	1	20	0.022	1600
1763	19	4	0	0.2264936	-0.02286476	-0.2512642	0	12.53	4004	0	0	0	0	0.02	0.1116107	1	20	0.022	1600
1876	15	4	-1	0.2332844	-0.02113806	-0.2484521	0	12.53	4002	0	0	0	0	0.02	0.1063242	1	20	0.022	1600
1947	29	3	0	0.2370531	-0.02098632	-0.2474739	0	12.53	4003	0	0	0	0	0.02	0.1079399	1	20	0.022	1600
2040	21	-2	0	0.2395436	-0.01988995	-0.2457009	0	12.53	4004	0	0	0	0	0.02	0.1042447	1	20	0.022	1600
2177	27	3	-6	0.2370663	-0.02075327	-0.2450895	0	12.53	4002	0	0	0	0	0.02	0.09835082	1	20	0.022	1600
2313	6	0	-1	0.2342074	-0.02214827	-0.242705	0	12.53	4004	0	0	0	0	0.02	0.1181164	1	20	0.022	1600
2407	21	0	-1	0.2319335	-0.02027163	-0.2401983	0	12.53	4003	0	0	0	0	0.02	0.1230471	1	20	0.022	1600
2458	18	-2	0	0.2267504	-0.01935181	-0.2381196	0	12.53	4004	0	0	0	0	0.02	0.1215419	1	20	0.022	1600
2573	23	2	-1	0.2290622	-0.01614571	-0.2358575	0	12.53	4004	0	0	0	0	0.02	0.1146433	1	20	0.022	1600
2715	17	-5	-2	0.2262727	-0.01697008	-0.2343291	0	12.53	4004	0	0	0	0	0.02	0.1198415	1	20	0.022	1600
2818	14	-3	0	0.2232231	-0.01694999	-0.2323729	0	12.53	4004	0	0	0	0	0.02	0.120223	1	20	0.022	1600
2850	26	0	-5	0.2240578	-0.01961553	-0.2324341	0	12.53	4002	0	0	0	0	0.02	0.1233016	1	20	0.022	1600
2927	17	0	1	0.224297	-0.02598381	-0.2326176	0	12.53	4004	0	0	0	0	0.02	0.1327119	1	20	0.022	1600
3056	10	0	-2	0.2218707	-0.02080201	-0.2318229	0	12.53	4004	0	0	0	0	0.02	0.1461193	1	20	0.022	1600
3148	22	1	-6	0.2197504	-0.02324885	-0.2296829	0	12.53	4003	0	0	0	0	0.02	0.1631671	1	20	0.022	1600
3276	18	1	1	0.2208382	-0.02691929	-0.2290714	0	12.53	4003	0	0	0	0	0.02	0.1730645	1	20	0.022	1600
3374	22	-3	-9	0.2246034	-0.02530739	-0.2261978	0	12.53	4003	0	0	0	0	0.02	0.1810706	1	20	0.022	1600
3444	20	-3	-4	0.2297684	-0.02611922	-0.2254639	0	12.53	4002	0	0	0	0	0.02	0.1827757	1	20	0.022	1600
3550	27	3	-1	0.2348553	-0.02880686	-0.2246692	0	12.48	4003	0	0	0	0	0.02	0.1814025	1	20	0.022	1600
3652	28	-4	0	0.2352693	-0.03455476	-0.2232015	0	12.48	4004	0	0	0	0	0.02	0.1839487	1	20	0.022	1600
3824	22	-3	2	0.2453433	-0.03541435	-0.219289	0	12.48	4002	0	0	0	0	0.02	0.194129	3	20	0.022	1600
3869	19	0	0	0.2470501	-0.03191509	-0.2205729	0	12.48	4002	0	0	0	0	0.02	0.2042348	3	20	0.022	1600
4008	20	3	3	0.2521345	-0.02439564	-0.2181273	0	12.48	4004	0	0	0	0	0.02	0.2075509	3	20	0.022	1600
4063	27	-1	5	0.2578417	-0.02662486	-0.2184939	0	12.48	4002	0	0	0	0	0.02	0.210399	3	20	0.022	1600
4209	26	3	0	0.2566586	-0.02766998	-0.2172104	0	12.48	4002	0	0	0	0	0.02	0.2340308	3	20	0.022	1600
4297	20	-5	-6	0.2580809	-0.02492563	-0.2158654	0	12.48	4003	0	0	0	0	0.02	0.247494	3	20	0.022	1600
4395	25	-1	4	0.2629959	-0.02366093	-0.2174547	0	12.48	4003	-1	0	0	0	0.02	0.255038	3	20	0.022	1600
4496	21	8	-59	0.2629775	-0.03014462	-0.2174565	0	12.53	4003	0	0	0	0	0.02	0.2630019	3	20	0.022	1600
4582	17	-6	9	0.2690302	-0.03321857	-0.2216164	0	12.53	4004	0	0	0	0	0.02	0.2643446	3	20	0.022	1600
4685	22	3	-7	0.2722812	-0.03669699	-0.2202089	0	12.53	4004	0	0	0	0	0.02	0.2549509	3	20	0.022	1600
4776	21	-9	-14	0.2782145	-0.04679718	-0.2213697	0	12.53	4003	0	0	0	0	0.02	0.2445109	3	20	0.022	1600
4850	30	0	24	0.2837473	-0.04467689	-0.222834	0	12.53	4004	0	0	0	0	0.02	0.2439548	3	20	0.022	1600
