time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
512348	45	-2	1	0.3469838	-0.04290328	0.08847206	0	11.85	4004	0	0	0	0	0.02	0.07412256	1	20	0	0
512511	32	-4	0	0.3596962	-0.04522378	0.09397452	0	11.85	4003	0	0	0	0	0.02	0.05743224	1	20	0	0
512633	27	1	-2	0.3620586	-0.04778359	0.09917121	0	11.85	4004	0	0	0	0	0.02	0.05224157	1	20	0	0
512700	41	-2	-1	0.3651639	-0.04885926	0.1019835	0	11.85	4003	0	0	0	0	0.02	0.0469887	1	20	0	0
512839	28	5	-5	0.3655403	-0.04795223	0.1082809	0	11.85	4002	0	0	0	0	0.02	0.0383322	1	20	0	0
513065	20	-2	2	0.3654313	-0.04362984	0.1132941	0	11.85	4003	0	0	0	0	0.02	0.03037538	1	20	0	0
513155	24	-5	-2	0.3694204	-0.04337269	0.1183684	0	11.85	4004	0	0	0	0	0.02	0.02910084	1	20	0	0
513262	24	-5	-6	0.376413	-0.04180291	0.1239933	0	11.85	4002	0	0	0	0	0.02	0.03684509	1	20	0	0
513405	33	0	0	0.3816881	-0.03909648	0.1318194	0	11.85	4002	0	0	0	0	0.02	0.05014081	1	20	0	0
513465	41	0	-9	0.376576	-0.03848974	0.1346931	0	11.85	4003	0	0	0	0	0.02	0.05016122	1	20	0	0
513571	42	-6	-3	0.3876171	-0.042842	0.1394612	0	11.8	4002	0	0	0	0	0.02	0.05188676	1	20	0	0
513757	36	-5	0	0.3993599	-0.04361897	0.1457586	0	11.8	4002	0	0	0	0	0.02	0.06904749	1	20	0	0
513842	38	-5	-1	0.4043868	-0.04335872	0.1499158	0	11.8	4004	0	0	0	0	0.02	0.07412108	1	20	0	0
513975	34	-9	-2	0.4196514	-0.04560117	0.1552958	0	11.8	4002	0	0	0	0	0.02	0.06813437	1	20	0	0
514047	29	0	-7	0.4170068	-0.04660246	0.1576189	0	11.8	4003	0	0	0	0	0.02	0.06169354	1	20	0	0
514156	35	-6	0	0.423291	-0.0484031	0.1636107	0	11.8	4003	0	0	0	0	0.02	0.06065678	1	20	0	0
514190	32	-1	-2	0.4289798	-0.047371	0.1639774	0	11.8	4002	0	0	0	0	0.02	0.06027958	1	20	0	0
514305	31	5	-7	0.4269497	-0.04701613	0.1682571	0	11.8	4003	0	0	0	0	0.02	0.06068574	1	20	0	0
514377	29	0	0	0.4287373	-0.04667072	0.1711915	0	11.8	4003	0	0	0	0	0.02	0.06472544	1	20	0	0
514471	28	-6	-5	0.4265527	-0.04951457	0.1776721	0	11.8	4004	0	0	0	0	0.02	0.06563089	1	20	0	0
514575	35	-9	-2	0.4367811	-0.05028959	0.1841527	0	11.85	4003	0	0	0	0	0.02	0.05912802	1	20	0	0
514759	40	-7	-6	0.4469712	-0.04903198	0.1929568	0	11.85	4004	0	0	0	0	0.02	0.04484307	1	20	0	0
514784	25	-8	-8	0.4504211	-0.04609345	0.1954021	0	11.85	4002	0	0	0	0	0.02	0.04337909	1	20	0	0
514924	23	2	-6	0.4458339	-0.04611721	0.1987037	0	11.85	4003	0	0	0	0	0.02	0.03489744	1	20	0	0
515038	24	0	0	0.4352506	-0.03851696	0.2061625	0	11.85	4003	0	0	0	0	0.02	0.02939533	1	20	0	0
515095	24	2	1	0.4369482	-0.03999208	0.2092194	0	11.85	4003	0	0	0	0	0.02	0.02476064	1	20	0	0
515198	38	-7	2	0.4389326	-0.04158069	0.2121542	0	11.85	4002	0	0	0	0	0.02	0.02011947	1	20	0	0
515350	38	-3	-3	0.4349557	-0.03863123	0.2201634	0	11.85	4004	0	0	0	0	0.02	0.02906918	1	20	0	0
515423	31	2	2	0.4391699	-0.04263259	0.2236482	0	11.85	4002	0	0	0	0	0.02	0.03192916	1	20	0	0
515517	44	-2	-3	0.4457766	-0.04417043	0.2271946	0	11.85	4009	0	0	0	0	0.02	0.0372373	1	20	0	0
515630	24	2	-4	0.4406883	-0.04834451	0.2310463	0	11.85	4002	0	0	0	0	0.02	0.03458383	1	20	0	0
515762	43	0	1	0.4449559	-0.05055974	0.236366	0	11.85	4002	0	0	0	0	0.02	0.02563559	1	20	0	0
515840	34	-5	0	0.4383003	-0.04805053	0.2375277	0	11.85	4004	0	0	0	0	0.02	0.02596072	1	20	0	0
515974	30	4	-5	0.4437056	-0.04524382	0.2424797	0	11.85	4003	0	0	0	0	0.02	0.02514004	1	20	0	0
516028	31	-3	-10	0.4442101	-0.04963963	0.2454755	0	11.85	4002	0	0	0	0	0.02	0.0250531	1	20	0	0
516107	51	2	-7	0.4407349	-0.0516219	0.2512226	0	11.85	4003	0	0	0	0	0.02	0.01732954	1	20	0	0
516211	30	0	-6	0.4448439	-0.05071008	0.2563581	0	11.85	4003	0	0	0	0	0.02	0.009123795	1	20	0	0
516370	32	4	-1	0.4458236	-0.05459053	0.2627165	0	11.85	4004	0	0	0	0	0.02	0.00851065	1	20	0	0
516442	33	2	-1	0.4459861	-0.05572014	0.2673019	0	11.8	4003	0	0	0	0	0.02	0.01193968	1	20	0	0
516563	34	-5	0	0.4549009	-0.05824388	0.2723151	0	11.8	4003	0	0	0	0	0.02	0.0242084	1	20	0	0
516634	44	-1	-4	0.463715	-0.06101775	0.2742715	0	11.8	4004	0	0	0	0	0.02	0.02502683	1	20	0	0
516745	40	1	-1	0.4624602	-0.05511897	0.2764112	0	11.8	4003	0	0	0	0	0.02	0.02015109	1	20	0	0
516861	35	-9	-2	0.4707556	-0.05254204	0.2806295	0	11.8	4002	0	0	0	0	0.02	0.01863303	1	20	0	0
516984	37	-3	1	0.4784298	-0.04349319	0.2880886	0	11.8	4002	0	0	0	0	0.02	0.02633585	1	20	0	0
517079	41	-3	-1	0.4884961	-0.03694503	0.2918793	0	11.8	4004	0	0	0	0	0.02	0.04069068	1	20	0	0
517134	36	-6	0	0.4840529	-0.04401757	0.2935912	0	11.8	4003	0	0	0	0	0.02	0.05062087	1	20	0	0
517287	49	1	-5	0.4808082	-0.05464661	0.3000112	0	11.8	4002	0	0	0	0	0.02	0.06236733	1	20	0	0
