time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
91777	3915	632	-245	1.739225	-7.842122	-0.469096	0	10.09	4004	27	-71	5	5	0.02	1.699181	8	10	0.03	2000	-16.65915	40.92391	-91.39362
91848	-3281	-3533	237	2.020308	-3.792952	-0.7505918	0	10.09	4003	27	-71	5	5	0.02	1.661161	8	10	0.03	2000	-15.2485	40.92391	-91.39362
91921	-1130	-4825	-28	0.09943961	0.9855196	-0.3997699	0	10.09	4002	27	-71	5	5	0.02	1.627205	8	10	0.03	2000	-16.19809	40.92391	-91.39362
92103	864	125	-513	-0.1330451	1.301233	0.2826087	0	10.09	4003	27	-71	5	5	0.02	1.60765	8	10	0.03	2000	-15.79477	40.92391	-91.39362
92162	951	-97	680	0.005924453	0.8064357	0.5861205	0	10.09	4004	27	-27	5	5	0.02	1.60508	8	10	0.03	2000	-15.31555	40.92391	-91.39362
92324	1357	-2268	-954	0.0315476	-0.5153149	0.6628509	0	10.09	4002	-74	23	5	5	0.02	1.61245	8	10	0.03	2000	-17.71048	40.92392	-91.39362
92386	1691	-1244	-891	1.543812	0.8274543	0.1657711	0	10.09	4003	-74	23	5	5	0.02	1.614495	8	10	0.03	2000	-16.76297	40.92392	-91.39362
92467	719	-818	-674	2.52497	-0.4687533	0.2101641	0	10.09	4002	-74	23	5	5	0.02	1.621433	8	10	0.03	2000	-14.85168	40.92392	-91.39362
92533	2279	-230	-1837	3.279772	-0.7861566	0.5468284	0	10.09	4003	-74	23	5	5	0.02	1.643567	8	10	0.03	2000	-14.85168	40.92392	-91.39363
92638	2249	-891	2681	7.054307	-1.334318	1.122895	0	10.09	4004	-176	74	5	5	0.02	1.66831	8	10	0.03	2000	-16.34552	40.92392	-91.39363
92811	1174	-713	128	9.810814	-0.3433174	0.8138575	0	10.38	4003	-176	74	5	5	0.02	1.721743	8	10	0.03	2000	-6.422821	40.92392	-91.39363
92847	-162	-1258	275	9.707087	-0.2046919	0.7479967	0	10.38	4003	-89	30	5	5	0.02	1.730692	8	10	0.03	2000	-6.422821	40.92392	-91.39363
93006	849	181	-1185	7.217811	-0.7191139	0.6921957	0	10.38	4004	-105	36	5	5	0.02	1.790869	8	10	0.03	2000	1.806481	40.92392	-91.39363
