time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
61326	-112	4	11	-1.680341	0.5156135	-3.718186	0	11.4	4003	0	0	5	5	0.02	-0.9711514	1	10	0.03	2000	8.162578	40.92391	-91.39363
61434	-117	3	12	-1.672388	0.526148	-3.736344	0	11.4	4004	0	0	5	5	0.02	-0.9719834	1	10	0.03	2000	8.180894	40.92391	-91.39363
61506	-125	6	12	-1.672336	0.5267982	-3.750528	0	11.4	4003	0	0	5	5	0.02	-0.9732149	1	10	0.03	2000	8.135242	40.92391	-91.39363
61625	-120	3	10	-1.674494	0.5356084	-3.77859	0	11.4	4002	0	0	5	5	0.02	-0.9765504	1	10	0.03	2000	8.172423	40.92391	-91.39362
61704	-115	8	12	-1.679775	0.5369175	-3.790634	0	11.34	4003	0	0	5	5	0.02	-0.9812403	1	10	0.03	2000	8.155721	40.92391	-91.39363
61793	-115	1	17	-1.680357	0.5295442	-3.804391	0	11.34	4003	0	0	5	5	0.02	-0.9830729	1	10	0.03	2000	8.193128	40.92391	-91.39363
61877	-115	7	10	-1.684621	0.5180709	-3.824384	0	11.34	4004	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
61981	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62085	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62239	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62384	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62442	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62530	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62638	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62683	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62785	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62895	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
62990	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63089	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63226	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63366	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63405	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63503	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63636	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63697	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63814	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
63930	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64011	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64106	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64276	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64324	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.29	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64411	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64513	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64648	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64765	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64837	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
64912	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
65022	-115	6	10	-1.684642	0.5184795	-3.828786	0	11.34	4002	0	0	5	5	0.02	-0.9850917	1	10	0.03	2000	8.195085	40.92391	-91.39363
