time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
75	40	38	4	0.4562018	-0.5092555	0.3554022	0	12.42	4002	0	0	0	0	0.02	-0.07546999	1	4	0.03	1600
209	37	31	-4	0.4571513	-0.50659	0.3596816	0	12.42	4003	0	0	0	0	0.02	-0.07141888	1	4	0.03	1600
299	40	39	-3	0.4588424	-0.5041413	0.3612099	0	12.42	4002	0	0	0	0	0.02	-0.0751112	1	4	0.03	1600
380	37	41	-5	0.460227	-0.5128146	0.3662846	0	12.42	4003	0	0	0	0	0.02	-0.07494007	1	4	0.03	1600
482	24	33	-2	0.4584632	-0.5111312	0.3695859	0	12.42	4002	0	0	0	0	0.02	-0.075312	1	4	0.03	1600
604	36	36	-3	0.4589508	-0.5157599	0.3734375	0	12.42	4003	0	0	0	0	0.02	-0.08302575	1	4	0.03	1600
688	46	45	-2	0.457734	-0.5155198	0.3766165	0	12.42	4002	0	0	0	0	0.02	-0.08353325	1	4	0.03	1600
844	36	38	0	0.4666042	-0.5223091	0.3829741	0	12.48	4002	0	0	0	0	0.02	-0.08314951	1	4	0.03	1600
982	33	38	-4	0.4698647	-0.527815	0.3874984	0	12.48	4002	0	0	0	0	0.02	-0.078245	1	4	0.03	1600
1016	42	36	-3	0.4752587	-0.5278045	0.3888434	0	12.48	4003	0	0	0	0	0.02	-0.07869779	1	4	0.03	1600
1169	49	33	-4	0.4895603	-0.5258032	0.395996	0	12.48	4002	0	0	0	0	0.02	-0.08824785	1	4	0.03	1600
1277	40	35	-1	0.487981	-0.5247725	0.3991138	0	12.48	4002	0	0	0	0	0.02	-0.1055966	1	4	0.03	1600
1332	42	42	6	0.4857873	-0.525044	0.4024154	0	12.48	4003	0	0	0	0	0.02	-0.1145636	1	4	0.03	1600
1414	41	37	0	0.4869538	-0.5287694	0.4032713	0	12.48	4004	0	0	0	0	0.02	-0.1307167	1	4	0.03	1600
1526	42	34	-1	0.4925528	-0.5270281	0.4074281	0	12.48	4003	0	0	0	0	0.02	-0.1426613	1	4	0.03	1600
1693	37	36	-4	0.4929319	-0.5346932	0.4120134	0	12.48	4004	0	0	0	0	0.02	-0.1375537	1	4	0.03	1600
1785	37	36	-3	0.4865615	-0.5361273	0.4151926	0	12.48	4003	0	0	0	0	0.02	-0.1302296	1	4	0.03	1600
