time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
434271	-69	0	8	-4.996109	0.3786413	257.6403	0	11.4	4002	0	0	5	5	1.08285	0.3593846	1	10	0.04	1800	4.76752	40.92394	-91.39374
434327	-76	6	0	-4.951913	0.4109249	257.6381	0	11.4	4003	0	0	5	5	1.08285	0.3384112	1	10	0.04	1800	4.413855	40.92394	-91.39374
434465	-71	1	5	-4.757036	0.5562308	257.6257	0	11.46	4004	0	0	5	5	1.08285	0.2869591	1	10	0.04	1800	4.350572	40.92394	-91.39374
434555	-74	-1	1	-4.688432	0.6053803	257.6213	0	11.46	4004	0	0	5	5	1.08285	0.2597221	1	10	0.04	1800	4.241319	40.92394	-91.39374
434621	-80	2	6	-4.608567	0.6712698	257.6182	0	11.46	4003	0	0	5	5	1.08285	0.2396149	1	10	0.04	1800	3.930305	40.92394	-91.39374
434704	-70	3	6	-4.560341	0.7148868	257.6136	0	11.46	4002	0	0	5	5	1.08285	0.2258639	1	10	0.04	1800	4.046108	40.92394	-91.39374
434844	-74	1	3	-4.441541	0.794268	257.6015	0	11.46	4004	0	0	5	5	1.08285	0.2068144	1	10	0.04	1800	3.854481	40.92394	-91.39374
434931	-72	0	3	-4.403746	0.8269036	257.598	0	11.46	4004	0	0	5	5	1.08285	0.1984568	1	10	0.04	1800	3.788406	40.92394	-91.39374
435117	-73	1	7	-4.303349	0.9094503	257.5869	0	11.46	4003	0	0	5	5	1.08285	0.1781553	1	10	0.04	1800	3.444126	40.92394	-91.39374
435246	-74	3	3	-4.266732	0.935675	257.5803	0	11.46	4004	0	0	5	5	1.08285	0.1632071	1	10	0.04	1800	3.367496	40.92394	-91.39374
435295	-72	0	3	-4.235202	0.9674048	257.5709	0	11.4	4004	0	0	5	5	1.08285	0.1611339	1	10	0.04	1800	3.545462	40.92394	-91.39374
435391	-74	2	4	-4.216636	0.9827367	257.5657	0	11.4	4002	0	0	5	5	1.08285	0.1557783	1	10	0.04	1800	3.29986	40.92394	-91.39374
435471	-71	2	6	-4.194114	0.9947948	257.5595	0	11.4	4003	0	0	5	5	1.08285	0.1551789	1	10	0.04	1800	3.483271	40.92394	-91.39374
435630	-69	9	2	-4.144989	1.01327	257.5448	0	11.4	4002	0	0	5	5	1.08285	0.1548843	1	10	0.04	1800	3.165007	40.92394	-91.39374
