time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude	compass_heading	latitude	longitude
66068	-5	1077	-1038	-1.645316	-13.76905	0.1454124	0	11.51	4003	0	0	5	5	0.08986603	0.8521599	3	6	0.04	1800	-1.21759	40.92393	-91.39362
66211	2813	3745	580	-0.8896053	-19.89088	1.724802	0	11.51	4004	0	0	5	5	0.08986603	0.8514395	3	6	0.04	1800	-2.559174	40.92393	-91.39362
66275	69	3716	1545	-0.01028959	-20.42921	0.9340844	0	11.51	4004	0	0	5	5	0.08986603	0.8505882	3	6	0.04	1800	-2.87912	40.92393	-91.39362
66389	-2921	-3880	1234	1.877998	-19.79939	-0.6608722	0	11.51	4003	0	0	5	5	0.08986603	0.858076	3	6	0.04	1800	-0.5570984	40.92393	-91.39362
66544	-130	-4697	552	-1.336998	-8.030139	-0.6953706	0	11.51	4003	0	0	5	5	0.08986603	0.8664731	3	6	0.04	1800	-0.08831787	40.92393	-91.39362
66602	-1301	-5253	-1559	-1.704355	-2.062308	-0.05665517	0	11.51	4003	0	0	5	5	0.08986603	0.8737178	3	6	0.04	1800	-0.9086609	40.92393	-91.39362
66741	-3056	-784	-1132	-2.906985	-0.4589565	0.9219911	0	11.51	4002	0	0	5	5	0.08986603	0.9011902	3	6	0.04	1800	-1.961792	40.92393	-91.39362
66798	-537	2309	546	-4.684523	-2.228535	0.9437053	0	11.51	4004	0	0	5	5	0.08986603	0.9042123	3	6	0.04	1800	-2.35733	40.92393	-91.39362
66900	-625	1654	-856	-4.836037	-9.409448	0.9765759	0	10.6	4002	0	0	5	5	0.08986603	0.9209387	3	6	0.04	1800	-5.040649	40.92393	-91.39362
66972	551	2256	96	-4.112073	-11.24962	1.055136	0	10.6	4003	0	0	5	5	0.08986603	0.9488927	3	6	0.04	1800	-5.040649	40.92393	-91.39362
67143	1661	2621	1683	-2.158845	-16.13237	1.169692	0	10.6	4003	0	0	5	5	0.08986603	0.9690467	3	6	0.04	1800	-9.63736	40.92393	-91.39362
67289	-279	-1324	0	-1.144811	-17.44006	0.2626891	0	10.6	4004	0	0	5	5	0.08986603	0.9985307	3	6	0.04	1800	-8.97406	40.92393	-91.39362
67372	448	-3594	-597	-1.203458	-13.40772	0.4395774	0	10.6	4004	0	0	5	5	0.08986603	1.014828	3	6	0.04	1800	-8.344299	40.92393	-91.39362
67556	-439	751	-1866	-1.091796	-12.79062	0.6878544	0	10.6	4004	0	0	5	5	0.08986603	1.08226	3	6	0.04	1800	-10.97403	40.92393	-91.39362
67604	-417	-2082	-142	-0.7440327	-13.68405	1.371735	0	10.6	4003	0	0	5	5	0.08986603	1.099701	3	6	0.04	1800	-12.24045	40.92393	-91.39362
67700	-2901	-4440	77	-2.026567	-10.95626	1.514874	0	10.6	4003	0	0	5	5	0.08986603	1.131275	3	6	0.04	1800	-12.24045	40.92393	-91.39362
67858	1287	-542	1031	-2.193743	-8.201897	0.4289609	0	11	4002	0	0	5	5	0.08986603	1.189053	3	6	0.04	1800	-14.62451	40.92393	-91.39362
67934	1323	-758	-743	-0.7042532	-8.633844	0.2127764	0	11	4003	0	0	5	5	0.08986603	1.208887	3	6	0.04	1800	-13.95129	40.92393	-91.39362
68018	-672	-600	-878	-0.2453965	-9.432844	0.4498177	0	11	4004	0	0	5	5	0.08986603	1.226381	3	6	0.04	1800	-15.38214	40.92393	-91.39362
68123	758	1372	1401	-0.6972258	-13.73841	0.7825392	0	11	4003	0	0	5	5	0.08986603	1.246636	3	6	0.04	1800	-15.1087	40.92393	-91.39362
68197	-595	-366	-142	-0.5431869	-14.32591	0.8137794	0	11	4004	0	0	5	5	0.2785332	1.24915	8	6	0.04	1800	-13.28064	40.92393	-91.39362
68390	-724	1424	68	-0.05704119	-12.4374	0.470073	0	11	4002	3	0	5	5	0.6079093	1.252764	8	6	0.04	1800	-16.02649	40.92393	-91.39362
68541	1423	3825	1666	1.007896	-18.1638	0.6313093	0	11	4002	2	0	5	5	0.8024027	1.248233	8	6	0.04	1800	-13.47659	40.92393	-91.39361
68632	-106	247	-1314	0.7060072	-21.58367	1.100247	0	11	4002	2	0	5	5	0.8784041	1.237694	8	6	0.04	1800	-10.02182	40.92393	-91.39361
68763	-497	269	1376	-0.6253904	-21.0374	1.090323	0	10.89	4003	2	0	5	5	0.9487134	1.234518	8	6	0.04	1800	-9.609161	40.92393	-91.39361
68796	-779	281	130	-1.351261	-20.84459	1.141524	0	10.89	4003	2	0	5	5	0.9621271	1.232154	8	6	0.04	1800	-9.609161	40.92393	-91.39361
68918	-875	-3711	-1605	-3.934337	-16.96595	0.5615173	0	10.89	4002	4	0	5	5	1.003644	1.219508	8	6	0.04	1800	-8.095428	40.92393	-91.39361
69001	20	-2536	-1197	-2.143341	-13.44617	0.17926	0	10.89	4002	4	0	5	5	1.018693	1.215158	8	6	0.04	1800	-9.58374	40.92393	-91.39361
69072	418	-1469	1652	-1.825884	-12.58807	0.1137213	0	10.89	4002	4	0	5	5	1.030883	1.210493	8	6	0.04	1800	-9.098938	40.92393	-91.39361
69170	14	-1998	-276	-3.231212	-8.878774	0.8793139	0	10.89	4004	4	-2	5	5	1.048755	1.201338	8	6	0.04	1800	-11.98074	40.92393	-91.39361
69269	654	-294	496	-2.788278	-8.387364	0.6744188	0	10.89	4002	4	-2	5	5	1.055233	1.197035	8	6	0.04	1800	-15.83923	40.92393	-91.39361
69456	-734	2591	-661	-3.689165	-9.75257	1.587621	0	10.89	4003	6	0	5	5	1.068174	1.179978	8	6	0.04	1800	-16.74432	40.92393	-91.39361
69548	-328	2629	842	-3.316511	-14.89735	0.7312122	0	10.89	4003	6	0	5	5	1.070962	1.166179	8	6	0.04	1800	-15.01968	40.92393	-91.39361
69640	2294	4290	588	-2.412868	-18.80748	0.1767834	0	10.89	4004	8	-3	5	5	1.075051	1.136999	8	6	0.04	1800	-15.7478	40.92393	-91.39361
69700	55	298	109	-1.075397	-21.18147	0.7774765	0	10.94	4002	8	-2	5	5	1.075831	1.126269	8	6	0.04	1800	-21.66562	40.92393	-91.39361
69893	-114	2605	1614	-4.782514	-18.89871	0.6236449	0	10.94	4004	8	0	5	5	1.078706	1.081492	8	6	0.04	1800	-17.21567	40.92393	-91.39361
70072	1513	1301	278	-3.972246	-19.44131	-1.370097	0	10.94	4002	8	-1	5	5	1.080648	1.022588	8	6	0.04	1800	-13.72931	40.92393	-91.39361
70165	975	3024	-597	-1.059976	-20.91411	-1.502194	0	10.94	4002	8	0	5	5	1.081406	0.9841082	8	6	0.04	1800	-13.45395	40.92393	-91.39361
