time(ms)	gyro_x(deg/s)	gyro_y(deg/s)	gyro_z(deg/s)	orientation_roll(deg)	orientation_pitch(deg)	orientation_yaw(deg)	throttle	battery(V)	loop_time(uS)	pid_output_roll	pid_output_pitch	pid_output_yaw	pid_output_throttle	ultrasonic_alt	baro_alt	flight_mode	p_gain_altitude	i_gain_altitude	d_gain_altitude
133	-1	3	3	-0.2367564	-0.4023605	-32.79085	0	11.34	4003	0	0	0	0	0.02	-0.1331847	1	14	0.04	1800
312	14	2	0	-0.2399551	-0.4071702	-32.79274	0	11.34	4003	0	0	0	0	0.02	-0.1293125	1	14	0.04	1800
420	-1	2	1	-0.2398969	-0.4100996	-32.79555	0	11.34	4002	0	0	0	0	0.02	-0.1234217	1	14	0.04	1800
504	7	5	-3	-0.227521	-0.414288	-32.79543	0	11.34	4002	0	0	0	0	0.02	-0.1206344	1	14	0.04	1800
595	12	0	1	-0.2278882	-0.4079179	-32.7958	0	11.34	4004	0	0	0	0	0.02	-0.1180558	1	14	0.04	1800
770	3	-1	0	-0.2261228	-0.4125047	-32.79659	0	11.34	4002	0	0	0	0	0.02	-0.114373	1	14	0.04	1800
809	0	0	0	-0.2262447	-0.4176486	-32.79683	0	11.34	4004	0	0	0	0	0.02	-0.1130603	1	14	0.04	1800
928	0	0	4	-0.213118	-0.4164157	-32.79927	0	11.46	4004	0	0	0	0	0.02	-0.1130959	1	14	0.04	1800
1115	5	-3	5	-0.2131609	-0.4186147	-32.80037	0	11.46	4002	0	0	0	0	0.02	-0.1199094	1	14	0.04	1800
1264	2	-1	2	-0.2095928	-0.4177492	-32.80068	0	11.46	4002	0	0	0	0	0.02	-0.1309289	1	14	0.04	1800
1413	7	0	-5	-0.2181493	-0.4115289	-32.79787	0	11.46	4004	0	0	0	0	0.02	-0.1451869	1	14	0.04	1800
1467	6	1	-3	-0.2177996	-0.4136283	-32.79732	0	11.46	4002	0	0	0	0	0.02	-0.1556223	1	14	0.04	1800
1633	3	4	-1	-0.2068813	-0.4111784	-32.79787	0	11.46	4003	0	0	0	0	0.02	-0.1522475	1	14	0.04	1800
1803	-5	-2	0	-0.2029065	-0.4071206	-32.7986	0	11.46	4009	0	0	0	0	0.02	-0.135944	1	14	0.04	1800
1880	-1	3	0	-0.1988244	-0.4096268	-32.79958	0	11.4	4004	0	0	0	0	0.02	-0.1244575	1	14	0.04	1800
1970	6	0	-3	-0.2024268	-0.406211	-32.79836	0	11.4	4004	0	0	0	0	0.02	-0.1220869	1	14	0.04	1800
2012	9	0	0	-0.1972677	-0.4060564	-32.79824	0	11.4	4004	0	0	0	0	0.02	-0.1201666	1	14	0.04	1800
